ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
frontier14A_stage_open_daily_session_opportunity_budget_onnx_scout_v1__stage_open,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14A_stage_open_daily_session_opportunity_budget_onnx_scout_v1,frontier14A_stage_open_daily_session_opportunity_budget_onnx_scout_v1__stage_open,frontier13C_stage_closeout_regime_normalized_trade_shape_onnx_scout_v1,stage_open(단계 개방),not_applicable_stage_open(단계 개방에는 해당 없음),"planning_only_no_trading_kpi(계획 전용, 거래 KPI 없음)",stage_open(단계 개방),opened_frontier14_daily_session_opportunity_budget_onnx_scout_no_authority,stage_opened_after_grok_review_and_local_quota_boundary_no_authority,stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14A_stage_open_daily_session_opportunity_budget_onnx_scout_v1_report.md,grok_classification=accepted(그록 분류=수용),no_model_no_wfo_no_mt5_no_authority(모델/WFO/MT5/권위 없음),not_applicable(해당 없음),next=frontier14B_daily_session_opportunity_budget_proxy_scout_v1;quota_label_contract;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can daily/session opportunity budget labels teach ONNX frequency?(일별/세션별 기회 예산 라벨이 온엑스 빈도를 가르칠 수 있는가?),,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_open(단계 개방),,,,,,,,,,,,,,,
frontier14B_daily_session_opportunity_budget_proxy_scout_v1__tier_a_opportunity_budget_proxy,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14B_daily_session_opportunity_budget_proxy_scout_v1,frontier14B_daily_session_opportunity_budget_proxy_scout_v1__tier_a_opportunity_budget_proxy,frontier14A_stage_open_daily_session_opportunity_budget_onnx_scout_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"opportunity_budget_proxy_not_runtime(기회 예산 프록시, 런타임 아님)",daily_session_opportunity_budget_proxy_scout(일별/세션별 기회 예산 프록시 탐색),opportunity_budget_preserved_clue_no_authority,preserved_clue_candidate(보존 단서 후보),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14B_daily_session_opportunity_budget_proxy_scout_v1_report.md,best=f14b_cash_q8_h8__lr_plain;strict=False;preserved=True;val_pf=0.709064;val_density=0.0983607;val_dd=6.75478;oos_pf=3.35673;oos_density=0.0687023;oos_dd=0.388877;worst_sub_dd=6.72419,"pre_registered_quota_argmax_only_no_threshold_no_wfo_no_mt5_no_authority(사전 등록 할당, 최대확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",strict=0;preserved=2;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14B_daily_session_opportunity_budget_proxy_scout_v1__tier_b_missing_required,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14B_daily_session_opportunity_budget_proxy_scout_v1,frontier14B_daily_session_opportunity_budget_proxy_scout_v1__tier_b_missing_required,frontier14A_stage_open_daily_session_opportunity_budget_onnx_scout_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),daily_session_opportunity_budget_proxy_scout(일별/세션별 기회 예산 프록시 탐색),opportunity_budget_preserved_clue_no_authority,preserved_clue_candidate(보존 단서 후보),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14B_daily_session_opportunity_budget_proxy_scout_v1_report.md,"missing_required_no_paired_source(필수 누락, 짝 원천 없음)","pre_registered_quota_argmax_only_no_threshold_no_wfo_no_mt5_no_authority(사전 등록 할당, 최대확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",Tier B paired materialization not available(티어 B 짝 물질화 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14B_daily_session_opportunity_budget_proxy_scout_v1__tier_ab_combined_missing_required,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14B_daily_session_opportunity_budget_proxy_scout_v1,frontier14B_daily_session_opportunity_budget_proxy_scout_v1__tier_ab_combined_missing_required,frontier14A_stage_open_daily_session_opportunity_budget_onnx_scout_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),missing_required(필수 누락),daily_session_opportunity_budget_proxy_scout(일별/세션별 기회 예산 프록시 탐색),opportunity_budget_preserved_clue_no_authority,preserved_clue_candidate(보존 단서 후보),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14B_daily_session_opportunity_budget_proxy_scout_v1_report.md,"missing_required_no_combined_claim(필수 누락, 합산 주장 없음)","pre_registered_quota_argmax_only_no_threshold_no_wfo_no_mt5_no_authority(사전 등록 할당, 최대확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",combined record blocked by missing Tier B(티어 B 부재로 합산 기록 차단),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14C_contrastive_flat_budget_density_transfer_repair_v1__tier_a_density_transfer_repair,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14C_contrastive_flat_budget_density_transfer_repair_v1,frontier14C_contrastive_flat_budget_density_transfer_repair_v1__tier_a_density_transfer_repair,frontier14B_daily_session_opportunity_budget_proxy_scout_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"density_transfer_proxy_repair_not_runtime(밀도 전달 프록시 수리, 런타임 아님)",density_transfer_repair(밀도 전달 수리),density_transfer_preserved_clue_ready_for_closeout_no_authority,preserved_clue_candidate(보존 단서 후보),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14C_contrastive_flat_budget_density_transfer_repair_v1_report.md,best=f14b_cash_q8_h8__flat8x_safest__lr_plain;strict=False;preserved=True;val_pf=0.709064;val_density=0.0983607;val_dd=6.75478;oos_pf=3.35673;oos_density=0.0687023;oos_dd=0.388877;worst_sub_dd=6.72419,"same_quota_same_hold_plain_lr_subset_no_threshold_no_wfo_no_mt5_no_authority(같은 할당량/보유기간, 평범 로지스틱 부분 표본, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",strict=0;preserved=5;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14C_contrastive_flat_budget_density_transfer_repair_v1__tier_b_missing_required,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14C_contrastive_flat_budget_density_transfer_repair_v1,frontier14C_contrastive_flat_budget_density_transfer_repair_v1__tier_b_missing_required,frontier14B_daily_session_opportunity_budget_proxy_scout_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),density_transfer_repair(밀도 전달 수리),density_transfer_preserved_clue_ready_for_closeout_no_authority,preserved_clue_candidate(보존 단서 후보),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14C_contrastive_flat_budget_density_transfer_repair_v1_report.md,"missing_required_no_paired_source(필수 누락, 짝 원천 없음)","same_quota_same_hold_plain_lr_subset_no_threshold_no_wfo_no_mt5_no_authority(같은 할당량/보유기간, 평범 로지스틱 부분 표본, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",Tier B paired materialization not available(티어 B 짝 물질화 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14C_contrastive_flat_budget_density_transfer_repair_v1__tier_ab_combined_missing_required,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14C_contrastive_flat_budget_density_transfer_repair_v1,frontier14C_contrastive_flat_budget_density_transfer_repair_v1__tier_ab_combined_missing_required,frontier14B_daily_session_opportunity_budget_proxy_scout_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),missing_required(필수 누락),density_transfer_repair(밀도 전달 수리),density_transfer_preserved_clue_ready_for_closeout_no_authority,preserved_clue_candidate(보존 단서 후보),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14C_contrastive_flat_budget_density_transfer_repair_v1_report.md,"missing_required_no_combined_claim(필수 누락, 합산 주장 없음)","same_quota_same_hold_plain_lr_subset_no_threshold_no_wfo_no_mt5_no_authority(같은 할당량/보유기간, 평범 로지스틱 부분 표본, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",combined record blocked by missing Tier B(티어 B 부재로 합산 기록 차단),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1__tier_a_stage_closeout,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1,frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1__tier_a_stage_closeout,frontier14C_contrastive_flat_budget_density_transfer_repair_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"stage_closeout_preserved_clue_negative_memory_not_runtime(단계 마감 보존 단서와 부정 기억, 런타임 아님)",stage_closeout(단계 마감),closed_preserved_clue_negative_memory_no_authority,preserved_clue_negative_memory(보존 단서와 부정 기억),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1_report.md,best=f14b_cash_q8_h8__flat8x_safest__lr_plain;strict=False;preserved=True;val_pf=0.709064;val_density=0.0983607;val_dd=6.75478;oos_pf=3.35673;oos_density=0.0687023;oos_dd=0.388877;worst_sub_dd=6.72419,"grok_accepted_no_wfo_no_mt5_no_authority(그록 수용, WFO/MT5/권위 없음)","grok_closeout_review_done_wfo_mt5_out_of_scope_by_claim(그록 마감 검토 완료, WFO/MT5는 주장 범위 밖)",next=frontier15A_stage_open_new_hypothesis_design_v1;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1__tier_b_missing_required,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1,frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1__tier_b_missing_required,frontier14C_contrastive_flat_budget_density_transfer_repair_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_no_authority,preserved_clue_negative_memory(보존 단서와 부정 기억),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1_report.md,"missing_required_no_paired_source(필수 누락, 짝 원천 없음)","grok_accepted_no_wfo_no_mt5_no_authority(그록 수용, WFO/MT5/권위 없음)","grok_closeout_review_done_wfo_mt5_out_of_scope_by_claim(그록 마감 검토 완료, WFO/MT5는 주장 범위 밖)",Tier B paired materialization not available(티어 B 짝 물질화 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1__tier_ab_combined_missing_required,stage_frontier_14__daily_session_opportunity_budget_onnx_scout,frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1,frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1__tier_ab_combined_missing_required,frontier14C_contrastive_flat_budget_density_transfer_repair_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_no_authority,preserved_clue_negative_memory(보존 단서와 부정 기억),stages/stage_frontier_14__daily_session_opportunity_budget_onnx_scout/03_reviews/frontier14D_stage_closeout_daily_session_opportunity_budget_onnx_scout_v1_report.md,"missing_required_no_combined_claim(필수 누락, 합산 주장 없음)","grok_accepted_no_wfo_no_mt5_no_authority(그록 수용, WFO/MT5/권위 없음)","grok_closeout_review_done_wfo_mt5_out_of_scope_by_claim(그록 마감 검토 완료, WFO/MT5는 주장 범위 밖)",combined record blocked by missing Tier B(티어 B 부재로 합산 기록 차단),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
