protocol_id,branch_id,branch_name,branch_type,failure_axes,probe_family,hypothesis,decision_use,comparison_baseline,control_variables,changed_variables,predeclared_measurements,sample_scope,success_criteria,failure_criteria,invalid_conditions,stop_conditions,evidence_plan,selection_eligible,protocol_status,claim_boundary
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,single_axis_guard,"[""cost_stress""]",cost_stress_grid,cost_stress can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",cost stress labels and measurement columns only,"base_cost, cost_plus_1, cost_plus_2, widened_spread, slippage_shock",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap","threshold, lot, stop, target, or score cutoff changes after cost result",Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__curve_noncalendar_state_holdout,run335C_b02_curve_noncalendar_state_holdout,curve_noncalendar_state_holdout,single_axis_guard,"[""curve_pocket""]",noncalendar_curve_state_holdout,curve_pocket can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",timestamp-safe state labels and holdout view only,"rolling pocket state, noncalendar state label, holdout pocket read, pocket recovery",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap","date, month, hour, or named pocket exclusion copied from prior failure",Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__direction_symmetry_no_side_drop,run335C_b03_direction_symmetry_no_side_drop,direction_symmetry_no_side_drop,single_axis_guard,"[""direction""]",direction_symmetry,direction can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",side attribution columns and symmetry checks only,"long view, short view, combined view, side balance, side-specific underwater",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap",dropping a side or side-specific threshold chosen from forward stress result,Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__drawdown_underwater_recovery_quality,run335C_b04_drawdown_underwater_recovery_quality,drawdown_underwater_recovery_quality,single_axis_guard,"[""drawdown_shape""]",drawdown_path_quality,drawdown_shape can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",path-quality measurement labels only,"worst drawdown, time underwater, recovery bars, pocket depth, recovery ratio",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap",net or PF accepted while underwater stretch fails,Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_predeclared_macro_state,run335C_b05_regime_predeclared_macro_state,regime_predeclared_macro_state,single_axis_guard,"[""regime_slice""]",macro_regime_state,regime_slice can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",predeclared regime labels and source inventory only,"session, hour, volatility, ADX, VIX, USD, rate state, month view",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap",excluding known losing regime labels after reading outcomes,Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__runtime_identity_strict_handoff,run335C_b06_runtime_identity_strict_handoff,runtime_identity_strict_handoff,runtime_guard,"[""runtime_parity""]",runtime_identity_gate,runtime_parity can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",runtime requirement manifest and parity checklist only,"feature_order_hash, ONNX_sha256, threshold_policy, handoff_manifest, MT5_report_required",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap",compile-only or Python-only parity used as runtime authority,Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cp322a_exact_blocker_control,run335C_b07_cp322a_exact_blocker_control,cp322a_exact_blocker_control,subject_boundary_guard,"[""cp322a_exact_forward_handoff_missing""]",exact_subject_boundary,cp322a_exact_forward_handoff_missing can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",subject-boundary evidence and must-reject controls only,"route_signal_coverage, subject_identity, adapter_manifest, source_authority_gate",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap",run333E bridge or non-identity evidence treated as cp322A exact continuation,Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_curve_drawdown_interaction_guard,run335C_b08_cost_curve_drawdown_interaction_guard,cost_curve_drawdown_interaction_guard,cross_axis_guard,"[""cost_stress"", ""curve_pocket"", ""drawdown_shape""]",cost_curve_drawdown_interaction,cost_stress can guide a timestamp-safe research branch without direct forward-pocket fitting. | curve_pocket can guide a timestamp-safe research branch without direct forward-pocket fitting. | drawdown_shape can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",interaction report schema and multi-axis guardrail view only,"cost stress, curve pocket, underwater stretch, interaction failure count",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap",combined failure pocket used as a direct exclusion rule,Stop or downgrade if any forbidden variable is required to improve the result. | Stop or downgrade if any forbidden variable is required to improve the result. | Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__regime_direction_interaction_guard,run335C_b09_regime_direction_interaction_guard,regime_direction_interaction_guard,cross_axis_guard,"[""regime_slice"", ""direction""]",regime_direction_interaction,regime_slice can guide a timestamp-safe research branch without direct forward-pocket fitting. | direction can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",predeclared regime-by-side attribution view only,"regime by side, direction by volatility, side balance by macro state",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap",side-specific or regime-specific threshold tuning,Stop or downgrade if any forbidden variable is required to improve the result. | Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__subject_swap_negative_control,run335C_b10_subject_swap_negative_control,subject_swap_negative_control,negative_control_guard,"[""runtime_parity"", ""cp322a_exact_forward_handoff_missing""]",subject_swap_negative_control,runtime_parity can guide a timestamp-safe research branch without direct forward-pocket fitting. | cp322a_exact_forward_handoff_missing can guide a timestamp-safe research branch without direct forward-pocket fitting.,may_influence_next_materialization_only_not_candidate_selection,run335E reviewed branch inputs; Stage334/335 failure memory; no-trade/random/shuffle/adjacent controls,"[""fixed selected subject boundary"", ""fixed threshold policy until explicitly predeclared"", ""fixed lot and risk logic"", ""fixed ATR SL/TP logic"", ""Tier A separate, Tier B separate, and Tier A+B combined reporting"", ""no runtime authority without MT5 tester report and telemetry""]",must-reject source authority control only,"subject id, source authority, identity bridge rejection, replay bridge rejection",US100 M5 Stage335 research probe design; post-2026-04-14 evidence remains research-only until runtime/data gates close,"future materialization can produce measurement inputs without threshold retuning, lot optimization, direct forward-pocket filtering, or subject swap","branch only improves through forbidden tuning, direct filters, or subject swap","identity bridge, replay bridge, or non-identity package treated as same subject",Stop or downgrade if any forbidden variable is required to improve the result. | Stop or downgrade if any forbidden variable is required to improve the result.,"[""protocol payload"", ""source binding manifest"", ""negative control probe plan"", ""stop condition probe plan"", ""paired tier measurement plan"", ""proxy expected result versus MT5 runtime probe comparison contract"", ""runtime requirement bridge when runtime is touched"", ""forbidden repair audit""]",false,designed_ready_for_materialization,research_development_only_stage335F_probe_protocol_design_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
