run_id,input_path,exists,sha256,input_role,claim_boundary
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BP/final_decision.json,True,c7fb1ba18cc4c04dcda55edce4c72c62ea559fab9b669751164d9d32ab6342d7,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BP/required_gate_coverage_audit.csv,True,e549d2d9ed3f21d928a98862e13be6b61621bd3001c20cbe9fb89e5c6395c6e8,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BP/positive_clue_register.csv,True,ce6ae8b77d4e09f0feeed2b391c7eed0b289fb694dd8ec8e22096f4ff646b051,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BP/run364BQ_broad_clean_short_share_lift_queue.csv,True,6e7f415587a4951016ce8ef68df8aae82ba9abdfc6921a92625db818550a2c80,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BO/final_decision.json,True,dcce1b5942cfc652ff055db07a4d9866c656fa0e2b74641eaf08a5ceb0874452,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BO/quality_rule_surface.csv,True,1375731a9a2fcb9f411afb1b09898ad9c27b474ddb975ffe884dbddefd73a9e9,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BO/broad_pool_negative_control.csv,True,e6f2899c83732a2ec8fff0e4c2fa18f633da5148288cefe08e5dac770dd25eaf,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BO/selected_quality_candidate.json,True,a15348c35cd9f736b6e5af21c809182c3d9b59a9b420a4017430225d8823b343,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/final_decision.json,True,1401e3c96c6a4db16098a64d05f77a8eb93db2bc26f8ef3219c876896d50fe56,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BQ_train_broad_clean_short_share_lift_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BM/short_synthetic_candidates.csv,True,c3a22c780f8a3dcd720b18b312e4ac7f5c240e33152953f41fc7e5d3fdef6563,BQ proxy scout source(BQ 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
