gate_id,status,evidence,finding,claim_boundary
parent_run337L_completed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337L/final_proxy_mt5_probe_input_materialization_decision.json,run337L completed and points to run337M,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
input_artifact_lineage_connected,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/input_artifact_lineage_review.csv,source_inputs=20,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337m_queue_inputs_exist,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/run337M_input_review_queue_review.csv,queue_rows=9,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
package_family_counts_and_boundaries,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/package_family_input_review.csv,family_rows=14,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
no_lookahead_guard_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/no_lookahead_guard_review.csv,guard_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
proxy_expected_template_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/proxy_expected_template_review.csv,subject_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
fresh_mt5_handoff_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/fresh_mt5_handoff_review.csv,handoff_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_preflight_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/mt5_probe_preflight_review.csv,preflight_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
tester_manifest_forward_boundary,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/mt5_tester_manifest_review.csv,tester_manifest_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
difference_usability_contract_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/proxy_mt5_difference_usability_review.csv,difference_usability_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
core56_source_handoff_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/core56_asof_handoff_review.csv,core56_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_curve_extractor_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/cost_direction_curve_extractor_review.csv,cost_curve_rows=5,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_source_inventory_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/regime_asof_source_inventory_review.csv,regime_rows=6,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_identity_preflight_review,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337M/runtime_identity_preflight_review.csv,runtime_rows=6,research_development_only_stage337M_proxy_mt5_input_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
