run_id,input_path,exists,sha256,availability,effect,claim_boundary
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/final_decision.json,True,4568c05cef347af421221b7bcf84fe6b625452ed54306578912cc562768d460a,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/required_gate_coverage_audit.csv,True,fbdda8525aa511f09ac46163939c7d167da68c730e6614ea40cf20acae49dc65,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/run364L_next_queue.csv,True,9894c0ac19bb7c3d519947c11d4845e7249f54ea646341429c23899cbdb9c486,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/salvage_clues.csv,True,591ede68de10bfdb4094fb202a2506c849e412e4883467e30fce2fc557f5ef78,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/failure_memory.csv,True,3a4339dc73d508ee1f3ffb864d7d3de7a01ea6e2211389364f1c7e61af0cd20a,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364K_direct_dense_m5_onnx_scout_review.md,True,e6b9459bd115cc1443fa911767935cbab46f03b3d881416008352ca51d8aba0f,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/model_input_dataset.parquet,True,c30eb033f104f0b1682964b546593e8b18125760c37ce2b945f7ab0f447ae38f,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/model_input_summary.json,True,af3745cbf1f6d62dc85a489bcda55899d882c910d62021b935e1cea8ab4d4a40,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/model_input_feature_order.txt,True,18c83876fe3c3a9f74d2a207cd236b1d746447af43108a5b554f2d54eea264cb,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,data/raw/mt5_bars/m5/US100/bars_us100_m5_mt5api_raw.csv,True,2ab1cb8214182ff9063a64c10ce4ac6a142a8bf660e2476a60842d3452c6d784,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 density lift scout(밀도 상향 탐색)를 재현 가능하게 한다.,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
