run_id,gate,status,evidence,effect,claim_boundary
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,runtime_source_support_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/runtime_source_support_audit.csv,합성 숏 원천 입력이 EA/계약에 존재한다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,metaeditor_compile_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/mt5_compile_result.json,EA 변경이 컴파일된다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,portable_sync_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/portable_ea_sync.json,Strategy Tester가 같은 EX5를 사용한다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,tester_identity_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/tester_identity_contract.csv,"US100 M5 real tick, deposit 500, leverage 1:100을 고정한다.",research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,runtime_execution_attempt_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/mt5_execution_result.json,MT5 실행 시도 또는 스킵 기록을 남긴다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,runtime_evidence_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/runtime_output_validation.json,telemetry/summary가 완성된다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,strategy_report_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/strategy_tester_report_records.json,MT5 KPI 보고서가 수집된다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,proxy_mt5_diff_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/proxy_mt5_runtime_difference.csv,proxy expected value와 MT5 KPI 차이를 기록한다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,final_claim_guard,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/claim_boundary_receipt.json,runtime authority/operating promotion/goal을 주장하지 않는다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,required_gate_coverage_audit,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/required_gate_coverage_audit.csv,필수 gate를 종료 기록에 연결한다.,research_development_runtime_repair_and_mt5_probe_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
