run_id,gate,status,evidence,effect,claim_boundary
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,input_lineage_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/input_manifest.csv,"BU 입력과 해시(hash, 해시)를 고정한다.",research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,runtime_calendar_gate_support,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/runtime_gate_support_audit.csv,12월 21시 long(롱) 억제를 런타임 파라미터로 표현한다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,metaeditor_compile_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/mt5_compile_result.json,EA(전문가 자문) 변경이 컴파일되는지 좁게 확인한다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,tester_identity_handoff_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/tester_identity_contract.csv,MT5 tester(테스터) 정체성은 고정하되 실행 KPI는 주장하지 않는다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,exact_runtime_semantic_gate,blocked,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/runtime_rule_handoff.json,synthetic short(합성 숏) 원천이 없어 정확 BS proxy(프록시)는 아직 런타임 의미가 닫히지 않았다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,mt5_execution_gate,blocked,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/external_verification_attempt.json,정확 의미 차이 때문에 Strategy Tester(전략 테스터)를 KPI 근거로 실행하지 않는다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,proxy_mt5_diff_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/proxy_mt5_diff_handoff.csv,proxy expected value(프록시 예상값)와 기존 MT5 KPI(MT5 핵심 성과 지표) 차이를 분리한다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,blocker_recovery_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/blocker_recovery_log.csv,차단 사유와 복구 조건을 정확히 남긴다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,final_claim_guard,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/claim_boundary_receipt.json,"runtime authority(런타임 권위), operating promotion(운영 승격), Goal Achieve(목표 달성)를 주장하지 않는다.",research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BU_prepare_late_year_session_gate_mt5_precheck_without_db_v1,required_gate_coverage_audit,blocked,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BU/required_gate_coverage_audit.csv,필수 gate(게이트)의 통과/차단 상태를 closeout(종료 기록)에 연결한다.,research_development_runtime_precheck_and_blocker_recovery_only_no_exact_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
