run_id,next_run_id,source_run_id,selected_candidate_id,allowed_entry_operation,trade_splitting_status,top_n_status,exact_date_filter_status,timestamp_safe_inputs,minimum_density,minimum_short_count,claim_boundary,queue_rank,candidate_id,axis_id,seed_candidate_id,h17_overlay_policy,cost_stress_policy,month_guard_policy,short_floor_policy,source_mix_policy,target_bad_month_count,success_criteria,failure_criteria,expected_effect
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1,cm01_cj09_month08_class_soft_guard,cl_axis_01_bad_month_class,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,month_of_year=08,restore_native_short_until_floor_100,native_overlay_balance_keep,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),turn August class into reusable guard(8월 클래스를 재사용 가드로 전환)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2,cm02_cj09_month12_class_soft_guard,cl_axis_02_late_year_pressure,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,month_of_year=12,restore_native_short_until_floor_100,native_overlay_balance_keep,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),turn December class into reusable guard(12월 클래스를 재사용 가드로 전환)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3,cm03_cj09_q3_q4_combo_guard,cl_axis_01_bad_month_class,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,quarter=Q3_or_Q4,restore_native_short_until_floor_100,native_overlay_balance_keep,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),generalize weak months to quarter class(약한 월을 분기 클래스로 일반화)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4,cm04_cj09_month08_12_pair_guard,cl_axis_01_bad_month_class,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,month_of_year=08_or_12,restore_native_short_until_floor_100,native_overlay_balance_keep,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),test paired month class without exact-year filter(정확 연도 필터 없이 쌍 월 클래스 시험)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,5,cm05_cj11_month12_salvage_guard,cl_axis_02_late_year_pressure,cj11_cg08_bad_overlay_month_guard_scout_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,month_of_year=12,restore_native_short_until_floor_100,native_overlay_balance_keep,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),use lower bad-month seed as package bridge(손실 월 감소 씨앗을 패키지 다리로 사용)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,6,cm06_cj11_q4_late_year_balance,cl_axis_02_late_year_pressure,cj11_cg08_bad_overlay_month_guard_scout_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,quarter=Q4,restore_native_short_until_floor_100,native_overlay_balance_keep,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),test late-year class on cj11 seed(cj11 씨앗에서 연말 클래스 시험)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,7,cm07_cj09_native_short_floor105_quality,cl_axis_04_restore_quality,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,none,restore_native_short_until_floor_105,native_short_first_quality,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),raise native short quality floor(기본 숏 품질 하한 상향)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,8,cm08_cj09_native_short_floor110_pressure,cl_axis_03_source_balance,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,none,restore_native_short_until_floor_110,native_short_first_quality,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),test whether extra native shorts improve balance(추가 기본 숏이 균형을 개선하는지 시험)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,9,cm09_cj09_synthetic_overlay_cap,cl_axis_03_source_balance,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,none,restore_native_short_until_floor_100,synthetic_overlay_cap_30_percent,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),reduce thin synthetic source risk(얇은 합성 원천 위험 감소)
run364CL_materialize_h17_bad_month_source_balance_repair_inputs_without_db_v1,run364CM_train_h17_bad_month_source_balance_repair_scout_without_db_v1,run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,preserve_or_remove_existing_entries_only(기존 진입 보존 또는 제거만),"not_used_no_added_entries(미사용, 추가 진입 없음)",forbidden(금지),forbidden(금지),source_bucket/open_hour/month_of_year/quarter/probabilities known at entry(진입 시점 원천/시간/월/분기/확률),3.0,100,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10,cm10_cj09_native_synthetic_even_mix,cl_axis_03_source_balance,cj09_cg07_native_short_cost_firewall_short_floor_rescue,inherit_selected_h17_focus,stress_delta_floor_ge_0,none,restore_native_short_until_floor_100,native_synthetic_even_short_mix,0,bad_month_count<=target;stress_delta>=0;density>=3;shorts>=100,net/PF edge disappears or exact-year filter would be required(순수익/PF 우위 소멸 또는 정확 연도 필터 필요),test balanced short source mix(균형 숏 원천 혼합 시험)
