candidate_alias,candidate_role,source_axis,guard_variant,guard_variant_id,guard_family,comparison_anchor,materialization_rule,intent,source_feature_file,feature_file,feature_sha256,source_model_file,model_file,model_sha256,common_feature_path,common_feature_sha256,common_model_path,common_model_sha256,feature_order,feature_order_hash,rows,total_signal_rows,matched_rows,blocked_signal_rows,blocked_long_signal_rows,blocked_short_signal_rows,kept_signal_rows,signal_retention,context_missing_rows
s264_aih,challenger_core,atrcomp,adx2025,atrcomp_adx20_25_noncalendar_guard,trend_strength_non_calendar,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 ADX 20-25(추세 강도 20-25) source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,run267E Monday guard(월요일 방어)와 비슷한 신호 차단 크기를 비달력 trend-strength(추세 강도) 축으로 재현할 수 있는지 확인한다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/features/s264_aih_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s264_aih/features/s264_aih_adx2025.csv,d09a73104ceab3f4022ab47b8543cd85b7897f0e63af6004e55404d1dc3733d6,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/models/s264_aih_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s264_aih/models/s264_aih_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s264_aih/features/s264_aih_adx2025.csv,d09a73104ceab3f4022ab47b8543cd85b7897f0e63af6004e55404d1dc3733d6,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s264_aih/models/s264_aih_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,11651,446,2461,86,35,51,360,0.807174887892,0
s264_aia,oos_anchor,atrcomp,adx2025,atrcomp_adx20_25_noncalendar_guard,trend_strength_non_calendar,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 ADX 20-25(추세 강도 20-25) source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,run267E Monday guard(월요일 방어)와 비슷한 신호 차단 크기를 비달력 trend-strength(추세 강도) 축으로 재현할 수 있는지 확인한다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/features/s264_aia_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s264_aia/features/s264_aia_adx2025.csv,28325ca26e56fd779258dfe1c1d01451b7551128091879c16213fa795ca15074,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/models/s264_aia_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s264_aia/models/s264_aia_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s264_aia/features/s264_aia_adx2025.csv,28325ca26e56fd779258dfe1c1d01451b7551128091879c16213fa795ca15074,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s264_aia/models/s264_aia_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,11651,446,2461,86,35,51,360,0.807174887892,0
s258_stc,stress_challenger,atrcomp,adx2025,atrcomp_adx20_25_noncalendar_guard,trend_strength_non_calendar,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 ADX 20-25(추세 강도 20-25) source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,run267E Monday guard(월요일 방어)와 비슷한 신호 차단 크기를 비달력 trend-strength(추세 강도) 축으로 재현할 수 있는지 확인한다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/features/s258_stc_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s258_stc/features/s258_stc_adx2025.csv,75fa7058f89efd93ff3dcc544cee13dd06bec71f7e0090d3bf132b2c72ea2bd3,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/models/s258_stc_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s258_stc/models/s258_stc_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s258_stc/features/s258_stc_adx2025.csv,75fa7058f89efd93ff3dcc544cee13dd06bec71f7e0090d3bf132b2c72ea2bd3,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s258_stc/models/s258_stc_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,11651,446,2461,86,35,51,360,0.807174887892,0
s264_lc,defensive_control,atrcomp,adx2025,atrcomp_adx20_25_noncalendar_guard,trend_strength_non_calendar,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 ADX 20-25(추세 강도 20-25) source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,run267E Monday guard(월요일 방어)와 비슷한 신호 차단 크기를 비달력 trend-strength(추세 강도) 축으로 재현할 수 있는지 확인한다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/features/s264_lc_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s264_lc/features/s264_lc_adx2025.csv,cf60e78f8ec61f37f1faee2d26894cd563cdf8bdc7fd0f7ebe63e75d1b9b88b8,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/models/s264_lc_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s264_lc/models/s264_lc_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s264_lc/features/s264_lc_adx2025.csv,cf60e78f8ec61f37f1faee2d26894cd563cdf8bdc7fd0f7ebe63e75d1b9b88b8,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s264_lc/models/s264_lc_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,11651,446,2461,86,35,51,360,0.807174887892,0
s262_lih,validation_heavy,atrcomp,adx2025,atrcomp_adx20_25_noncalendar_guard,trend_strength_non_calendar,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 ADX 20-25(추세 강도 20-25) source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,run267E Monday guard(월요일 방어)와 비슷한 신호 차단 크기를 비달력 trend-strength(추세 강도) 축으로 재현할 수 있는지 확인한다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/features/s262_lih_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s262_lih/features/s262_lih_adx2025.csv,67486d578a72dce828c9ea32c15f672767ecda792076a9f95744143989a6440c,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/models/s262_lih_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/adx2025/s262_lih/models/s262_lih_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s262_lih/features/s262_lih_adx2025.csv,67486d578a72dce828c9ea32c15f672767ecda792076a9f95744143989a6440c,OPV2/s267f/run267F_atrcomp_guard_robustness/adx2025/s262_lih/models/s262_lih_adx2025_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,4f64f17683b280455b32178290469759d37c1ac5c966d9c556def888cbfd04de,11651,446,2461,86,35,51,360,0.807174887892,0
s264_aih,challenger_core,atrcomp,dilowq33,atrcomp_di_low_q33_replacement_guard,directional_imbalance_replacement,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 abs(DI spread 14)(DI 차이 절대값 14)가 하위 33% 이하인 source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,ADX(추세 강도 지표) 하나에 우연히 맞은 것인지 보려고 DI spread(방향성 차이)라는 유사 의미 피처로 더 강한 stress replacement(압박 대체)를 만든다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/features/s264_aih_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s264_aih/features/s264_aih_dilowq33.csv,e16cd6d02832d9f671f404534a967b2c7ce74a8f42d15945df01a9c33bb7dc4d,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/models/s264_aih_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s264_aih/models/s264_aih_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s264_aih/features/s264_aih_dilowq33.csv,e16cd6d02832d9f671f404534a967b2c7ce74a8f42d15945df01a9c33bb7dc4d,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s264_aih/models/s264_aih_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,11651,446,3884,123,56,67,323,0.724215246637,0
s264_aia,oos_anchor,atrcomp,dilowq33,atrcomp_di_low_q33_replacement_guard,directional_imbalance_replacement,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 abs(DI spread 14)(DI 차이 절대값 14)가 하위 33% 이하인 source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,ADX(추세 강도 지표) 하나에 우연히 맞은 것인지 보려고 DI spread(방향성 차이)라는 유사 의미 피처로 더 강한 stress replacement(압박 대체)를 만든다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/features/s264_aia_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s264_aia/features/s264_aia_dilowq33.csv,329afbce4bc377a86d743ac2f676f07dd73045a5c6e7fde9230774993e93cf71,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/models/s264_aia_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s264_aia/models/s264_aia_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s264_aia/features/s264_aia_dilowq33.csv,329afbce4bc377a86d743ac2f676f07dd73045a5c6e7fde9230774993e93cf71,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s264_aia/models/s264_aia_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,11651,446,3884,123,56,67,323,0.724215246637,0
s258_stc,stress_challenger,atrcomp,dilowq33,atrcomp_di_low_q33_replacement_guard,directional_imbalance_replacement,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 abs(DI spread 14)(DI 차이 절대값 14)가 하위 33% 이하인 source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,ADX(추세 강도 지표) 하나에 우연히 맞은 것인지 보려고 DI spread(방향성 차이)라는 유사 의미 피처로 더 강한 stress replacement(압박 대체)를 만든다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/features/s258_stc_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s258_stc/features/s258_stc_dilowq33.csv,866150266ace9fc03a032377f815ca22143cece8cb3fdd5cbb5d880a52a9f35c,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/models/s258_stc_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s258_stc/models/s258_stc_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s258_stc/features/s258_stc_dilowq33.csv,866150266ace9fc03a032377f815ca22143cece8cb3fdd5cbb5d880a52a9f35c,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s258_stc/models/s258_stc_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,11651,446,3884,123,56,67,323,0.724215246637,0
s264_lc,defensive_control,atrcomp,dilowq33,atrcomp_di_low_q33_replacement_guard,directional_imbalance_replacement,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 abs(DI spread 14)(DI 차이 절대값 14)가 하위 33% 이하인 source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,ADX(추세 강도 지표) 하나에 우연히 맞은 것인지 보려고 DI spread(방향성 차이)라는 유사 의미 피처로 더 강한 stress replacement(압박 대체)를 만든다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/features/s264_lc_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s264_lc/features/s264_lc_dilowq33.csv,7127b4c1a8ae070048adcff3d63742077956231478d76fbb5452c7faf35357e4,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/models/s264_lc_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s264_lc/models/s264_lc_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s264_lc/features/s264_lc_dilowq33.csv,7127b4c1a8ae070048adcff3d63742077956231478d76fbb5452c7faf35357e4,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s264_lc/models/s264_lc_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,11651,446,3884,123,56,67,323,0.724215246637,0
s262_lih,validation_heavy,atrcomp,dilowq33,atrcomp_di_low_q33_replacement_guard,directional_imbalance_replacement,run267E_atrcomp_monday_guard,entry signal(진입 신호)을 abs(DI spread 14)(DI 차이 절대값 14)가 하위 33% 이하인 source context(원천 문맥)에서만 flat(무거래)으로 바꾼다.,ADX(추세 강도 지표) 하나에 우연히 맞은 것인지 보려고 DI spread(방향성 차이)라는 유사 의미 피처로 더 강한 stress replacement(압박 대체)를 만든다.,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/features/s262_lih_atrcomp.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s262_lih/features/s262_lih_dilowq33.csv,fbeef37fe38d1f3c2936892e09c5bf8a5b965b27dddceede00a744e77d3cf091,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/models/s262_lih_atrcomp_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267F/atrcomp_guard_robustness/dilowq33/s262_lih/models/s262_lih_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s262_lih/features/s262_lih_dilowq33.csv,fbeef37fe38d1f3c2936892e09c5bf8a5b965b27dddceede00a744e77d3cf091,OPV2/s267f/run267F_atrcomp_guard_robustness/dilowq33/s262_lih/models/s262_lih_dilowq33_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,4f64f17683b280455b32178290469759d37c1ac5c966d9c556def888cbfd04de,11651,446,3884,123,56,67,323,0.724215246637,0
