run_id,input_path,exists,sha256,source_run_id,effect(효과),claim_boundary(주장 경계)
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364U/final_decision.json,True,39c59758b742dc59f0c2658abe9a52b17896c7f4b3455679892696252cc29d40,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364U/required_gate_coverage_audit.csv,True,1049454e1999203065b5672be3d12d995a6767ccff0123c5580bced9eb2897c6,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364U/run364V_training_queue.csv,True,af00c56c83663a12124fdc59188b53d62e86d40fb1e92864edeb3107f8ebb5da,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364U/density_repair_candidate_table.csv,True,7a57fbb93ffd59ffecbd76b8afda4a1addfc061f97995957be191f917f63f412,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364U/short_router_candidate_table.csv,True,f9c181b6aab6b3c630de7d0517ee31ee6069ddb49357568182101e1d9b3abdd5,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364U/repair_training_seed_table.csv,True,800cc60273048e047563de10421d50dba0daa868b7bd79486b2f5cc22e16c7cb,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364U/session_regime_density_gap.csv,True,19c0a07beeb1208dd03bf9fabfc9c77c9666bd3b5f80502b959e6639ea24eb2f,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364U_density_side_balance_repair_inputs.md,True,072f7eff44275645fba393b186061b0f9be1a0dbf648e25d4dd118dfa9fb5f3a,run364U_materialize_density_side_balance_repair_inputs_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/expected_tapes/adx_side_filter_expected_probability_tape.csv,True,8fd53a43e2ba3cd8ac24605509f7cf97da6aa81256feaffb9be3b43a229bfc45,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/expected_tapes/adx_side_filter_expected_trade_tape.csv,True,88e48ece5ddcb24b8253778f3f74b8fce02c167582db4587d772ff05a3a1d530,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,input identity(입력 정체성)를 고정해 threshold scout(임계값 탐색)와 shadow ONNX(그림자 온엑스)를 재현한다.,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
