run_id,gate,status,evidence,effect,claim_boundary
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,scope_completion_gate(범위 완료 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/final_decision.json,run364AQ review(364AQ 검토)를 완료했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,input_parent_gate(부모 입력 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/input_manifest.csv,run364AP 산출물을 확인했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,package_gate_audit(패키지 게이트 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/package_gate_audit.csv,strict package(엄격 패키지)가 없음을 기록했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,failure_memory_gate(실패 기억 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/failure_memory.csv,실패를 다음 제약으로 전환했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,positive_clue_gate(긍정 단서 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/positive_clues.csv,threshold edge(임계값 경계) 단서를 보존했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,next_queue_gate(다음 대기열 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/run364AR_materialization_queue.csv,run364AR 대기열을 만들었다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,data_integrity_audit(데이터 무결성 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/data_integrity_receipt.json,timestamp-safe(시점 안전) 경계를 기록했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,performance_attribution_gate(성과 귀속 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/performance_attribution_receipt.json,PF/DD 개선과 밀도 실패 원인을 분리했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,result_judgment_gate(결과 판정 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/result_judgment_receipt.json,"패키지 부정, 씨앗 긍정으로 판정했다.",research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,artifact_lineage_audit(산출물 계보 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/artifact_lineage_receipt.json,입력/출력 hash(해시)를 연결했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,claim_boundary_audit(주장 경계 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/claim_boundary_receipt.json,운영 승격을 주장하지 않았다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,required_gate_coverage_audit(필수 게이트 커버리지 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AQ/required_gate_coverage_audit.csv,필수 gate(게이트)를 종료 기록에 연결했다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
