bar_time_server,stage56_context_et_event_signal,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_high_quarter,stage267bs_impulse_replacement_score
2025.07.01 16:35:00,-1,0,0.0,0.4
2025.07.01 16:40:00,0,0,0.0,0.0
2025.07.01 16:45:00,0,0,0.0,0.0
2025.07.01 16:50:00,0,0,0.0,0.0
2025.07.01 16:55:00,0,0,0.0,0.0
2025.07.01 17:00:00,0,0,0.0,0.0
2025.07.01 17:05:00,0,0,0.0,0.0
2025.07.01 17:10:00,0,0,0.0,0.0
2025.07.01 17:15:00,0,0,0.0,0.0
2025.07.01 17:20:00,0,0,0.0,0.0
2025.07.01 17:25:00,0,0,0.0,0.0
2025.07.01 17:30:00,0,0,0.0,0.0
2025.07.01 17:35:00,0,0,0.0,0.0
2025.07.01 17:40:00,0,0,0.0,0.0
2025.07.01 17:45:00,0,0,0.0,0.0
2025.07.01 17:50:00,-1,0,0.0,0.4
2025.07.01 17:55:00,0,0,0.0,0.0
2025.07.01 18:00:00,0,1,0.0,0.11666666666666665
2025.07.01 18:05:00,0,1,0.0,0.11666666666666665
2025.07.01 18:10:00,0,2,0.0,0.2333333333333333
2025.07.01 18:15:00,0,2,0.0,0.2333333333333333
2025.07.01 18:20:00,0,1,0.0,0.11666666666666665
2025.07.01 18:25:00,0,1,0.0,0.11666666666666665
2025.07.01 18:30:00,0,0,0.0,0.0
2025.07.01 18:35:00,0,0,0.0,0.0
2025.07.01 18:40:00,0,1,0.0,0.11666666666666665
2025.07.01 18:45:00,0,1,0.0,0.11666666666666665
2025.07.01 18:50:00,0,0,0.0,0.0
2025.07.01 18:55:00,0,1,0.0,0.11666666666666665
2025.07.01 19:00:00,0,0,0.0,0.0
2025.07.01 19:05:00,0,0,0.0,0.0
2025.07.01 19:10:00,0,0,0.0,0.0
2025.07.01 19:15:00,0,0,0.0,0.0
2025.07.01 19:20:00,0,0,0.0,0.0
2025.07.01 19:25:00,0,0,0.0,0.0
2025.07.01 19:30:00,0,0,0.0,0.0
2025.07.01 19:35:00,0,0,0.0,0.0
2025.07.01 19:40:00,0,0,0.0,0.0
2025.07.01 19:45:00,0,0,0.0,0.0
2025.07.01 19:50:00,0,0,0.0,0.0
2025.07.01 19:55:00,0,0,0.0,0.0
2025.07.01 20:00:00,0,0,0.0,0.0
2025.07.01 20:05:00,0,0,0.0,0.0
2025.07.01 20:10:00,0,0,0.0,0.0
2025.07.01 20:15:00,0,0,0.0,0.0
2025.07.01 20:45:00,0,0,0.0,0.0
2025.07.01 20:50:00,0,0,0.0,0.0
2025.07.01 20:55:00,0,0,0.0,0.0
2025.07.01 21:00:00,0,0,0.0,0.0
2025.07.01 21:05:00,0,0,0.0,0.0
2025.07.01 21:20:00,0,0,0.0,0.0
2025.07.01 21:25:00,0,0,0.0,0.0
2025.07.01 21:30:00,0,0,0.0,0.0
2025.07.01 21:35:00,0,0,0.0,0.0
2025.07.01 22:00:00,0,0,0.0,0.0
2025.07.02 16:35:00,0,0,0.0,0.0
2025.07.02 16:40:00,0,0,0.0,0.0
2025.07.02 16:45:00,0,0,0.0,0.0
2025.07.02 16:50:00,0,0,0.0,0.0
2025.07.02 16:55:00,0,0,0.0,0.0
2025.07.02 17:00:00,0,0,0.0,0.0
2025.07.02 17:05:00,0,0,0.0,0.0
2025.07.02 17:10:00,0,0,0.0,0.0
2025.07.02 17:15:00,1,0,0.0,0.4
2025.07.02 17:25:00,0,0,0.0,0.0
2025.07.02 17:35:00,0,0,0.0,0.0
2025.07.02 17:40:00,0,0,0.0,0.0
2025.07.02 17:45:00,0,0,0.0,0.0
2025.07.02 17:50:00,0,0,0.0,0.0
2025.07.02 17:55:00,0,0,0.0,0.0
2025.07.02 18:00:00,0,0,0.0,0.0
2025.07.02 18:05:00,0,0,0.0,0.0
2025.07.02 18:15:00,0,0,0.0,0.0
2025.07.02 18:30:00,0,0,0.0,0.0
2025.07.02 18:35:00,0,0,0.0,0.0
2025.07.02 19:00:00,0,0,0.0,0.0
2025.07.02 19:05:00,0,0,0.0,0.0
2025.07.02 19:30:00,0,0,0.0,0.0
2025.07.02 19:35:00,0,0,0.0,0.0
2025.07.02 19:55:00,0,0,0.0,0.0
2025.07.02 20:00:00,0,0,0.0,0.0
2025.07.02 20:05:00,0,0,0.0,0.0
2025.07.02 20:25:00,0,0,0.0,0.0
2025.07.02 20:45:00,0,0,0.0,0.0
2025.07.02 20:50:00,0,0,0.0,0.0
2025.07.02 20:55:00,0,0,0.0,0.0
2025.07.02 21:00:00,0,0,0.0,0.0
2025.07.02 21:05:00,0,0,0.0,0.0
2025.07.02 21:10:00,0,0,0.0,0.0
2025.07.02 21:15:00,0,0,0.0,0.0
2025.07.02 21:30:00,0,0,0.0,0.0
2025.07.02 21:45:00,0,0,0.0,0.0
2025.07.02 22:00:00,0,0,0.0,0.0
2025.07.07 16:35:00,-1,0,0.0,0.4
2025.07.07 16:40:00,0,0,0.0,0.0
2025.07.07 16:45:00,0,0,0.0,0.0
2025.07.07 16:50:00,0,0,0.0,0.0
2025.07.07 16:55:00,0,0,0.0,0.0
2025.07.07 17:05:00,0,0,0.0,0.0
2025.07.07 17:10:00,0,0,0.0,0.0
2025.07.07 17:15:00,0,0,0.0,0.0
2025.07.07 17:20:00,0,0,0.0,0.0
2025.07.07 17:25:00,0,0,0.0,0.0
2025.07.07 17:30:00,0,0,0.0,0.0
2025.07.07 17:35:00,0,0,0.0,0.0
2025.07.07 17:40:00,0,0,0.0,0.0
2025.07.07 17:50:00,0,0,0.0,0.0
2025.07.07 17:55:00,0,0,0.0,0.0
2025.07.07 18:00:00,0,0,0.0,0.0
2025.07.07 18:05:00,0,0,0.0,0.0
2025.07.07 18:10:00,0,0,0.0,0.0
2025.07.07 18:20:00,0,0,0.0,0.0
2025.07.07 18:25:00,0,0,0.0,0.0
2025.07.07 18:30:00,0,0,0.0,0.0
2025.07.07 18:35:00,0,0,0.0,0.0
2025.07.07 18:40:00,0,0,0.0,0.0
2025.07.07 18:45:00,0,0,0.0,0.0
2025.07.07 18:50:00,0,0,0.0,0.0
2025.07.07 18:55:00,0,0,0.0,0.0
2025.07.07 19:05:00,0,0,0.0,0.0
2025.07.07 19:10:00,0,0,0.0,0.0
2025.07.07 19:20:00,0,0,0.0,0.0
2025.07.07 19:25:00,0,0,0.0,0.0
2025.07.07 19:30:00,0,0,0.0,0.0
2025.07.07 19:35:00,0,0,0.0,0.0
2025.07.07 19:40:00,0,0,0.0,0.0
2025.07.07 19:45:00,0,0,0.0,0.0
2025.07.07 19:50:00,0,0,0.0,0.0
2025.07.07 19:55:00,0,0,0.0,0.0
2025.07.07 20:00:00,0,0,0.0,0.0
2025.07.07 20:05:00,0,0,0.0,0.0
2025.07.07 20:10:00,0,0,0.0,0.0
2025.07.07 20:15:00,0,0,0.0,0.0
2025.07.07 20:20:00,0,0,0.0,0.0
2025.07.07 20:30:00,0,0,0.0,0.0
2025.07.07 20:35:00,0,0,0.0,0.0
2025.07.07 20:40:00,0,0,0.0,0.0
2025.07.07 20:45:00,0,0,0.0,0.0
2025.07.07 20:50:00,0,0,0.0,0.0
2025.07.07 20:55:00,0,0,0.0,0.0
2025.07.07 21:00:00,0,0,0.0,0.0
2025.07.07 21:05:00,0,0,0.0,0.0
2025.07.07 21:10:00,0,0,0.0,0.0
2025.07.07 21:15:00,0,0,0.0,0.0
2025.07.07 21:20:00,0,0,0.0,0.0
2025.07.07 21:25:00,0,0,0.0,0.0
2025.07.07 21:30:00,0,0,0.0,0.0
2025.07.07 21:35:00,1,0,0.0,0.4
2025.07.07 21:40:00,0,0,0.0,0.0
2025.07.07 21:50:00,0,0,0.0,0.0
2025.07.07 22:00:00,0,0,0.0,0.0
2025.07.08 16:35:00,-1,0,0.0,0.4
2025.07.08 16:40:00,0,0,0.0,0.0
2025.07.08 16:45:00,0,0,0.0,0.0
2025.07.08 16:50:00,0,0,0.0,0.0
2025.07.08 16:55:00,0,0,0.0,0.0
2025.07.08 17:00:00,0,0,0.0,0.0
2025.07.08 17:05:00,0,0,0.0,0.0
2025.07.08 17:10:00,0,0,0.0,0.0
2025.07.08 17:20:00,0,0,0.0,0.0
2025.07.08 17:25:00,0,0,0.0,0.0
2025.07.08 17:30:00,0,0,0.0,0.0
2025.07.08 17:35:00,0,0,0.0,0.0
2025.07.08 17:45:00,0,0,0.0,0.0
2025.07.08 17:50:00,0,0,0.0,0.0
2025.07.08 17:55:00,0,0,0.0,0.0
2025.07.08 18:00:00,0,0,0.0,0.0
2025.07.08 18:10:00,0,0,0.0,0.0
2025.07.08 18:25:00,0,0,0.0,0.0
2025.07.08 18:30:00,0,0,0.0,0.0
2025.07.08 18:35:00,0,0,0.0,0.0
2025.07.08 18:40:00,0,0,0.0,0.0
2025.07.08 18:50:00,0,0,0.0,0.0
2025.07.08 19:05:00,0,0,0.0,0.0
2025.07.08 19:15:00,0,0,0.0,0.0
2025.07.08 19:25:00,0,0,0.0,0.0
2025.07.08 19:30:00,0,0,0.0,0.0
2025.07.08 19:35:00,0,0,0.0,0.0
2025.07.08 19:40:00,0,0,0.0,0.0
2025.07.08 19:45:00,0,0,0.0,0.0
2025.07.08 19:50:00,0,0,0.0,0.0
2025.07.08 19:55:00,0,0,0.0,0.0
2025.07.08 20:00:00,0,0,0.0,0.0
2025.07.08 20:10:00,0,0,0.0,0.0
2025.07.08 20:20:00,0,0,0.0,0.0
2025.07.08 20:25:00,0,0,0.0,0.0
2025.07.08 20:30:00,0,0,0.0,0.0
2025.07.08 20:35:00,0,0,0.0,0.0
2025.07.08 20:40:00,0,0,0.0,0.0
2025.07.08 20:45:00,0,0,0.0,0.0
2025.07.08 20:50:00,0,0,0.0,0.0
2025.07.08 20:55:00,0,0,0.0,0.0
2025.07.08 21:10:00,0,0,0.0,0.0
2025.07.08 21:20:00,0,0,0.0,0.0
2025.07.08 21:30:00,0,0,0.0,0.0
2025.07.08 22:00:00,0,0,0.0,0.0
2025.07.09 16:35:00,0,1,0.0,0.11666666666666665
2025.07.09 16:40:00,0,0,0.0,0.0
2025.07.09 16:45:00,0,0,0.0,0.0
2025.07.09 16:50:00,0,1,0.0,0.11666666666666665
2025.07.09 17:00:00,0,0,0.0,0.0
2025.07.09 17:10:00,0,0,0.0,0.0
2025.07.09 17:15:00,0,0,0.0,0.0
2025.07.09 17:20:00,0,0,0.0,0.0
2025.07.09 17:25:00,0,0,0.0,0.0
2025.07.09 17:30:00,0,0,0.0,0.0
2025.07.09 17:35:00,0,0,0.0,0.0
2025.07.09 17:40:00,0,0,0.0,0.0
2025.07.09 17:45:00,0,0,0.0,0.0
2025.07.09 17:50:00,-1,0,0.0,0.4
2025.07.09 17:55:00,0,0,0.0,0.0
2025.07.09 18:00:00,0,0,0.0,0.0
2025.07.09 18:05:00,0,1,0.0,0.11666666666666665
2025.07.09 18:10:00,0,0,0.0,0.0
2025.07.09 18:15:00,0,0,0.0,0.0
2025.07.09 18:20:00,0,0,0.0,0.0
2025.07.09 18:25:00,0,0,0.0,0.0
2025.07.09 18:30:00,0,0,0.0,0.0
2025.07.09 18:35:00,0,0,0.0,0.0
2025.07.09 18:40:00,0,0,0.0,0.0
2025.07.09 18:50:00,0,0,0.0,0.0
2025.07.09 18:55:00,0,0,0.0,0.0
2025.07.09 19:05:00,0,0,0.0,0.0
2025.07.09 19:10:00,0,0,0.0,0.0
2025.07.09 19:15:00,0,0,0.0,0.0
2025.07.09 19:25:00,0,0,0.0,0.0
2025.07.09 19:45:00,0,0,0.0,0.0
2025.07.09 20:00:00,0,0,0.0,0.0
2025.07.09 20:05:00,0,0,0.0,0.0
2025.07.09 20:15:00,0,0,0.0,0.0
2025.07.09 20:20:00,0,0,0.0,0.0
2025.07.09 20:25:00,0,0,0.0,0.0
2025.07.09 20:35:00,0,0,0.0,0.0
2025.07.09 20:55:00,0,0,0.0,0.0
2025.07.09 21:05:00,0,0,0.0,0.0
2025.07.09 21:15:00,0,0,0.0,0.0
2025.07.09 21:20:00,0,0,0.0,0.0
2025.07.09 21:25:00,0,0,0.0,0.0
2025.07.09 22:00:00,0,0,0.0,0.0
2025.07.10 16:35:00,-1,0,1.0,0.525
2025.07.10 16:40:00,0,0,0.0,0.0
2025.07.10 16:45:00,0,0,0.0,0.0
2025.07.10 16:50:00,0,0,0.0,0.0
2025.07.10 16:55:00,0,1,0.0,0.11666666666666665
2025.07.10 17:00:00,0,2,0.0,0.2333333333333333
2025.07.10 17:05:00,0,2,0.0,0.2333333333333333
2025.07.10 17:10:00,0,2,0.0,0.2333333333333333
2025.07.10 17:15:00,0,1,0.0,0.11666666666666665
2025.07.10 17:20:00,0,1,0.0,0.11666666666666665
2025.07.10 17:25:00,0,1,0.0,0.11666666666666665
2025.07.10 17:35:00,0,0,0.0,0.0
2025.07.10 17:40:00,0,0,0.0,0.0
2025.07.10 17:45:00,0,0,0.0,0.0
2025.07.10 17:55:00,0,0,0.0,0.0
2025.07.10 18:05:00,0,0,0.0,0.0
2025.07.10 18:35:00,0,0,0.0,0.0
2025.07.10 18:55:00,0,0,0.0,0.0
2025.07.10 19:10:00,0,0,0.0,0.0
2025.07.10 19:25:00,0,0,0.0,0.0
2025.07.10 19:55:00,0,0,0.0,0.0
2025.07.10 20:15:00,0,0,0.0,0.0
2025.07.10 20:20:00,0,0,0.0,0.0
2025.07.10 20:50:00,0,0,0.0,0.0
2025.07.10 20:55:00,0,0,0.0,0.0
2025.07.10 21:35:00,0,0,0.0,0.0
2025.07.10 22:00:00,0,0,0.0,0.0
2025.07.11 16:35:00,-1,2,0.0,0.6333333333333333
2025.07.11 16:40:00,0,1,0.0,0.11666666666666665
2025.07.11 16:45:00,0,1,0.0,0.11666666666666665
2025.07.11 16:50:00,0,1,0.0,0.11666666666666665
2025.07.11 16:55:00,0,1,0.0,0.11666666666666665
2025.07.11 17:00:00,0,1,0.0,0.11666666666666665
2025.07.11 17:05:00,0,0,0.0,0.0
2025.07.11 17:10:00,0,0,0.0,0.0
2025.07.11 17:15:00,0,0,0.0,0.0
2025.07.11 17:20:00,0,0,0.0,0.0
2025.07.11 17:25:00,0,0,0.0,0.0
2025.07.11 17:30:00,0,0,0.0,0.0
2025.07.11 17:40:00,0,0,0.0,0.0
2025.07.11 17:45:00,0,0,0.0,0.0
2025.07.11 17:50:00,0,0,0.0,0.0
