stage_id,run_id,parent_run_id,run_date,date,status,judgment,decision,next_run_id,primary_artifact,path,report_path,primary_report,gate_passes,gate_total,claim_boundary,scoreboard_lane,lane,family,run_number,notes,source_package_run_id,rows,attempt_count,feature_count,candidate_model_id,ledger_row_id,subrun_id,view,record_view,tier,tier_scope,metric_scope,kpi_scope,primary_kpi,guardrail_kpi,external_verification_status,result_status,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,matched_rows,sample_rows,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,long_trade_count,short_trade_count,final_decision_path,created_at
349_onnx_short_carry_runtime__execute_mt5_probe,run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,2026-06-01,2026-06-01,completed_stage349A_branch_from_stage348_onnx_short_carry_runtime_probe_opened_no_selection,stage_branch_completed_stage348_overweight_package_handoff_to_stage349_runtime_probe_no_operating_claim,stage349A_open_run349B_execute_onnx_deployable_short_carry_mt5_probe,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349A/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,11,11,state_sync_stage_branch_onnx_short_carry_runtime_probe_handoff_only_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,state_sync_stage_branch(상태 동기화 단계 분기),state_sync_stage_branch(상태 동기화 단계 분기),state_sync(상태 동기화),run349A,User requested a stage branch because Stage348 became heavy(사용자가 348단계가 무거워져 단계 분기를 요청함).,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,23308,4,53,none(없음),run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A separate(Tier A 분리),Tier A,Tier A,stage_branch_handoff_run348C_onnx_short_carry_runtime_package,stage_branch_handoff_run348C_onnx_short_carry_runtime_package,attempts=4;expected_rows=23308;feature_count=53,feature_contract=53_vs_58;missing_mt5_contract_features=5;cash_open_partial_mapping_attempts=2;trade_per_day_min_3_to_10_plus_no_trade_splitting;no_mt5_execution,out_of_scope_by_claim(주장 범위 밖),"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,,,,,5827,,,,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,2026-06-01,2026-06-01,completed_stage349A_branch_from_stage348_onnx_short_carry_runtime_probe_opened_no_selection,stage_branch_completed_stage348_overweight_package_handoff_to_stage349_runtime_probe_no_operating_claim,stage349A_open_run349B_execute_onnx_deployable_short_carry_mt5_probe,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349A/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,11,11,state_sync_stage_branch_onnx_short_carry_runtime_probe_handoff_only_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,state_sync_stage_branch(상태 동기화 단계 분기),state_sync_stage_branch(상태 동기화 단계 분기),state_sync(상태 동기화),run349A,User requested a stage branch because Stage348 became heavy(사용자가 348단계가 무거워져 단계 분기를 요청함).,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,,,,none(없음),run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B separate(Tier B 분리),Tier B,Tier B,missing_required,missing_required,missing_required(필수 누락),missing_required(필수 누락),missing_required(필수 누락),missing_required(필수 누락),,,,,,,,,,,,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,2026-06-01,2026-06-01,completed_stage349A_branch_from_stage348_onnx_short_carry_runtime_probe_opened_no_selection,stage_branch_completed_stage348_overweight_package_handoff_to_stage349_runtime_probe_no_operating_claim,stage349A_open_run349B_execute_onnx_deployable_short_carry_mt5_probe,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349A/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349A_stage_branch.md,11,11,state_sync_stage_branch_onnx_short_carry_runtime_probe_handoff_only_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,state_sync_stage_branch(상태 동기화 단계 분기),state_sync_stage_branch(상태 동기화 단계 분기),state_sync(상태 동기화),run349A,User requested a stage branch because Stage348 became heavy(사용자가 348단계가 무거워져 단계 분기를 요청함).,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,23308,4,53,none(없음),run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B combined(Tier A+B 합산),Tier A+B,Tier A+B,same_as_tier_a_until_tier_b_available,same_as_tier_a_until_tier_b_available,attempts=4;expected_rows=23308;feature_count=53,Tier B missing_required(Tier B 필수 누락);feature_contract=53_vs_58;no_mt5_execution,out_of_scope_by_claim(주장 범위 밖),same_as_tier_a_until_tier_b_available,,,,,,,,5827,,,,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1,2026-06-01,2026-06-01,completed_stage349B_onnx_short_carry_mt5_probe_executed_review_required_no_selection,mt5_onnx_short_carry_probe_outputs_available_proxy_diff_and_trade_density_review_required_no_selection,stage349B_open_run349C_review_onnx_short_carry_mt5_probe,run349C_review_onnx_short_carry_mt5_probe_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349B/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,10,10,research_development_onnx_short_carry_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,runtime_probe(MT5 런타임 탐침),runtime_probe(MT5 런타임 탐침),runtime_backtest(MT5 런타임/백테스트 실행),run349B,"ONNX short-carry runtime probe(온엑스 숏 기여 런타임 탐침), review required(검토 필요).",run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,23308,4,53,stage348C_c03_xtrees_cashopen_q95q90,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A separate(Tier A 분리),Tier A,Tier A,mt5_runtime_probe,mt5_runtime_probe,net_profit=-197.95;pf=0.89;trades=451;density=4.254716981132075,drawdown=478.27;long_short=2/449;trade_density=meets_min_3_to_10_band(최소 3~10 구간 충족),completed(완료),mt5_onnx_short_carry_probe_outputs_available_proxy_diff_and_trade_density_review_required_no_selection,-197.95,0.89,-0.44,478.27,-0.41,451,6904,,4.25471698113,meets_min_3_to_10_band(최소 3~10 구간 충족),,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1,2026-06-01,2026-06-01,completed_stage349B_onnx_short_carry_mt5_probe_executed_review_required_no_selection,mt5_onnx_short_carry_probe_outputs_available_proxy_diff_and_trade_density_review_required_no_selection,stage349B_open_run349C_review_onnx_short_carry_mt5_probe,run349C_review_onnx_short_carry_mt5_probe_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349B/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,10,10,research_development_onnx_short_carry_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,runtime_probe(MT5 런타임 탐침),runtime_probe(MT5 런타임 탐침),runtime_backtest(MT5 런타임/백테스트 실행),run349B,Tier B(티어 B)는 이번 runtime probe(런타임 탐침)에 없으므로 missing_required(필수 누락)로 남긴다.,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,23308,4,53,stage348C_c03_xtrees_cashopen_q95q90,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B separate(Tier B 분리),Tier B,Tier B,missing_required,missing_required,missing_required(필수 누락),missing_required(필수 누락),missing_required(필수 누락),missing_required(필수 누락),,,,,,,,,,missing_required(필수 누락),,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,run349A_branch_stage348_to_onnx_short_carry_runtime_probe_without_db_v1,2026-06-01,2026-06-01,completed_stage349B_onnx_short_carry_mt5_probe_executed_review_required_no_selection,mt5_onnx_short_carry_probe_outputs_available_proxy_diff_and_trade_density_review_required_no_selection,stage349B_open_run349C_review_onnx_short_carry_mt5_probe,run349C_review_onnx_short_carry_mt5_probe_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349B/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349B_onnx_short_carry_mt5_probe.md,10,10,research_development_onnx_short_carry_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,runtime_probe(MT5 런타임 탐침),runtime_probe(MT5 런타임 탐침),runtime_backtest(MT5 런타임/백테스트 실행),run349B,"ONNX short-carry runtime probe(온엑스 숏 기여 런타임 탐침), review required(검토 필요).",run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,23308,4,53,stage348C_c03_xtrees_cashopen_q95q90,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B combined(Tier A+B 합산),Tier A+B,Tier A+B,same_as_tier_a_until_tier_b_available,same_as_tier_a_until_tier_b_available,,,completed(완료),same_as_tier_a_until_tier_b_available,-197.95,0.89,-0.44,478.27,-0.41,451,6904,,4.25471698113,meets_min_3_to_10_band(최소 3~10 구간 충족),,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349C_review_onnx_short_carry_mt5_probe_without_db_v1,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,2026-06-01,2026-06-01,reviewed_stage349C_onnx_short_carry_mt5_probe_negative_runtime_parity_repair_required_no_selection,negative_runtime_probe_trade_density_partial_but_loss_and_mt5_onnx_probability_mismatch_repair_required,stage349C_open_run349D_test_onnx_no_conversion_runtime_parity_diagnostic,run349D_test_onnx_no_conversion_runtime_parity_diagnostic_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349C/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,9,9,research_development_onnx_short_carry_mt5_probe_review_negative_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,runtime_probe_review(런타임 탐침 검토),runtime_probe_review(런타임 탐침 검토),kpi_evidence(KPI/근거),run349C,Reviewed run349B as negative runtime probe; opened no-conversion diagnostic(349B를 부정 런타임 탐침으로 검토하고 no-conversion 진단을 열었음).,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,,4,,none(없음),run349C_review_onnx_short_carry_mt5_probe_without_db_v1__Tier A,Tier A,Tier A separate(Tier A 분리),Tier A separate(Tier A 분리),Tier A,Tier A,mt5_runtime_probe_review,mt5_runtime_probe_review,net_profit=-197.95;pf=0.89;trades=451,py_expected_diff=2.159295790449267e-06;py_mt5_diff=1.0,completed(완료),negative(부정),-197.95,0.89,-0.44,478.27,-0.41,451,6904,,4.25471698113,meets_min_3_to_10_band(최소 3~10 구간 충족),,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349C_review_onnx_short_carry_mt5_probe_without_db_v1,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,2026-06-01,2026-06-01,reviewed_stage349C_onnx_short_carry_mt5_probe_negative_runtime_parity_repair_required_no_selection,negative_runtime_probe_trade_density_partial_but_loss_and_mt5_onnx_probability_mismatch_repair_required,stage349C_open_run349D_test_onnx_no_conversion_runtime_parity_diagnostic,run349D_test_onnx_no_conversion_runtime_parity_diagnostic_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349C/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,9,9,research_development_onnx_short_carry_mt5_probe_review_negative_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,runtime_probe_review(런타임 탐침 검토),runtime_probe_review(런타임 탐침 검토),kpi_evidence(KPI/근거),run349C,Reviewed run349B as negative runtime probe; opened no-conversion diagnostic(349B를 부정 런타임 탐침으로 검토하고 no-conversion 진단을 열었음).,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,,,,none(없음),run349C_review_onnx_short_carry_mt5_probe_without_db_v1__Tier B,Tier B,Tier B separate(Tier B 분리),Tier B separate(Tier B 분리),Tier B,Tier B,missing_required,missing_required,missing_required(필수 누락),missing_required(필수 누락),completed(완료),missing_required(필수 누락),,,,,,,,,,,,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349C_review_onnx_short_carry_mt5_probe_without_db_v1,run349B_execute_onnx_deployable_short_carry_mt5_probe_without_db_v1,2026-06-01,2026-06-01,reviewed_stage349C_onnx_short_carry_mt5_probe_negative_runtime_parity_repair_required_no_selection,negative_runtime_probe_trade_density_partial_but_loss_and_mt5_onnx_probability_mismatch_repair_required,stage349C_open_run349D_test_onnx_no_conversion_runtime_parity_diagnostic,run349D_test_onnx_no_conversion_runtime_parity_diagnostic_without_db_v1,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349C/final_decision.json,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349C_onnx_short_carry_mt5_probe_review.md,9,9,research_development_onnx_short_carry_mt5_probe_review_negative_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,runtime_probe_review(런타임 탐침 검토),runtime_probe_review(런타임 탐침 검토),kpi_evidence(KPI/근거),run349C,Reviewed run349B as negative runtime probe; opened no-conversion diagnostic(349B를 부정 런타임 탐침으로 검토하고 no-conversion 진단을 열었음).,run348C_materialize_onnx_deployable_short_carry_probe_package_without_db_v1,,4,,none(없음),run349C_review_onnx_short_carry_mt5_probe_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B combined(Tier A+B 합산),Tier A+B,Tier A+B,same_as_tier_a_until_tier_b_available,same_as_tier_a_until_tier_b_available,,,completed(완료),same_as_tier_a_until_tier_b_available,-197.95,0.89,-0.44,478.27,-0.41,451,6904,,4.25471698113,meets_min_3_to_10_band(최소 3~10 구간 충족),,,,,,
349_onnx_short_carry_runtime__execute_mt5_probe,run349D_test_onnx_no_conversion_runtime_parity_diagnostic_without_db_v1,,,,completed_stage349D_onnx_no_conversion_runtime_parity_still_mismatch_repair_required_no_selection,negative_no_conversion_failed_input_hash_matched_treeensemble_onnx_operator_repair_required,,,,,stages/349_onnx_short_carry_runtime__execute_mt5_probe/03_reviews/run349D_onnx_no_conversion_runtime_parity_diagnostic.md,,,,research_development_onnx_no_conversion_runtime_parity_diagnostic_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run349D,,,,,,,run349D_test_onnx_no_conversion_runtime_parity_diagnostic_without_db_v1__Tier A,Tier A,Tier A used(Tier A 사용),Tier A used(Tier A 사용),Tier A,Tier A,single_c03_no_conversion_runtime_parity_diagnostic,MT5 Strategy Tester report(MT5 전략 테스터 보고서),,trade_per_day_min_3_to_10_plus_no_trade_splitting,,,-197.95,0.89,-0.44,,-0.41,451,,,4.25471698113,,negative(부정),478.27,2,449,stages/349_onnx_short_carry_runtime__execute_mt5_probe/02_runs/run349D/final_decision.json,2026-06-01
