ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
frontier25A_stage_open_bridge_archetype_preselection_hypothesis_design_v1__stage_open,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25A_stage_open_bridge_archetype_preselection_hypothesis_design_v1,frontier25A_stage_open_bridge_archetype_preselection_hypothesis_design_v1__stage_open,frontier24D_stage_closeout_density_bridge_payoff_pockets_v1,stage_open(단계 개방),not_applicable_stage_open(단계 개방에는 해당 없음),"planning_only_no_trading_kpi(계획 전용, 거래 KPI 없음)",stage_open(단계 개방),opened_frontier25_bridge_archetype_preselection_no_authority,stage_opened_after_grok_accepted_dd_headroom_first_contract,stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25A_stage_open_bridge_archetype_preselection_hypothesis_design_v1_report.md,"grok=accepted_acceptable_new_hypothesis(수용, 허용 가능한 새 가설);feature_hash=fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2","dd_headroom_first_lock_no_model_training_no_wfo_no_mt5_no_authority(손실폭 여유 우선 잠금, 모델학습/WFO/MT5/권위 없음)","grok_stage_open_review_completed_runtime_probe_requires_handoff_candidate(그록 단계 개방 검토 완료, 런타임 탐침은 인계 후보 필요)",next=frontier25B_bridge_archetype_preselection_proxy_scout_v1;dd_headroom_first=true;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_open(단계 개방),,,,,,,,,,,,,,,
frontier25B_bridge_archetype_preselection_proxy_scout_v1__tier_a_archetype_proxy,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25B_bridge_archetype_preselection_proxy_scout_v1,frontier25B_bridge_archetype_preselection_proxy_scout_v1__tier_a_archetype_proxy,frontier25A_stage_open_bridge_archetype_preselection_hypothesis_design_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"bridge_archetype_preselection_proxy_not_runtime(연결 원형 사전 선택 프록시, 런타임 아님)",trade_shape_proxy(거래 형태 프록시),bridge_archetype_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25B_bridge_archetype_preselection_proxy_scout_v1_report.md,best=f25b_0022;oos_pf=1.24574;oos_density=6.16031;oos_dd=14.2862,"proxy_only_no_repair_no_wfo_no_mt5_no_authority(프록시 전용, 수리/WFO/MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate(인계 후보 없어 주장 범위 밖),density=24;scout=17;seed=0;handoff=0;f24top10_overlap=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier25B_bridge_archetype_preselection_proxy_scout_v1__tier_b_missing_required,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25B_bridge_archetype_preselection_proxy_scout_v1,frontier25B_bridge_archetype_preselection_proxy_scout_v1__tier_b_missing_required,frontier25A_stage_open_bridge_archetype_preselection_hypothesis_design_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),trade_shape_proxy(거래 형태 프록시),bridge_archetype_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25B_bridge_archetype_preselection_proxy_scout_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Tier B source absent(Tier B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier25B_bridge_archetype_preselection_proxy_scout_v1__tier_ab_combined_out_of_scope,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25B_bridge_archetype_preselection_proxy_scout_v1,frontier25B_bridge_archetype_preselection_proxy_scout_v1__tier_ab_combined_out_of_scope,frontier25A_stage_open_bridge_archetype_preselection_hypothesis_design_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),trade_shape_proxy(거래 형태 프록시),bridge_archetype_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25B_bridge_archetype_preselection_proxy_scout_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier25C_bridge_archetype_repair_or_closeout_decision_v1__tier_a_repair_decision,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25C_bridge_archetype_repair_or_closeout_decision_v1,frontier25C_bridge_archetype_repair_or_closeout_decision_v1__tier_a_repair_decision,frontier25B_bridge_archetype_preselection_proxy_scout_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"repair_or_closeout_decision_not_runtime(수리 또는 마감 결정, 런타임 아님)",repair_decision_proxy(수리 결정 프록시),bridge_archetype_repair_rejected_scout_clue_no_seed_proxy_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25C_bridge_archetype_repair_or_closeout_decision_v1_report.md,scout=17;seed=0;handoff=0,"no_validation_targeted_repair_no_mt5_no_authority(검증 표적 수리 없음, MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate_after_f25c_repair_decision(F25C 수리 결정 뒤 인계 후보 없어 주장 범위 밖),f25_dd_headroom_first_archetype_nonrepeat_scout_clue_reference_only(F25 손실폭 여유 우선 원형 비반복 탐색 단서 참조 전용);under_f25_locked_proxy_dd_headroom_first_preselection_did_not_break_seed_tradeoff(F25 잠금 프록시 아래 손실폭 여유 우선 사전 선택은 씨앗 상충을 깨지 못함),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier25C_bridge_archetype_repair_or_closeout_decision_v1__tier_b_missing_required,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25C_bridge_archetype_repair_or_closeout_decision_v1,frontier25C_bridge_archetype_repair_or_closeout_decision_v1__tier_b_missing_required,frontier25B_bridge_archetype_preselection_proxy_scout_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),repair_decision_proxy(수리 결정 프록시),bridge_archetype_repair_rejected_scout_clue_no_seed_proxy_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25C_bridge_archetype_repair_or_closeout_decision_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),not_applicable_proxy_no_mt5(프록시라 MT5 없음),Tier B source absent(Tier B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier25C_bridge_archetype_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25C_bridge_archetype_repair_or_closeout_decision_v1,frontier25C_bridge_archetype_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,frontier25B_bridge_archetype_preselection_proxy_scout_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),repair_decision_proxy(수리 결정 프록시),bridge_archetype_repair_rejected_scout_clue_no_seed_proxy_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25C_bridge_archetype_repair_or_closeout_decision_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),not_applicable_proxy_no_mt5(프록시라 MT5 없음),Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier25D_stage_closeout_bridge_archetype_preselection_v1__tier_a_stage_closeout,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25D_stage_closeout_bridge_archetype_preselection_v1,frontier25D_stage_closeout_bridge_archetype_preselection_v1__tier_a_stage_closeout,frontier25C_bridge_archetype_repair_or_closeout_decision_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"stage_closeout_preserved_clue_negative_memory_not_runtime(단계 마감 보존 단서+부정 기억, 런타임 아님)",stage_closeout(단계 마감),closed_preserved_clue_negative_memory_bridge_archetype_preselection_scout_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25D_stage_closeout_bridge_archetype_preselection_v1_report.md,scout=17;seed=0;handoff=0,no_wfo_no_mt5_no_runtime_authority(WFO/MT5/런타임 권위 없음),runtime_probe_ineligible_no_handoff_candidate_after_f25c_repair_decision(F25C 수리 결정 뒤 인계 후보 없어 런타임 탐침 부적격),f25_dd_headroom_first_archetype_nonrepeat_scout_clue_reference_only(F25 손실폭 여유 우선 원형 비반복 탐색 단서 참조 전용);under_f25_locked_proxy_dd_headroom_first_preselection_did_not_break_seed_tradeoff(F25 잠금 프록시 아래 손실폭 여유 우선 사전 선택은 씨앗 상충을 깨지 못함);onnx_branch_unattempted_no_handoff_candidate_after_f25c_repair_decision(F25C 수리 결정 뒤 인계 후보 없어 ONNX 미시도),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier25D_stage_closeout_bridge_archetype_preselection_v1__tier_b_missing_required,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25D_stage_closeout_bridge_archetype_preselection_v1,frontier25D_stage_closeout_bridge_archetype_preselection_v1__tier_b_missing_required,frontier25C_bridge_archetype_repair_or_closeout_decision_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_bridge_archetype_preselection_scout_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25D_stage_closeout_bridge_archetype_preselection_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),not_applicable_stage_closeout_no_mt5(단계 마감이라 MT5 없음),Tier B source absent(Tier B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier25D_stage_closeout_bridge_archetype_preselection_v1__tier_ab_combined_out_of_scope,stage_frontier_25__bridge_archetype_preselection_onnx_scout,frontier25D_stage_closeout_bridge_archetype_preselection_v1,frontier25D_stage_closeout_bridge_archetype_preselection_v1__tier_ab_combined_out_of_scope,frontier25C_bridge_archetype_repair_or_closeout_decision_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_bridge_archetype_preselection_scout_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_25__bridge_archetype_preselection_onnx_scout/03_reviews/frontier25D_stage_closeout_bridge_archetype_preselection_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),not_applicable_stage_closeout_no_mt5(단계 마감이라 MT5 없음),Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
