ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c01_reference_return_z_momentum_tier_a_used_validation_is,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c01_reference_return_z_momentum_tier_a_used_validation_is,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c01_reference_return_z_momentum_tier_a_used_validation_is,Tier A,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=751;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c01_reference_return_z_momentum_tier_b_fallback_used_validation_is,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c01_reference_return_z_momentum_tier_b_fallback_used_validation_is,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c01_reference_return_z_momentum_tier_b_fallback_used_validation_is,Tier B,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=83;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c01_reference_return_z_momentum_validation_is,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c01_reference_return_z_momentum_validation_is,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c01_reference_return_z_momentum_validation_is,Tier A+B,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_interaction__volatility_squeeze_expansion_scout/02_runs/run34A_volatility_squeeze_expansion_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_volatility_squeeze_expansion_broad_mt5_probe_v1_routed_c01_reference_return_z_momentum_validation_is.htm,net_profit=-495.79;profit_factor=0.73;trade_count=491;signal_count=;expectancy=-1.01;win_rate=36.66,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=593.59;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c01_reference_return_z_momentum_tier_a_used_oos,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c01_reference_return_z_momentum_tier_a_used_oos,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c01_reference_return_z_momentum_tier_a_used_oos,Tier A,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=1311;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c01_reference_return_z_momentum_tier_b_fallback_used_oos,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c01_reference_return_z_momentum_tier_b_fallback_used_oos,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c01_reference_return_z_momentum_tier_b_fallback_used_oos,Tier B,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=122;expectancy=None;win_rate=None,route_role=fallback_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c01_reference_return_z_momentum_oos,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c01_reference_return_z_momentum_oos,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c01_reference_return_z_momentum_oos,Tier A+B,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_interaction__volatility_squeeze_expansion_scout/02_runs/run34A_volatility_squeeze_expansion_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_volatility_squeeze_expansion_broad_mt5_probe_v1_routed_c01_reference_return_z_momentum_oos.htm,net_profit=31.77;profit_factor=1.02;trade_count=777;signal_count=;expectancy=0.04;win_rate=39.77,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=194.35;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c02_squeeze_breakout_bb_position_tier_a_used_validation_is,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c02_squeeze_breakout_bb_position_tier_a_used_validation_is,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c02_squeeze_breakout_bb_position_tier_a_used_validation_is,Tier A,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=445;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c02_squeeze_breakout_bb_position_tier_b_fallback_used_validation_is,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c02_squeeze_breakout_bb_position_tier_b_fallback_used_validation_is,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c02_squeeze_breakout_bb_position_tier_b_fallback_used_validation_is,Tier B,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=152;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c02_squeeze_breakout_bb_position_validation_is,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c02_squeeze_breakout_bb_position_validation_is,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c02_squeeze_breakout_bb_position_validation_is,Tier A+B,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_interaction__volatility_squeeze_expansion_scout/02_runs/run34A_volatility_squeeze_expansion_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_volatility_squeeze_expansion_broad_mt5_probe_v1_routed_c02_squeeze_breakout_bb_position_validation_is.htm,net_profit=-78.99;profit_factor=0.91;trade_count=288;signal_count=;expectancy=-0.27;win_rate=46.53,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=219.28;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_volatility_squeeze_expansion_broad_mt5_probe_v1__mt5_routed_c02_squeeze_breakout_bb_position_tier_a_used_oos,40_feature_interaction__volatility_squeeze_expansion_scout,run34A_volatility_squeeze_expansion_broad_mt5_probe_v1,mt5_routed_c02_squeeze_breakout_bb_position_tier_a_used_oos,AUTO-CAMPAIGN-01-INDEPENDENT-ALPHA-TOPIC-SCOUT,mt5_routed_c02_squeeze_breakout_bb_position_tier_a_used_oos,Tier A,volatility_squeeze_expansion_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=392;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 volatility squeeze/expansion MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
