run_id,input_path,exists,sha256,input_role,effect,claim_boundary
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/final_decision.json,True,235a7f32e0543f0800d6a97ecada3dab5a052536c98f908baea4d5ccd6ff0c50,parent final decision(부모 최종 결정),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/required_gate_coverage_audit.csv,True,5a9543796bad2d6cf1bcfe9ae53d627a363617f3f46cd87978081e3fafd2cd15,parent gate audit(부모 게이트 감사),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/density_guardrail_audit.csv,True,bff582c7bf264d7a8de81093007a41ba65d417d2fc3a408c3c87e760b51a15ea,runtime review evidence(런타임 검토 근거),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/proxy_mt5_attribution.csv,True,7710e1ec5cd95f9f09c57227d90691d18279a804efcd5b73ed95414c5dec3760,runtime review evidence(런타임 검토 근거),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/cost_session_stress_review.csv,True,627e22a013f6cf313a1bf4f3939023778857e7ef6b1653a6e717db9075497781,runtime review evidence(런타임 검토 근거),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/monthly_attribution.csv,True,81c0bb216dc2593f9600ea916d9423a0ad245dc10fd5e98ef0548088f7c2e044,performance attribution(성과 귀속),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/entry_hour_attribution.csv,True,c6076ff3aba028e0303d939c7a6c10b2d9e9300fcac48df7fbb216f0f3740465,performance attribution(성과 귀속),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/side_attribution.csv,True,9b85c938df2118a9f300d6fee7984d569c95ab0d1ca9422c5e858a47dd1292d0,performance attribution(성과 귀속),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/hold_bucket_attribution.csv,True,becc9e2012c58bcef33a155f00976a9883be7873eed627ad033f51d893713c06,performance attribution(성과 귀속),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AX_materialize_threshold_edge_density_restore_cost_session_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AW/run364AX_density_restore_cost_session_queue.csv,True,6a9df0ba01e639018432e01cf965f332f108159092b6e21665dc79f296020635,parent next queue(부모 다음 대기열),input identity(입력 정체성)를 고정해 AX queue(대기열)의 lineage(계보)를 끊기지 않게 한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
