candidate_id,target_id,model_id,model_instance_id,comparison_kind,split,granularity,period,tier_scope,record_view,hold_bars,early_window_bars,target_multiplier,adverse_cap_multiplier,early_adverse_cap_multiplier,recovery_floor_multiplier,trade_count,days_in_scope,trades_per_day,long_trade_count,short_trade_count,flat_count,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk_percent,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,aspiration_distance_score,proxy_cost_log_return
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2022-09,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,138,20,6.9,76,62,1128,-0.04695143753343354,0.8198704314815621,-0.0003402278082132865,0.5,11.74927652258183,11.74927652258183,11.74927652258183,0.927536231884058,12,0.5725307002080147,False,False,0.0,0.5900647842592189,0.17492765225818302,1.7097524892542195,2.4747449257716214,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2022-10,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,170,21,8.095238095238095,108,62,1105,0.06714807625794325,1.3180647204213352,0.0003949886838702544,0.5823529411764706,4.054724353203543,4.054724353203543,4.054724353203543,0.8588235294117647,8,0.15164823588086973,False,False,0.0,0.3409676397893324,0.0,0.8482288820889028,1.1891965218782352,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2022-11,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,101,20,5.05,69,32,919,0.03986669478569093,1.2665410895893188,0.00039471975035337554,0.5643564356435643,4.133632899721828,4.133632899721828,4.133632899721828,0.8712871287128713,6,0.7088154531844503,False,False,0.0,0.3667294552053406,0.0,0.5831122539877895,0.9498417091931302,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2022-12,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,105,21,5.0,47,58,1148,-0.125048388518495,0.46497629251179007,-0.0011909370335094762,0.4,12.498904168349013,12.498904168349013,12.498904168349013,0.9714285714285714,10,0.866215446258743,False,False,0.0,0.767511853744105,0.24989041683490126,1.597345906326423,2.6147481769054295,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2023-01,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,100,19,5.2631578947368425,87,13,955,0.06473991613915056,1.920646853451052,0.0006473991613915056,0.68,2.355487235444187,2.355487235444187,2.355487235444187,0.64,7,0.8768112854462128,False,False,0.0,0.03967657327447405,0.0,0.4134349215492043,0.45311149482367835,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2023-02,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,105,19,5.526315789473684,75,30,1022,-0.10299011183684906,0.5066802919062454,-0.000980858207969991,0.45714285714285713,12.98592824225956,12.98592824225956,12.98592824225956,0.8952380952380953,8,0.8912826960726071,False,False,0.0,0.7466598540468773,0.29859282422595596,1.5317799296244696,2.577032607897303,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2023-03,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,116,23,5.043478260869565,76,40,1112,0.015889211764213568,1.1330515892677622,0.00013697596348459973,0.5258620689655172,3.071312449500907,3.071312449500907,3.071312449500907,0.8017241379310345,8,0.07654281621475971,False,False,0.0,0.4334742053661189,0.0,0.8563315947723238,1.2898058001384427,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2023-04,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,97,19,5.105263157894737,71,26,954,0.04176175597012069,1.7464358966296685,0.00043053356670227515,0.7525773195876289,1.7220583081811958,1.7220583081811958,1.7220583081811958,0.5463917525773195,4,0.7419032251299157,False,False,0.0,0.12678205168516576,0.0,0.40201983735133173,0.5288018890364975,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2023-05,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,95,22,4.318181818181818,70,25,1238,0.008984990367650473,1.08811504701752,9.457884597526814e-05,0.5157894736842106,4.7076417700893325,4.7076417700893325,4.7076417700893325,0.7894736842105263,14,0.07170551409638808,False,False,0.13636363636363633,0.45594247649124,0.0,0.8729956765513622,1.4653017894062386,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,subperiod_argmax_model_signal(하위기간 최대확률 모델 신호),train,month(月),2023-06,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,64,21,3.0476190476190474,50,14,809,0.005758448649062591,1.1263752505929603,8.997576014160299e-05,0.546875,1.549849475031606,1.549849475031606,1.549849475031606,0.84375,7,0.23556835587141187,False,False,0.39047619047619053,0.43681237470351986,0.0,0.7936817398578646,1.620970305037575,5e-05
