run_id,input_path,exists,sha256,source_run_id,effect,claim_boundary
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/final_decision.json,True,be76309b87181ac61675a61c8b32d1b7297286820208d1f44f09bdc198185cfa,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/required_gate_coverage_audit.csv,True,effd7aff3bba645e4ab69e3093c1f12d1c3c02299ed01cee53b25c18d04871c7,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/strategy_tester_report_records.json,True,3aab4220ff2063155109429c4ebc20e44a66a9bd49f556be70d5c69a923017cc,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_output_validation.json,True,6d5c3775b6c98c3f8fe53319769e5abfc3919fc2ad7afe1e5b92c46e02a823f9,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/proxy_mt5_runtime_difference.csv,True,3cf7033e32a17c5567a7d78c185ddf790618d4a63c6979860482dcb34e8f6eed,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_policy_config.json,True,ea62fba59643393e9dc769870a6b1225c95e13b0b1c099a89e05760c9b637e1b,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_parity_contract.csv,True,8965d0a5143fb58fe764afaaf0e41e4d9518b675533150e1de1e2a7ec1b32f60,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/tester_identity_contract.csv,True,658df76f47ecc91b4e5574fe1a626309a798f78002280f0b53b8310ef7eaf5cd,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_probe_attempt_package.csv,True,e9cae17282b3f5f86c3d72dbe0d86a6b2f51f2c48ae3193cf904f7e884152e1f,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/mt5_execution_result.json,True,ed93bd2a4cf3598fdec8459dfcac0e74908f390076f091b2a7813ee5e3e87a76,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,BK review input identity(BK 검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
