run_id,next_run_id,queue_id,seed_variant_id,source_queue_id,axis_id,short_probability_threshold,entry_margin_floor,max_hold_m5,source_policy,density_gap_to_3day,pf_anchor,restore_rule,density_restore_budget,forbidden(금지),timestamp_boundary,expected_effect(기대 효과),claim_boundary(주장 경계),queue_rank,queue_type
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,control_replay_density_anchor(대조 재생 밀도 기준점),selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control_anchor(대조 기준),0.45,0.00,8,hold control(대조 유지),0.0,1.2739357721,hold control(대조 유지),0.0,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),density-safe baseline(밀도 안전 기준)을 다시 재현한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1,control(대조)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,pfpass_core_short_restore_budget_010(PF통과 핵심 숏 0.10 복원),pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),short_restore(숏 복원),0.50,0.00,8,restore core short only(핵심 숏만 복원),0.3363363363,1.3287468527,restore core short only(핵심 숏만 복원),0.1,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),PF-pass row(PF 통과 행)에 core short(핵심 숏)만 소량 복원해 density gap(밀도 격차)을 줄인다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,pfpass_core_short_restore_budget_020(PF통과 핵심 숏 0.20 복원),pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),short_restore(숏 복원),0.49,0.02,8,restore core short with margin(마진 포함 핵심 숏 복원),0.3363363363,1.3287468527,restore core short with margin(마진 포함 핵심 숏 복원),0.2,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),short collapse(숏 붕괴)를 과하게 풀지 않고 0.20/day 예산으로 시험한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,pfpass_late_long_density_patch(PF통과 후반 롱 밀도 패치),pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),late_long_restore(후반 롱 복원),0.50,0.00,8,restore late long only(후반 롱만 복원),0.3363363363,1.3287468527,restore late long only(후반 롱만 복원),0.16,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),late long(후반 롱)의 drawdown(낙폭) 개선 단서를 PF-pass row(PF 통과 행)에 붙인다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,pfpass_non_drag_session_restore(PF통과 비끌림 세션 복원),pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),session_restore(세션 복원),0.50,0.01,8,restore non-drag sessions(비끌림 세션 복원),0.3363363363,1.3287468527,restore non-drag sessions(비끌림 세션 복원),0.24,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),premarket short(프리마켓 숏)은 막고 core/late(핵심/후반)만 복원한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,5,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,density_anchor_pf_floor_012(밀도 기준 PF 하한 0.12),selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),pf_floor(수익 팩터 하한),0.45,0.12,8,add margin floor to control(대조에 마진 하한 추가),0.0,1.2739357721,add margin floor to control(대조에 마진 하한 추가),0.04,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),control(대조)의 density(밀도)를 거의 유지하면서 low-margin trade(낮은 마진 거래)를 제거한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,6,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,density_anchor_hold6_pf_probe(밀도 기준 보유6 PF 탐침),selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),hold_shape(보유 형태),0.45,0.00,6,max_hold 6(최대 보유 6),0.0,1.2739357721,max_hold 6(최대 보유 6),0.0,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),hold time(보유 시간)을 줄여 drawdown(낙폭)을 낮추는지 확인한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,7,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,dd_seed_density_restore_core_late(낙폭 씨앗 핵심후반 밀도 복원),pfpass_core_plus_premarket_long_restore_PF_통과_핵심_프리마켓_롱_복원__ps0_5__floor0_0__hold8,pfpass_core_plus_premarket_long_restore(PF 통과 핵심 + 프리마켓 롱 복원),dd_restore(낙폭 복원),0.45,0.00,8,core plus late density(핵심+후반 밀도),0.3423423423,1.2958707973,core plus late density(핵심+후반 밀도),0.29,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),drawdown(낙폭) 개선 seed(씨앗)에 density(밀도) 복원 규칙을 붙인다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,8,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,pfpass_validation_balance_patch(PF통과 검증 균형 패치),pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),split_balance(분할 균형),0.50,0.01,8,validation PF repair(검증 PF 수리),0.3363363363,1.3287468527,validation PF repair(검증 PF 수리),0.18,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),validation(검증) 약세를 OOS(표본외) 선택 없이 따로 기록한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,9,candidate(후보)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,run364AL_materialize_pf_pass_density_restore_offensive_inputs_without_db_v1,pfpass_month_pocket_observation(PF통과 월 포켓 관찰),pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),market_behavior(시장 현상),0.50,0.00,8,month pockets report only(월 포켓 보고 전용),0.3363363363,1.3287468527,month pockets report only(월 포켓 보고 전용),0.0,top_n forbidden(상위 N개 금지); trade_splitting forbidden(거래 쪼개기 금지); OOS threshold selection forbidden(표본외 임계값 선택 금지),entry timestamp only(진입 시각만 사용),month side pocket(월 방향 포켓)을 필터가 아닌 attribution(귀속)으로만 사용한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10,observation(관찰)
