run_id,input_path,exists,sha256,role(역할),claim_boundary(주장 경계)
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/final_decision.json,True,f2d935eaf5930a6e89e49f00b1c58fd2e0cc9bd4a23eee392cbb708fa08241c7,decision or receipt(결정 또는 영수증),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/required_gate_coverage_audit.csv,True,90d1f4dac9df4e4288320c736491c6b7ef67dbe393abf91b8a94fd578e823a70,supporting evidence(보조 근거),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/session_side_pf_lift_density_repair_proxy_scout_surface.csv,True,0480dd121e8d640ba1653a0d60ef475715d311d4ac78ebb206a9279608eed4b3,parent scout surface(부모 정찰 표면 결과),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/strict_proxy_candidates.csv,True,b42f2099187886def637d6aa840022266e05cb6c987a9394e708e23cd505eb46,supporting evidence(보조 근거),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/selected_proxy_candidate.json,True,6d301e09a585f497fd9995a8f1546d1963e051cad3bb728f3651572764e8e8d0,decision or receipt(결정 또는 영수증),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/expected_tapes/selected_trade_tape.csv,True,082a9e8f6cfd4bcdd920eb73694f77ce993d3e869ed63744454d29bce8609d40,expected trade tape(예상 거래 테이프),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/selected_session_summary.csv,True,687374823d9fa09240db10d2c2545fedfe4111b6be5f5d9fdef1f4cb09746746,supporting evidence(보조 근거),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/selected_month_side_summary.csv,True,b229436ab2cdd25ae4662f166ab0b7989c2d137a8f9fd0f6f10201bcfe2384ec,supporting evidence(보조 근거),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/policy_attribution.csv,True,86071b037481b9b950670574904b9091644cc84996cc6775050d7ca4852a94f1,supporting evidence(보조 근거),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/baseline_comparison.csv,True,0f7c858fcabc57489971466038aaabb5d90c6ee039b3b2dc98e0d6b5a4ed206b,supporting evidence(보조 근거),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AJ/run364AK_review_queue.csv,True,593f17069ca8a6e0c51858715f8be290b86586035b191cb629dda837a89a410a,parent review queue(부모 검토 대기열),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AK_review_session_side_pf_lift_density_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364AJ_session_side_pf_lift_density_repair_scout.md,True,3175268dcacc17c5a887c394294f85a12c14a705ccf53c0e96e8dd155e7375d8,supporting evidence(보조 근거),research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
