gate_id,status,evidence,finding,claim_boundary
experiment_design_receipt_ready,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/experiment_design_receipt.json,"hypothesis, decision use, controls, invalid conditions, stop conditions, and evidence plan are materialized",research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
no_lookahead_protocol_materialized,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/no_lookahead_execution_protocol.csv,no_lookahead_rows=5,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
proxy_mt5_fresh_probe_required,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/proxy_mt5_fresh_probe_protocol.csv,proxy_mt5_subjects=5;fresh_required=True,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
core56_scope_lock_preserved,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/core56_refresh_repair_protocol.csv,full-family claim blocked until core56 repair and MT5 probe,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_direction_curve_gates_complete,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/cost_direction_curve_gate_execution_protocol.csv,cost_direction_curve_gate_rows=5,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
economic_regime_asof_protocol_complete,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/economic_regime_asof_protocol.csv,economic_regime_rows=6,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_protocol_predeclared,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/offense_rebuild_execution_protocol.csv,offense_protocol_rows=4,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_probe_package_requirements_complete,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/runtime_probe_package_requirements.csv,runtime_package_rows=5,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
training_blocked_in_run337D,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/model_training_allowed_boundary.csv,training_allowed_in_run337D=False,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
protocol_acceptance_matrix_ready,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/protocol_acceptance_matrix.csv,acceptance_rows=8;all_accepted=True,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
next_review_queue_ready,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/run337E_review_execution_protocols_queue.csv,run337E_queue_rows=8,research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
claim_guard_no_selection_no_goal,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337D/final_research_execution_protocols_decision.json,"no selected candidate, Forward Passed, runtime authority, live readiness, deployment, or Goal Achieve claimed",research_development_only_stage337D_protocol_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
