run_id,gate,status,evidence,effect,claim_boundary
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,scope_completion_gate(범위 완료 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/final_decision.json,run364AO materialization(364AO 구체화)을 완료했다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,input_parent_gate(부모 입력 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/input_manifest.csv,run364AN review(364AN 검토)와 대기열을 확인했다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,queue_materialization_gate(대기열 구체화 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/run364AP_scout_queue.csv,run364AP scout queue(364AP 정찰 대기열)를 만들었다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,topn_absence_gate(top_n 부재 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/run364AP_scout_queue.csv,모든 row(행)에 top_n forbidden(금지)을 기록했다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,trade_splitting_absence_gate(거래 쪼개기 부재 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/run364AP_scout_queue.csv,모든 row(행)에 거래 쪼개기 없음 상태를 기록했다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,timestamp_boundary_gate(시점 경계 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/data_integrity_receipt.json,진입 시점에 알려진 값만 사용하도록 경계를 기록했다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,dd_guardrail_gate(낙폭 가드 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/dd_guardrail_design.csv,손실 클러스터를 진단 전용으로 묶었다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,experiment_design_gate(실험 설계 게이트),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/experiment_design_receipt.json,"가설, 성공/실패 조건, 금지를 기록했다.",research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,artifact_lineage_audit(산출물 계보 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/artifact_lineage_receipt.json,입력/출력 hash(해시)를 연결했다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,claim_boundary_audit(주장 경계 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/claim_boundary_receipt.json,운영 승격과 런타임 권위를 주장하지 않았다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,required_gate_coverage_audit(필수 게이트 커버리지 감사),passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AO/required_gate_coverage_audit.csv,필수 gate(게이트)를 종료 기록에 연결했다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
