queue_id,thesis_id,scoring_mode,feature_frame_path,materialization_status,description,required_outputs,forbidden_actions
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,control_no_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_volatility_cost_shape_sentry_feature_frame.csv,queued_for_run333C,baseline replay of source signals without applying the new veto features,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,hard_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_volatility_cost_shape_sentry_feature_frame.csv,queued_for_run333C,drop rows flagged by the predeclared guard,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,soft_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_volatility_cost_shape_sentry_feature_frame.csv,queued_for_run333C,mark rows for separate scoring view without changing lot logic,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,negative_control,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_volatility_cost_shape_sentry_feature_frame.csv,queued_for_run333C,reverse_veto_on_low_volatility_shape,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_c56_session_liquidity_veto__control_no_veto,pv_c56_session_liquidity_veto,control_no_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_session_liquidity_veto_feature_frame.csv,queued_for_run333C,baseline replay of source signals without applying the new veto features,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_c56_session_liquidity_veto__hard_veto,pv_c56_session_liquidity_veto,hard_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_session_liquidity_veto_feature_frame.csv,queued_for_run333C,drop rows flagged by the predeclared guard,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,soft_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_session_liquidity_veto_feature_frame.csv,queued_for_run333C,mark rows for separate scoring view without changing lot logic,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_c56_session_liquidity_veto__negative_control,pv_c56_session_liquidity_veto,negative_control,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_c56_session_liquidity_veto_feature_frame.csv,queued_for_run333C,randomized_bucket_label_control_with_same_density,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,control_no_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_macro_rate_volatility_guard_feature_frame.csv,queued_for_run333C,baseline replay of source signals without applying the new veto features,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,hard_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_macro_rate_volatility_guard_feature_frame.csv,queued_for_run333C,drop rows flagged by the predeclared guard,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,soft_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_macro_rate_volatility_guard_feature_frame.csv,queued_for_run333C,mark rows for separate scoring view without changing lot logic,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,negative_control,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_macro_rate_volatility_guard_feature_frame.csv,queued_for_run333C,macro_sign_flip_control,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,control_no_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_breadth_reintroduction_control_feature_frame.csv,queued_for_run333C,baseline replay of source signals without applying the new veto features,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,hard_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_breadth_reintroduction_control_feature_frame.csv,queued_for_run333C,drop rows flagged by the predeclared guard,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,soft_veto,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_breadth_reintroduction_control_feature_frame.csv,queued_for_run333C,mark rows for separate scoring view without changing lot logic,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
pv_m48_breadth_reintroduction_control__negative_control,pv_m48_breadth_reintroduction_control,negative_control,stages/333_overfit_guard__timestamp_safe_pocket_veto_materialization/02_runs/run333A/materialized_feature_frames/pv_m48_breadth_reintroduction_control_feature_frame.csv,queued_for_run333C,missing_as_tradeable_control_forbidden_expected_invalid,scored_payload_csv;score_manifest;cost_curve_placeholder_or_future_kpi_plan,no_threshold_retuning_no_lot_optimization_no_model_update_no_runtime_claim
