ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
frontier28A_stage_open_train_only_stability_gap_penalty_pf_dd_balance_hypothesis_design_v1__stage_open,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28A_stage_open_train_only_stability_gap_penalty_pf_dd_balance_hypothesis_design_v1,frontier28A_stage_open_train_only_stability_gap_penalty_pf_dd_balance_hypothesis_design_v1__stage_open,frontier27D_stage_closeout_soft_joint_satisfaction_penalty_v1,stage_open(단계 개방),not_applicable_stage_open(단계 개방에는 해당 없음),"planning_only_no_trading_kpi(계획 전용, 거래 KPI 없음)",stage_open(단계 개방),opened_frontier28_train_only_stability_gap_penalty_no_authority,stage_opened_after_grok_accepted_stability_gap_contract,stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28A_stage_open_train_only_stability_gap_penalty_pf_dd_balance_hypothesis_design_v1_report.md,grok_retry=accepted_new_hypothesis_low_leakage_low_forbidden_path_risk;feature_hash=fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,"stability_gap_lock_no_model_training_no_wfo_no_mt5_no_authority(안정성 격차 잠금, 모델학습/WFO/MT5/권위 없음)","grok_stage_open_review_completed_runtime_probe_requires_handoff_candidate(그록 단계 개방 검토 완료, 런타임 탐침은 인계 후보 필요)",next=frontier28B_train_only_stability_gap_penalty_proxy_scout_v1;chunk_count=4;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_open(단계 개방),,,,,,,,,,,,,,,
frontier28B_train_only_stability_gap_penalty_proxy_scout_v1__tier_a_stability_gap_proxy,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1__tier_a_stability_gap_proxy,frontier28A_stage_open_train_only_stability_gap_penalty_pf_dd_balance_hypothesis_design_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"stability_gap_proxy_not_runtime(안정성 격차 프록시, 런타임 아님)",trade_shape_proxy(거래 형태 프록시),stability_gap_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28B_train_only_stability_gap_penalty_proxy_scout_v1_report.md,best=f28b_0001;oos_pf=1.044;oos_density=6.679;oos_dd=16.198,"proxy_only_no_repair_no_wfo_no_mt5_no_authority(프록시 전용, 수리/WFO/MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate(인계 후보 없어 주장 범위 밖),reference_union=234;candidate=234;density=189;scout=19;seed=0;handoff=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier28B_train_only_stability_gap_penalty_proxy_scout_v1__tier_b_missing_required,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1__tier_b_missing_required,frontier28A_stage_open_train_only_stability_gap_penalty_pf_dd_balance_hypothesis_design_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),trade_shape_proxy(거래 형태 프록시),stability_gap_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28B_train_only_stability_gap_penalty_proxy_scout_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Tier B source absent(티어 B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier28B_train_only_stability_gap_penalty_proxy_scout_v1__tier_ab_combined_out_of_scope,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1__tier_ab_combined_out_of_scope,frontier28A_stage_open_train_only_stability_gap_penalty_pf_dd_balance_hypothesis_design_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),trade_shape_proxy(거래 형태 프록시),stability_gap_scout_clue_proxy_no_authority,scout_clue_requires_repair_or_closeout_no_authority,stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28B_train_only_stability_gap_penalty_proxy_scout_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier28C_stability_gap_repair_or_closeout_decision_v1__tier_a_repair_decision,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28C_stability_gap_repair_or_closeout_decision_v1,frontier28C_stability_gap_repair_or_closeout_decision_v1__tier_a_repair_decision,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"repair_or_closeout_decision_not_runtime(수리 또는 마감 결정, 런타임 아님)",repair_decision_proxy(수리 결정 프록시),stability_gap_repair_rejected_scout_only_no_seed_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28C_stability_gap_repair_or_closeout_decision_v1_report.md,scout=19;seed=0;handoff=0,"no_validation_targeted_repair_no_mt5_no_authority(검증 표적 수리 없음, MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate_after_f28b(전선28B 뒤 인계 후보 없어 주장 범위 밖),f28_train_only_stability_gap_reordered_union_surface_but_preserved_19_scout_rows_reference_only(전선28 학습 전용 안정성 격차는 합집합 표면을 재정렬했지만 19개 탐색 행만 참조 전용 보존);under_f28_locked_train_chunk_stability_rank_seed_and_handoff_remained_zero(전선28 잠금 학습 조각 안정성 순위 아래 씨앗과 인계는 0개로 남음);repair_not_run_no_valid_train_only_chunk_target_and_forward_targeted_repair_forbidden(유효한 학습 전용 조각 표적이 없고 전진 표적 수리는 금지라 수리 미실행),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier28C_stability_gap_repair_or_closeout_decision_v1__tier_b_missing_required,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28C_stability_gap_repair_or_closeout_decision_v1,frontier28C_stability_gap_repair_or_closeout_decision_v1__tier_b_missing_required,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),repair_decision_proxy(수리 결정 프록시),stability_gap_repair_rejected_scout_only_no_seed_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28C_stability_gap_repair_or_closeout_decision_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),not_applicable_proxy_no_mt5(프록시라 MT5 없음),Tier B source absent(티어 B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier28C_stability_gap_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28C_stability_gap_repair_or_closeout_decision_v1,frontier28C_stability_gap_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,frontier28B_train_only_stability_gap_penalty_proxy_scout_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),repair_decision_proxy(수리 결정 프록시),stability_gap_repair_rejected_scout_only_no_seed_no_authority,preserved_clue_negative_memory_requires_stage_closeout_no_authority,stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28C_stability_gap_repair_or_closeout_decision_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),not_applicable_proxy_no_mt5(프록시라 MT5 없음),Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier28D_stage_closeout_stability_gap_penalty_v1__tier_a_stage_closeout,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28D_stage_closeout_stability_gap_penalty_v1,frontier28D_stage_closeout_stability_gap_penalty_v1__tier_a_stage_closeout,frontier28C_stability_gap_repair_or_closeout_decision_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"stage_closeout_preserved_clue_negative_memory_not_runtime(단계 마감 보존 단서+부정 기억, 런타임 아님)",stage_closeout(단계 마감),closed_preserved_clue_negative_memory_stability_gap_scout_only_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28D_stage_closeout_stability_gap_penalty_v1_report.md,candidate=234;scout=19;seed=0;handoff=0,no_wfo_no_mt5_no_runtime_authority(WFO/MT5/런타임 권위 없음),runtime_probe_ineligible_no_handoff_candidate_after_f28c_repair_decision(전선28C 수리 결정 뒤 인계 후보 없어 런타임 탐침 부적격),f28_train_only_stability_gap_reordered_union_surface_but_preserved_19_scout_rows_reference_only(전선28 학습 전용 안정성 격차는 합집합 표면을 재정렬했지만 19개 탐색 행만 참조 전용 보존);under_f28_locked_train_chunk_stability_rank_seed_and_handoff_remained_zero(전선28 잠금 학습 조각 안정성 순위 아래 씨앗과 인계는 0개로 남음);onnx_branch_unattempted_no_handoff_candidate_after_f28c_repair_decision(전선28C 수리 결정 뒤 인계 후보 없어 ONNX 미시도),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier28D_stage_closeout_stability_gap_penalty_v1__tier_b_missing_required,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28D_stage_closeout_stability_gap_penalty_v1,frontier28D_stage_closeout_stability_gap_penalty_v1__tier_b_missing_required,frontier28C_stability_gap_repair_or_closeout_decision_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_stability_gap_scout_only_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28D_stage_closeout_stability_gap_penalty_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),not_applicable_stage_closeout_no_mt5(단계 마감이라 MT5 없음),Tier B source absent(티어 B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier28D_stage_closeout_stability_gap_penalty_v1__tier_ab_combined_out_of_scope,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,frontier28D_stage_closeout_stability_gap_penalty_v1,frontier28D_stage_closeout_stability_gap_penalty_v1__tier_ab_combined_out_of_scope,frontier28C_stability_gap_repair_or_closeout_decision_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_stability_gap_scout_only_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout/03_reviews/frontier28D_stage_closeout_stability_gap_penalty_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),not_applicable_stage_closeout_no_mt5(단계 마감이라 MT5 없음),Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
