stage_id,run_id,parent_run_id,run_date,status,judgment,decision,next_run_id,primary_artifact,report_path,gate_passes,gate_total,claim_boundary,view,tier,metric_scope,candidate_model_id,net_profit,profit_factor,drawdown,recovery_factor,trade_count,result_status,sample_rows,feature_count,matched_rows,expectancy,attempt_count
342_session_long_firewall__early_long_filter_mt5_probe,run342A_branch_stage341_to_session_long_firewall_probe_without_db_v1,run341D_review_f01_stability_cost_regime_validation_without_db_v1,2026-06-01,completed_stage342A_branch_from_stage341_session_long_firewall_probe_opened_no_selection,stage_branch_completed_stage341_overweight_handoff_to_session_long_firewall_probe_no_selection,stage342A_open_run342B_materialize_f01_session_long_firewall_mt5_probe_package,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342A/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342A_stage_branch.md,9,9,state_sync_stage_branch_session_long_firewall_handoff_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,stage_branch_handoff_q01_q09_seed,logreg_balanced_c025_q09_s545_l51_m01_h12,123.6,1.9017290435543883,99.31,1.24,33.0,"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342A_branch_stage341_to_session_long_firewall_probe_without_db_v1,run341D_review_f01_stability_cost_regime_validation_without_db_v1,2026-06-01,completed_stage342A_branch_from_stage341_session_long_firewall_probe_opened_no_selection,stage_branch_completed_stage341_overweight_handoff_to_session_long_firewall_probe_no_selection,stage342A_open_run342B_materialize_f01_session_long_firewall_mt5_probe_package,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342A/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342A_stage_branch.md,9,9,state_sync_stage_branch_session_long_firewall_handoff_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342A_branch_stage341_to_session_long_firewall_probe_without_db_v1,run341D_review_f01_stability_cost_regime_validation_without_db_v1,2026-06-01,completed_stage342A_branch_from_stage341_session_long_firewall_probe_opened_no_selection,stage_branch_completed_stage341_overweight_handoff_to_session_long_firewall_probe_no_selection,stage342A_open_run342B_materialize_f01_session_long_firewall_mt5_probe_package,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342A/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342A_stage_branch.md,9,9,state_sync_stage_branch_session_long_firewall_handoff_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_q09_s545_l51_m01_h12,123.6,1.9017290435543883,99.31,1.24,33.0,"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,run342A_branch_stage341_to_session_long_firewall_probe_without_db_v1,2026-06-01,completed_stage342B_f01_session_long_firewall_mt5_probe_package_materialized_no_selection,f01_session_long_firewall_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342B_open_run342C_execute_f01_session_long_firewall_probe,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342B/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342B_f01_session_long_firewall_probe_package.md,10,10,research_development_f01_session_long_firewall_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,runtime_probe_package_only_no_new_kpi,logreg_balanced_c025_q01_q09_session_long_firewall_pack,,,,,,"mt5_probe_package_ready_runtime_execution_required(MT5 탐침 패키지 준비, 런타임 실행 필요)",5827.0,53.0,,,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,run342A_branch_stage341_to_session_long_firewall_probe_without_db_v1,2026-06-01,completed_stage342B_f01_session_long_firewall_mt5_probe_package_materialized_no_selection,f01_session_long_firewall_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342B_open_run342C_execute_f01_session_long_firewall_probe,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342B/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342B_f01_session_long_firewall_probe_package.md,10,10,research_development_f01_session_long_firewall_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
342_session_long_firewall__early_long_filter_mt5_probe,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,run342A_branch_stage341_to_session_long_firewall_probe_without_db_v1,2026-06-01,completed_stage342B_f01_session_long_firewall_mt5_probe_package_materialized_no_selection,f01_session_long_firewall_mt5_probe_package_ready_runtime_execution_required_no_selection,stage342B_open_run342C_execute_f01_session_long_firewall_probe,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342B/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342B_f01_session_long_firewall_probe_package.md,10,10,research_development_f01_session_long_firewall_runtime_probe_package_only_no_mt5_execution_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,logreg_balanced_c025_q01_q09_session_long_firewall_pack,,,,,,"mt5_probe_package_ready_runtime_execution_required(MT5 탐침 패키지 준비, 런타임 실행 필요)",5827.0,53.0,,,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,2026-06-01,completed_stage342C_f01_session_long_firewall_mt5_probe_executed_review_required_no_selection,mt5_f01_session_long_firewall_probe_outputs_available_review_required_no_selection,stage342C_open_run342D_review_f01_session_long_firewall_probe,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342C/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342C_f01_session_long_firewall_mt5_probe.md,9,9,research_development_f01_session_long_firewall_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe,,151.49,3.47,,1.53,23.0,mt5_f01_session_long_firewall_probe_outputs_available_review_required_no_selection,,,29135.0,,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,2026-06-01,completed_stage342C_f01_session_long_firewall_mt5_probe_executed_review_required_no_selection,mt5_f01_session_long_firewall_probe_outputs_available_review_required_no_selection,stage342C_open_run342D_review_f01_session_long_firewall_probe,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342C/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342C_f01_session_long_firewall_mt5_probe.md,9,9,research_development_f01_session_long_firewall_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier B separate(Tier B 분리),Tier B,missing_required,,,,,,,missing_required(필수 누락),,,,,
342_session_long_firewall__early_long_filter_mt5_probe,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,run342B_materialize_f01_session_long_firewall_mt5_probe_package_without_db_v1,2026-06-01,completed_stage342C_f01_session_long_firewall_mt5_probe_executed_review_required_no_selection,mt5_f01_session_long_firewall_probe_outputs_available_review_required_no_selection,stage342C_open_run342D_review_f01_session_long_firewall_probe,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342C/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342C_f01_session_long_firewall_mt5_probe.md,9,9,research_development_f01_session_long_firewall_mt5_runtime_probe_attempt_only_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A+B combined(Tier A+B 합산),Tier A+B,same_as_tier_a_until_tier_b_available,,151.49,3.47,,1.53,23.0,same_as_tier_a_until_tier_b_available,,,29135.0,,5.0
342_session_long_firewall__early_long_filter_mt5_probe,run342D_review_f01_session_long_firewall_mt5_probe_without_db_v1,run342C_execute_f01_session_long_firewall_mt5_probe_without_db_v1,2026-06-01,completed_stage342D_session_long_firewall_reviewed_profit_quality_clue_trade_shape_blocked_no_selection,hard_early_long_firewall_improves_profit_quality_but_trade_count_and_long_short_balance_block_selection,stage342D_open_run342E_soft_session_long_firewall_pressure_package,run342E_materialize_soft_session_long_firewall_mt5_probe_package_without_db_v1,stages/342_session_long_firewall__early_long_filter_mt5_probe/02_runs/run342D/final_decision.json,stages/342_session_long_firewall__early_long_filter_mt5_probe/03_reviews/run342D_f01_session_long_firewall_mt5_probe_review.md,9,9,research_development_review_only_f01_session_long_firewall_mt5_probe_no_candidate_selection_no_forward_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,Tier A separate(Tier A 분리),Tier A,mt5_runtime_probe_review,logreg_balanced_c025_e04_q09_blk_early_long,151.49,3.47,99.31,1.53,23.0,"positive_profit_quality_clue_selection_blocked(수익 품질 긍정 단서, 선정 차단)",,,29135.0,6.59,5.0
