variant_id,synthetic_trade_id,source,side,entry_time,exit_time,entry_hour,entry_month,entry_quarter,entry_price,exit_price,volume,pnl,p_short,p_flat,p_long,short_margin_vs_long,short_margin_vs_flat,fixed_hold_bars,label_source,feature_boundary,claim_boundary
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0001,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-02T16:40:00,2025-01-02T17:10:00,16,2025-01,2025Q1,20922.82,21165.64,0.1,-24.282,0.4614504576,0.1708108783,0.367738694,0.0937117636,0.2906395793,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0002,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-02T19:40:00,2025-01-02T20:10:00,19,2025-01,2025Q1,20803.69,20821.64,0.1,-1.795,0.4470454156,0.1891828179,0.3637718558,0.0832735598,0.2578625977,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0003,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-07T17:25:00,2025-01-07T17:55:00,17,2025-01,2025Q1,21365.76,21250.46,0.1,11.53,0.4495256841,0.1815479249,0.3689264357,0.0805992484,0.2679777592,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0004,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-08T19:35:00,2025-01-08T20:05:00,19,2025-01,2025Q1,20973.66,21086.11,0.1,-11.245,0.4498614371,0.1878269166,0.362311542,0.0875498951,0.2620345205,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0005,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-10T16:55:00,2025-01-10T17:25:00,16,2025-01,2025Q1,20804.61,20771.43,0.1,3.318,0.4505494833,0.1332540363,0.4161964059,0.0343530774,0.317295447,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0006,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-21T17:00:00,2025-01-21T17:30:00,17,2025-01,2025Q1,21443.6,21452.67,0.1,-0.907,0.4474393427,0.1641198695,0.3884408176,0.0589985251,0.2833194732,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0007,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-30T18:20:00,2025-01-30T18:50:00,18,2025-01,2025Q1,21319.25,21411.32,0.1,-9.207,0.4454261065,0.1784839034,0.3760901093,0.0693359972,0.2669422031,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0008,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-01-31T20:40:00,2025-01-31T21:10:00,20,2025-01,2025Q1,21626.35,21544.18,0.1,8.217,0.4470951259,0.1949350983,0.3579698205,0.0891253054,0.2521600276,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0009,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-02-18T16:55:00,2025-02-18T17:25:00,16,2025-02,2025Q1,22115.43,22084.63,0.1,3.08,0.4543319046,0.1703398824,0.3753283024,0.0790036022,0.2839920222,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0010,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),short,2025-02-24T17:00:00,2025-02-24T17:30:00,17,2025-02,2025Q1,21490.78,21431.98,0.1,5.88,0.4609825015,0.1728325188,0.3661849797,0.0947975218,0.2881499827,6,US100 raw M5 bid/ask proxy(US100 원천 M5 bid/ask 프록시),"entry-known probabilities and hour only; future bars label evaluation only(진입시점 확률/시간만 피처, 미래 봉은 라벨 평가 전용)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
