variant_id,split,tier,slot_width_minutes,rule_count,rows,context_nonflat,context_long,context_short,context_rule_nonflat
v38_v22_slot3_8_relax_h3c0_no_b,train,Tier B,40,9,8970,1836,734,1102,"{""s0_short_rsi_le65"": 401, ""s1_long_breadth_ge75"": 116, ""s2_short_vix_ge20"": 21, ""s3_long_ppo_le80"": 245, ""s4_short_ret_ge67"": 221, ""s5_long_breadth_le20"": 138, ""s6_short_us_le33"": 249, ""s7_long_us_le33"": 235, ""s8_short_hv_ge20"": 210}"
v38_v22_slot3_8_relax_h3c0_no_b,validation,Tier A,40,9,9844,1378,599,779,"{""s0_short_rsi_le65"": 155, ""s1_long_breadth_ge75"": 158, ""s2_short_vix_ge20"": 155, ""s3_long_ppo_le80"": 163, ""s4_short_ret_ge67"": 152, ""s5_long_breadth_le20"": 136, ""s6_short_us_le33"": 152, ""s7_long_us_le33"": 142, ""s8_short_hv_ge20"": 165}"
v38_v22_slot3_8_relax_h3c0_no_b,validation,Tier B,40,9,2366,410,190,220,"{""s0_short_rsi_le65"": 35, ""s1_long_breadth_ge75"": 23, ""s2_short_vix_ge20"": 16, ""s3_long_ppo_le80"": 76, ""s4_short_ret_ge67"": 56, ""s5_long_breadth_le20"": 31, ""s6_short_us_le33"": 57, ""s7_long_us_le33"": 60, ""s8_short_hv_ge20"": 56}"
v38_v22_slot3_8_relax_h3c0_no_b,oos,Tier A,40,9,7584,1009,447,562,"{""s0_short_rsi_le65"": 101, ""s1_long_breadth_ge75"": 115, ""s2_short_vix_ge20"": 119, ""s3_long_ppo_le80"": 114, ""s4_short_ret_ge67"": 117, ""s5_long_breadth_le20"": 102, ""s6_short_us_le33"": 111, ""s7_long_us_le33"": 116, ""s8_short_hv_ge20"": 114}"
v38_v22_slot3_8_relax_h3c0_no_b,oos,Tier B,40,9,1062,230,96,134,"{""s0_short_rsi_le65"": 28, ""s1_long_breadth_ge75"": 7, ""s2_short_vix_ge20"": 14, ""s3_long_ppo_le80"": 32, ""s4_short_ret_ge67"": 22, ""s5_long_breadth_le20"": 18, ""s6_short_us_le33"": 35, ""s7_long_us_le33"": 39, ""s8_short_hv_ge20"": 35}"
v39_v22_slot5_8_relax_h3c0_no_b,train,Tier A,40,9,29222,4296,1877,2419,"{""s0_short_rsi_le65"": 487, ""s1_long_breadth_ge75"": 505, ""s2_short_vix_ge20"": 472, ""s3_long_bb_le50"": 384, ""s4_short_ret_ge67"": 493, ""s5_long_ret_le33"": 502, ""s6_short_us_le33"": 473, ""s7_long_us_le33"": 486, ""s8_short_hv_ge20"": 494}"
v39_v22_slot5_8_relax_h3c0_no_b,train,Tier B,40,9,8970,1803,701,1102,"{""s0_short_rsi_le65"": 401, ""s1_long_breadth_ge75"": 116, ""s2_short_vix_ge20"": 21, ""s3_long_bb_le50"": 144, ""s4_short_ret_ge67"": 221, ""s5_long_ret_le33"": 206, ""s6_short_us_le33"": 249, ""s7_long_us_le33"": 235, ""s8_short_hv_ge20"": 210}"
v39_v22_slot5_8_relax_h3c0_no_b,validation,Tier A,40,9,9844,1380,601,779,"{""s0_short_rsi_le65"": 155, ""s1_long_breadth_ge75"": 158, ""s2_short_vix_ge20"": 155, ""s3_long_bb_le50"": 140, ""s4_short_ret_ge67"": 152, ""s5_long_ret_le33"": 161, ""s6_short_us_le33"": 152, ""s7_long_us_le33"": 142, ""s8_short_hv_ge20"": 165}"
v39_v22_slot5_8_relax_h3c0_no_b,validation,Tier B,40,9,2366,411,191,220,"{""s0_short_rsi_le65"": 35, ""s1_long_breadth_ge75"": 23, ""s2_short_vix_ge20"": 16, ""s3_long_bb_le50"": 49, ""s4_short_ret_ge67"": 56, ""s5_long_ret_le33"": 59, ""s6_short_us_le33"": 57, ""s7_long_us_le33"": 60, ""s8_short_hv_ge20"": 56}"
v39_v22_slot5_8_relax_h3c0_no_b,oos,Tier A,40,9,7584,1001,439,562,"{""s0_short_rsi_le65"": 101, ""s1_long_breadth_ge75"": 115, ""s2_short_vix_ge20"": 119, ""s3_long_bb_le50"": 88, ""s4_short_ret_ge67"": 117, ""s5_long_ret_le33"": 120, ""s6_short_us_le33"": 111, ""s7_long_us_le33"": 116, ""s8_short_hv_ge20"": 114}"
v39_v22_slot5_8_relax_h3c0_no_b,oos,Tier B,40,9,1062,229,95,134,"{""s0_short_rsi_le65"": 28, ""s1_long_breadth_ge75"": 7, ""s2_short_vix_ge20"": 14, ""s3_long_bb_le50"": 17, ""s4_short_ret_ge67"": 22, ""s5_long_ret_le33"": 32, ""s6_short_us_le33"": 35, ""s7_long_us_le33"": 39, ""s8_short_hv_ge20"": 35}"
v40_v22_slot3_5_8_relax_h3c0_no_b,train,Tier A,40,9,29222,4389,1970,2419,"{""s0_short_rsi_le65"": 487, ""s1_long_breadth_ge75"": 505, ""s2_short_vix_ge20"": 472, ""s3_long_ppo_le80"": 477, ""s4_short_ret_ge67"": 493, ""s5_long_ret_le33"": 502, ""s6_short_us_le33"": 473, ""s7_long_us_le33"": 486, ""s8_short_hv_ge20"": 494}"
v40_v22_slot3_5_8_relax_h3c0_no_b,train,Tier B,40,9,8970,1904,802,1102,"{""s0_short_rsi_le65"": 401, ""s1_long_breadth_ge75"": 116, ""s2_short_vix_ge20"": 21, ""s3_long_ppo_le80"": 245, ""s4_short_ret_ge67"": 221, ""s5_long_ret_le33"": 206, ""s6_short_us_le33"": 249, ""s7_long_us_le33"": 235, ""s8_short_hv_ge20"": 210}"
v40_v22_slot3_5_8_relax_h3c0_no_b,validation,Tier A,40,9,9844,1403,624,779,"{""s0_short_rsi_le65"": 155, ""s1_long_breadth_ge75"": 158, ""s2_short_vix_ge20"": 155, ""s3_long_ppo_le80"": 163, ""s4_short_ret_ge67"": 152, ""s5_long_ret_le33"": 161, ""s6_short_us_le33"": 152, ""s7_long_us_le33"": 142, ""s8_short_hv_ge20"": 165}"
v40_v22_slot3_5_8_relax_h3c0_no_b,validation,Tier B,40,9,2366,438,218,220,"{""s0_short_rsi_le65"": 35, ""s1_long_breadth_ge75"": 23, ""s2_short_vix_ge20"": 16, ""s3_long_ppo_le80"": 76, ""s4_short_ret_ge67"": 56, ""s5_long_ret_le33"": 59, ""s6_short_us_le33"": 57, ""s7_long_us_le33"": 60, ""s8_short_hv_ge20"": 56}"
v40_v22_slot3_5_8_relax_h3c0_no_b,oos,Tier A,40,9,7584,1027,465,562,"{""s0_short_rsi_le65"": 101, ""s1_long_breadth_ge75"": 115, ""s2_short_vix_ge20"": 119, ""s3_long_ppo_le80"": 114, ""s4_short_ret_ge67"": 117, ""s5_long_ret_le33"": 120, ""s6_short_us_le33"": 111, ""s7_long_us_le33"": 116, ""s8_short_hv_ge20"": 114}"
v40_v22_slot3_5_8_relax_h3c0_no_b,oos,Tier B,40,9,1062,244,110,134,"{""s0_short_rsi_le65"": 28, ""s1_long_breadth_ge75"": 7, ""s2_short_vix_ge20"": 14, ""s3_long_ppo_le80"": 32, ""s4_short_ret_ge67"": 22, ""s5_long_ret_le33"": 32, ""s6_short_us_le33"": 35, ""s7_long_us_le33"": 39, ""s8_short_hv_ge20"": 35}"
