run_id,variant_id,split,trade_index,direction,open_time,close_time,hold_bars,net_profit,session_slice,volatility_regime,trend_regime,adx_bucket,spread_regime
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,1,sell,2025-01-02 16:35:00,2025-01-02 16:50:00,3.0,-3.65,early,vol_mid,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,2,buy,2025-01-02 16:50:00,2025-01-02 17:40:00,10.0,-5.01,early,vol_high,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,3,buy,2025-01-02 17:45:00,2025-01-02 18:35:00,10.0,5.44,early,vol_high,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,4,buy,2025-01-02 18:40:00,2025-01-02 19:30:00,10.0,-15.28,mid,vol_high,downtrend,adx_20_25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,5,buy,2025-01-02 19:35:00,2025-01-02 19:50:00,3.0,-10.91,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,6,sell,2025-01-02 19:50:00,2025-01-02 20:40:00,10.0,-1.88,mid,vol_high,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,7,buy,2025-01-02 20:45:00,2025-01-02 21:15:00,6.0,0.11,late,vol_high,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,8,sell,2025-01-02 21:15:00,2025-01-02 21:30:00,3.0,-4.75,late,vol_high,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,9,buy,2025-01-02 21:30:00,2025-01-03 16:50:00,232.0,24.84,late,vol_high,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,10,buy,2025-01-03 16:55:00,2025-01-03 17:45:00,10.0,2.54,early,vol_high,downtrend,adx_gt25,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,11,buy,2025-01-03 17:50:00,2025-01-03 18:40:00,10.0,7.83,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,nf_h10c0_s400l300_b_sadx,validation,12,buy,2025-01-03 18:45:00,2025-01-03 19:35:00,10.0,-1.73,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
