run_id,variant_id,split,trade_index,direction,open_time,close_time,hold_bars,net_profit,session_slice,volatility_regime,trend_regime,adx_bucket,spread_regime
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,1,sell,2025-01-02 16:35:00,2025-01-02 16:50:00,3.0,-3.65,early,vol_mid,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,2,buy,2025-01-02 16:50:00,2025-01-02 17:10:00,4.0,11.32,early,vol_high,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,3,buy,2025-01-02 18:20:00,2025-01-02 18:40:00,4.0,3.12,early,vol_high,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,4,sell,2025-01-02 19:50:00,2025-01-02 20:10:00,4.0,-7.35,mid,vol_high,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,5,sell,2025-01-02 21:15:00,2025-01-02 21:35:00,4.0,-3.0,late,vol_high,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,6,buy,2025-01-03 17:10:00,2025-01-03 17:15:00,1.0,-5.61,early,vol_high,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,7,sell,2025-01-03 17:15:00,2025-01-03 17:20:00,1.0,2.42,early,vol_high,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,8,buy,2025-01-03 17:20:00,2025-01-03 17:40:00,4.0,2.87,early,vol_high,downtrend,adx_gt25,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,9,buy,2025-01-03 18:45:00,2025-01-03 19:05:00,4.0,0.73,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,et40c12_h4_s220l140_b,validation,10,buy,2025-01-06 16:35:00,2025-01-06 16:55:00,4.0,4.97,early,vol_mid,downtrend,adx_20_25,spread_low
