run_id,variant_id,split,trade_index,direction,open_time,close_time,hold_bars,net_profit,session_slice,volatility_regime,trend_regime,adx_bucket,spread_regime
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,1,sell,2025-01-02 16:35:00,2025-01-02 16:50:00,3.0,-3.65,early,vol_mid,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,2,buy,2025-01-02 16:50:00,2025-01-02 17:20:00,6.0,5.46,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,3,buy,2025-01-02 17:25:00,2025-01-02 18:00:00,7.0,0.57,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,4,buy,2025-01-02 18:05:00,2025-01-02 18:35:00,6.0,9.28,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,5,buy,2025-01-02 18:40:00,2025-01-02 19:10:00,6.0,-1.52,mid,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,6,buy,2025-01-02 19:15:00,2025-01-02 19:45:00,6.0,-27.92,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,7,sell,2025-01-02 19:50:00,2025-01-02 20:20:00,6.0,-3.81,mid,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,8,sell,2025-01-02 20:25:00,2025-01-02 20:45:00,4.0,-1.83,late,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,9,buy,2025-01-02 20:45:00,2025-01-02 21:15:00,6.0,0.11,late,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,10,sell,2025-01-02 21:20:00,2025-01-02 21:30:00,2.0,-3.55,late,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,11,buy,2025-01-02 21:30:00,2025-01-02 21:50:00,4.0,0.53,late,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,12,sell,2025-01-02 21:50:00,2025-01-03 16:40:00,226.0,-29.55,late,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,13,buy,2025-01-03 16:40:00,2025-01-03 17:10:00,6.0,-1.0,early,vol_mid,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,14,buy,2025-01-03 17:15:00,2025-01-03 17:45:00,6.0,2.53,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,15,buy,2025-01-03 17:50:00,2025-01-03 18:20:00,6.0,0.29,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,16,buy,2025-01-03 18:25:00,2025-01-03 18:55:00,6.0,8.63,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,17,buy,2025-01-03 19:00:00,2025-01-03 19:30:00,6.0,-1.61,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,18,buy,2025-01-03 19:35:00,2025-01-03 20:10:00,7.0,1.19,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,19,buy,2025-01-06 16:35:00,2025-01-06 17:05:00,6.0,4.17,early,vol_mid,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,20,buy,2025-01-06 17:15:00,2025-01-06 17:50:00,7.0,2.06,early,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,21,buy,2025-01-06 17:55:00,2025-01-06 18:45:00,10.0,-1.58,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,22,buy,2025-01-06 22:00:00,2025-01-07 16:40:00,224.0,4.06,late,vol_mid,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,23,sell,2025-01-07 16:40:00,2025-01-07 16:50:00,2.0,-5.8,early,vol_mid,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,24,buy,2025-01-07 16:50:00,2025-01-07 17:00:00,2.0,-4.76,early,vol_mid,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,25,sell,2025-01-07 17:00:00,2025-01-07 17:30:00,6.0,13.38,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,26,sell,2025-01-07 17:35:00,2025-01-07 18:00:00,5.0,-4.15,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,27,buy,2025-01-07 18:00:00,2025-01-07 18:30:00,6.0,0.63,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,28,buy,2025-01-07 18:35:00,2025-01-07 19:05:00,6.0,-7.12,mid,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,29,buy,2025-01-07 19:10:00,2025-01-07 19:40:00,6.0,-1.7,mid,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,30,buy,2025-01-07 19:45:00,2025-01-07 20:15:00,6.0,7.23,mid,vol_mid,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,31,buy,2025-01-07 20:20:00,2025-01-07 20:45:00,5.0,-5.1,late,vol_mid,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,32,sell,2025-01-07 20:45:00,2025-01-07 21:15:00,6.0,-1.53,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,33,buy,2025-01-08 16:35:00,2025-01-08 16:50:00,3.0,-0.45,early,vol_mid,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,34,sell,2025-01-08 16:50:00,2025-01-08 16:55:00,1.0,4.83,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,35,buy,2025-01-08 16:55:00,2025-01-08 17:25:00,6.0,-1.3,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,36,buy,2025-01-08 17:30:00,2025-01-08 18:00:00,6.0,6.81,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,37,buy,2025-01-08 18:05:00,2025-01-08 18:35:00,6.0,4.13,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,38,buy,2025-01-08 18:40:00,2025-01-08 19:10:00,6.0,-6.75,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,39,buy,2025-01-08 19:15:00,2025-01-08 19:20:00,1.0,-0.76,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,40,sell,2025-01-08 19:20:00,2025-01-08 19:50:00,6.0,5.28,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,41,sell,2025-01-08 19:55:00,2025-01-08 20:05:00,2.0,-6.58,mid,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,42,buy,2025-01-08 20:05:00,2025-01-08 20:10:00,1.0,-0.28,mid,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,43,sell,2025-01-08 20:10:00,2025-01-08 20:15:00,1.0,-1.93,mid,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,44,buy,2025-01-08 20:15:00,2025-01-08 20:45:00,6.0,3.92,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,45,buy,2025-01-08 20:50:00,2025-01-08 20:55:00,1.0,-5.08,late,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,46,sell,2025-01-08 20:55:00,2025-01-08 21:10:00,3.0,-9.9,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,47,buy,2025-01-08 21:10:00,2025-01-08 21:15:00,1.0,-6.35,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,48,sell,2025-01-08 21:15:00,2025-01-08 21:20:00,1.0,-4.83,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,49,buy,2025-01-08 21:20:00,2025-01-08 21:25:00,1.0,1.02,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,50,sell,2025-01-08 21:25:00,2025-01-08 21:30:00,1.0,-3.16,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,51,buy,2025-01-08 21:30:00,2025-01-08 21:35:00,1.0,-6.26,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,52,sell,2025-01-08 21:35:00,2025-01-08 21:40:00,1.0,1.17,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,53,buy,2025-01-08 21:40:00,2025-01-08 22:00:00,4.0,-0.72,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,54,sell,2025-01-08 22:00:00,2025-01-10 16:35:00,511.0,17.32,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,55,buy,2025-01-10 16:35:00,2025-01-10 17:05:00,6.0,-22.0,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,56,buy,2025-01-10 17:10:00,2025-01-10 17:40:00,6.0,16.99,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,57,buy,2025-01-10 17:45:00,2025-01-10 18:15:00,6.0,-12.32,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,58,buy,2025-01-10 18:20:00,2025-01-10 18:50:00,6.0,0.82,early,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,59,buy,2025-01-10 18:55:00,2025-01-10 19:25:00,6.0,-3.65,mid,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,60,buy,2025-01-10 19:30:00,2025-01-10 20:00:00,6.0,7.86,mid,vol_high,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,61,buy,2025-01-10 20:05:00,2025-01-10 20:35:00,6.0,10.47,mid,vol_high,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,62,buy,2025-01-10 20:40:00,2025-01-10 21:05:00,5.0,-0.53,late,vol_mid,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,63,sell,2025-01-10 21:05:00,2025-01-10 21:35:00,6.0,5.26,late,vol_mid,downtrend,adx_gt25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,64,sell,2025-01-10 21:40:00,2025-01-13 16:40:00,804.0,34.86,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,65,sell,2025-01-13 16:45:00,2025-01-13 17:15:00,6.0,0.68,early,vol_mid,downtrend,adx_20_25,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,66,buy,2025-01-13 17:20:00,2025-01-13 17:25:00,1.0,-3.72,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,67,sell,2025-01-13 17:25:00,2025-01-13 17:30:00,1.0,3.08,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,68,buy,2025-01-13 17:30:00,2025-01-13 17:35:00,1.0,4.06,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,69,sell,2025-01-13 17:35:00,2025-01-13 17:50:00,3.0,-11.98,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,70,buy,2025-01-13 17:50:00,2025-01-13 17:55:00,1.0,-5.63,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,71,sell,2025-01-13 17:55:00,2025-01-13 18:00:00,1.0,2.38,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,72,buy,2025-01-13 18:00:00,2025-01-13 18:05:00,1.0,-1.38,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,73,sell,2025-01-13 18:05:00,2025-01-13 18:10:00,1.0,1.87,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,74,buy,2025-01-13 18:10:00,2025-01-13 18:20:00,2.0,-0.35,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,75,sell,2025-01-13 18:20:00,2025-01-13 18:25:00,1.0,0.32,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,76,buy,2025-01-13 18:25:00,2025-01-13 18:40:00,3.0,0.58,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,77,sell,2025-01-13 18:40:00,2025-01-13 18:45:00,1.0,-5.22,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,78,buy,2025-01-13 18:45:00,2025-01-13 19:00:00,3.0,-8.05,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,79,sell,2025-01-13 19:00:00,2025-01-13 19:10:00,2.0,-4.95,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,80,buy,2025-01-13 19:10:00,2025-01-13 19:15:00,1.0,2.41,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,81,sell,2025-01-13 19:15:00,2025-01-13 19:20:00,1.0,-2.27,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,82,buy,2025-01-13 19:20:00,2025-01-13 19:50:00,6.0,0.68,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,83,buy,2025-01-13 19:55:00,2025-01-13 20:20:00,5.0,1.89,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,84,sell,2025-01-13 20:20:00,2025-01-13 20:25:00,1.0,-0.56,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,85,buy,2025-01-13 20:25:00,2025-01-13 20:30:00,1.0,2.23,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,86,sell,2025-01-13 20:30:00,2025-01-13 20:35:00,1.0,-0.97,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,87,buy,2025-01-13 20:35:00,2025-01-13 20:55:00,4.0,-2.51,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,88,sell,2025-01-13 20:55:00,2025-01-13 21:10:00,3.0,0.54,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,89,buy,2025-01-13 21:10:00,2025-01-13 21:15:00,1.0,-2.03,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,90,sell,2025-01-13 21:15:00,2025-01-13 21:45:00,6.0,-6.7,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,nfv_h6_s37l24_bcm,validation,91,sell,2025-01-13 21:50:00,2025-01-14 16:35:00,225.0,-19.89,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
