run_id,input_path,exists,sha256,source_run_id,data_role(데이터 역할),effect(효과),claim_boundary(주장 경계)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364T/final_decision.json,True,d341dfa388d5b1795b71466fe61ea5dd4fcdef7ae512cce3f98c7afc87fa855d,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364T/required_gate_coverage_audit.csv,True,2e2c7a4551cdd01dc0117cb29233460be6978575061479733ce5735746eaccc2,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364T/run364U_density_side_balance_repair_queue.csv,True,c24632a5dddddf0851360da04c85ccecbc7314d5f2565b9b5ae6a06ed11f4cf3,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364T/density_guardrail_audit.csv,True,af7baaa5e63efe536203cd690241c57249776b7b1cfb9e56b5dedb25ce17d990,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364T/review_findings.csv,True,2dd5cc4234e6be24a2f3c3636e5bc04788a06399ee59750d73036995ffe47fed,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364T/closed_trade_attribution.csv,True,bf58f44608155236ce0fefcb4d867c7dee41484035c3de6d506c96b48fa349c8,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364T_drawdown_side_balance_overlay_mt5_runtime_probe_review.md,True,2c4ca54aeba180c6d524ba586f356ead37d4561ee70f1e37a5da09472e05de48,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/expected_tapes/adx_side_filter_expected_probability_tape.csv,True,8fd53a43e2ba3cd8ac24605509f7cf97da6aa81256feaffb9be3b43a229bfc45,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/expected_tapes/adx_side_filter_expected_trade_tape.csv,True,88e48ece5ddcb24b8253778f3f74b8fce02c167582db4587d772ff05a3a1d530,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/adx_side_filter_expected_comparison.csv,True,de23574b5a9aa875d9807b1452993fb26578f172eb57113c9b566991d1386e6b,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/final_decision.json,True,e5101813a41df2a48dcbf27f8f6a2af4ee59b890d119047512be22a3e06c29fa,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/required_gate_coverage_audit.csv,True,35fde230946825a07d163d998e2ae5565d35620be77cb20b70cadc793ad322a6,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_order.json,True,d7a1067f22872488e8ef8c2fa66dbc644b3845662164dd6d9584c0a6d5a883cc,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_matrices/density_lift_trade_shape_features.csv,True,b30205801b5d8c3615d886adafd7053e225179a31aaac01d4782d36c391990ca,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/expected_tapes/density_lift_expected_probability_tape.csv,True,7d64cbf175f2bb35f440a57d872803479c90cee49a963b9a35024ca648eb6fe1,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/expected_tapes/mt5_native_maxhold_expected_trade_tape.csv,True,452b4403cd5d46b7b0b34fb0a117e284db512c19853a8dd789ce70b528ce319d,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/short_router_proxy_surface.csv,True,87c3f5b0acf38184ac18395f11083366188781473a24b40dcafdddcfacbcbd79,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,stage_pipelines/stage364/materialize_density_side_balance_repair_inputs_without_db.py,True,90ead7c65ff2b1dd7d3e4fd82f4909851ce9ac39c9d398e7ac73c277fb525fd5,local_current_project_state(로컬 현재 프로젝트 상태),parent_review_or_runtime_repair_source(부모 검토 또는 런타임 수리 원천),input identity(입력 정체성)를 고정해 다음 scout(탐색)가 같은 근거에서 재현된다.,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
