profile_id,profile_role,split,entry_signal_timestamp,exit_signal_timestamp,entry_raw_index,exit_raw_index,side,entry_price,exit_price,entry_atr,hold_bars,exit_reason,gross_log_return,net_log_return,proxy_cost_log_return,execution_boundary
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-01 20:30:00+00:00,2022-09-01 21:30:00+00:00,6578,6589,1,12109.47,12165.4,25.99077033996582,12,max_hold,0.004608065787323312,0.0045580657873233125,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-01 21:35:00+00:00,2022-09-02 16:40:00+00:00,6591,6807,1,12191.15,12339.57,25.790315628051758,217,max_hold,0.012100893174812555,0.012050893174812555,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-02 17:15:00+00:00,2022-09-02 18:15:00+00:00,6815,6826,1,12353.95,12407.0,37.941925048828125,12,max_hold,0.004284979467355399,0.004234979467355399,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-06 18:55:00+00:00,2022-09-06 19:55:00+00:00,7339,7350,1,12120.95,12061.25,42.08830642700195,12,max_hold,-0.004937526055222463,-0.004987526055222463,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-07 16:40:00+00:00,2022-09-07 17:40:00+00:00,7588,7599,1,12102.35,12071.4,19.96196746826172,12,max_hold,-0.002560630180351353,-0.0026106301803513533,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-07 17:45:00+00:00,2022-09-07 18:45:00+00:00,7601,7612,1,12062.65,12115.9,30.89887046813965,12,max_hold,0.004404737760957289,0.004354737760957289,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-07 18:55:00+00:00,2022-09-07 19:55:00+00:00,7615,7626,1,12151.9,12152.9,26.817638397216797,12,max_hold,8.228827232237279e-05,3.228827232237279e-05,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-07 20:05:00+00:00,2022-09-07 21:05:00+00:00,7629,7640,1,12174.85,12252.9,23.685880661010742,12,max_hold,0.006390295103162913,0.006340295103162913,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-07 21:25:00+00:00,2022-09-08 16:40:00+00:00,7645,7863,1,12218.15,12155.5,22.166662216186523,219,max_hold,-0.005140808863316693,-0.005190808863316692,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-08 16:55:00+00:00,2022-09-08 17:55:00+00:00,7867,7878,1,12247.45,12312.75,32.36620330810547,12,max_hold,0.005317558804149414,0.005267558804149414,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-08 18:00:00+00:00,2022-09-08 19:00:00+00:00,7880,7891,1,12338.75,12314.87,36.891910552978516,12,max_hold,-0.0019372414654128534,-0.0019872414654128535,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-08 20:15:00+00:00,2022-09-08 21:15:00+00:00,7907,7918,1,12270.5,12251.0,34.15314865112305,12,max_hold,-0.0015904413767877656,-0.0016404413767877656,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-09 16:50:00+00:00,2022-09-09 17:50:00+00:00,8142,8153,1,12475.2,12559.82,21.337865829467773,12,max_hold,0.006760156153969632,0.006710156153969632,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-09 18:40:00+00:00,2022-09-09 19:40:00+00:00,8164,8175,1,12573.7,12547.2,24.669574737548828,12,max_hold,-0.0021097978042057264,-0.0021597978042057265,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-09 19:50:00+00:00,2022-09-09 20:55:00+00:00,8178,8190,1,12562.45,12583.95,22.061269760131836,13,max_hold,0.0017099867367829091,0.0016599867367829092,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-12 16:45:00+00:00,2022-09-12 17:45:00+00:00,8416,8427,1,12686.9,12726.15,15.633543968200684,12,max_hold,0.0030889665907363195,0.0030389665907363194,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-12 20:10:00+00:00,2022-09-12 21:10:00+00:00,8457,8468,1,12732.15,12725.4,22.485719680786133,12,max_hold,-0.0005302945615888177,-0.0005802945615888177,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-14 16:45:00+00:00,2022-09-14 17:45:00+00:00,8967,8978,1,12109.6,12124.95,27.59493637084961,12,max_hold,0.00126678663748514,0.00121678663748514,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-14 17:55:00+00:00,2022-09-14 18:55:00+00:00,8981,8992,1,12151.45,12157.95,39.059654235839844,12,max_hold,0.0005347725698623407,0.00048477256986234065,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-14 19:50:00+00:00,2022-09-14 20:50:00+00:00,9004,9015,1,12163.95,12081.45,26.926973342895508,12,max_hold,-0.006805440900844673,-0.006855440900844672,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-15 20:05:00+00:00,2022-09-15 21:05:00+00:00,9283,9294,1,12049.2,11966.95,26.674718856811523,12,max_hold,-0.006849584265200548,-0.0068995842652005476,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-16 21:30:00+00:00,2022-09-19 16:40:00+00:00,9576,9792,1,11800.45,11799.1,24.114648818969727,217,max_hold,-0.0001144089613127619,-0.0001644089613127619,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-19 16:45:00+00:00,2022-09-19 17:45:00+00:00,9794,9805,1,11824.6,11891.85,18.891374588012695,12,max_hold,0.005671184367219695,0.005621184367219695,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-19 17:50:00+00:00,2022-09-19 18:50:00+00:00,9807,9818,1,11885.6,11824.85,26.98508071899414,12,max_hold,-0.005124334032892364,-0.005174334032892363,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-19 19:40:00+00:00,2022-09-19 20:40:00+00:00,9829,9840,1,11847.1,11842.85,24.26943588256836,12,max_hold,-0.0003588019430686984,-0.0004088019430686984,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-20 18:10:00+00:00,2022-09-20 19:10:00+00:00,10087,10098,1,11906.15,11932.02,25.265460968017578,12,max_hold,0.0021704694744588693,0.002120469474458869,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-21 17:25:00+00:00,2022-09-21 18:25:00+00:00,10354,10365,1,11903.95,11888.2,19.57021713256836,12,max_hold,-0.0013239662914585892,-0.0013739662914585892,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-21 19:35:00+00:00,2022-09-21 20:35:00+00:00,10380,10391,1,11931.9,11920.2,14.61194133758545,12,max_hold,-0.00098104577277347,-0.00103104577277347,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-21 20:45:00+00:00,2022-09-21 21:45:00+00:00,10394,10405,1,11933.7,12008.7,12.71778392791748,12,max_hold,0.006265056578971695,0.006215056578971695,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-21 22:00:00+00:00,2022-09-22 16:40:00+00:00,10409,10620,1,12001.25,11554.72,68.61304473876953,212,max_hold,-0.037916799531178214,-0.037966799531178215,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-26 16:40:00+00:00,2022-09-26 17:40:00+00:00,11172,11183,1,11377.6,11432.6,26.725238800048828,12,max_hold,0.004822413357922883,0.004772413357922884,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-26 21:50:00+00:00,2022-09-27 16:40:00+00:00,11234,11447,1,11318.15,11488.45,29.824359893798828,214,max_hold,0.014934550990425066,0.014884550990425066,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-27 21:50:00+00:00,2022-09-28 16:40:00+00:00,11510,11723,1,11297.7,11229.4,29.119522094726562,214,max_hold,-0.006063826172244546,-0.006113826172244546,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-28 17:25:00+00:00,2022-09-28 18:25:00+00:00,11733,11744,1,11309.65,11393.15,40.10316848754883,12,max_hold,0.007355954024657052,0.007305954024657052,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-28 18:30:00+00:00,2022-09-28 19:30:00+00:00,11746,11757,1,11369.4,11403.15,35.32364273071289,12,max_hold,0.002964097100258911,0.002914097100258911,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-28 19:45:00+00:00,2022-09-28 20:45:00+00:00,11761,11772,1,11419.9,11426.9,26.709304809570312,12,max_hold,0.0006127773008959281,0.0005627773008959281,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-28 21:10:00+00:00,2022-09-29 16:40:00+00:00,11778,11999,1,11433.4,11274.85,20.236719131469727,222,max_hold,-0.013964314859729043,-0.014014314859729043,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,2022-09-30 17:35:00+00:00,2022-09-30 18:35:00+00:00,12287,12298,1,11238.65,11268.4,42.48428726196289,12,max_hold,0.00264361765101917,0.00259361765101917,5e-05,"closed_bar_signal_next_bar_open_proxy_stop_first_when_same_bar_ambiguous(종료봉 신호 다음 봉 시가 프록시, 같은 봉 동시 충돌은 손절 우선)"
