ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
frontier09A_stage_open_drawdown_clean_path_labeling_v1__stage_open,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09A_stage_open_drawdown_clean_path_labeling_v1,frontier09A_stage_open_drawdown_clean_path_labeling_v1__stage_open,frontier08D_stage_closeout_sample_weight_objective_v1,stage_open(단계 개방),not_applicable_stage_open(단계 개방에는 해당 없음),"planning_only_no_trading_kpi(계획 전용, 거래 KPI 없음)",,opened_frontier09_drawdown_clean_path_labeling_no_authority,stage_opened_after_grok_review_no_authority,stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09A_stage_open_drawdown_clean_path_labeling_v1_report.md,grok_classification=accepted(그록 분류=수용),no_model_no_wfo_no_mt5_no_authority(모델/WFO/MT5/권위 없음),not_applicable(해당 없음),next=frontier09B_drawdown_clean_path_label_proxy_scout_v1;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can drawdown-normalized clean path labels improve DD/curve quality?(손실폭 정규화 깨끗한 경로 라벨이 손실폭/곡선 품질을 개선하는가?),,,,,,,,,,,,,,,not_claimed,not_claimed,,,,stage_open(단계 개방),,,,,,,,,,,,,,,
frontier09B_drawdown_clean_path_label_proxy_scout_v1__tier_a_clean_path_label_model_scout,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09B_drawdown_clean_path_label_proxy_scout_v1,frontier09B_drawdown_clean_path_label_proxy_scout_v1__tier_a_clean_path_label_model_scout,frontier09A_stage_open_drawdown_clean_path_labeling_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"clean_path_label_model_scout_not_runtime(깨끗한 경로 라벨 모델 탐색, 런타임 아님)",clean_path_label_model_scout(깨끗한 경로 라벨 모델 탐색),drawdown_clean_path_label_preserved_clue_no_authority,preserved_clue(보존 단서),stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09B_drawdown_clean_path_label_proxy_scout_v1_report.md,best=f09b_payoff_adverse_ratio_v1_lt0p80_st0p80_lc0p70_sc0p70__f09b_f09b_payoff_adverse_ratio_v1_lt0p80_st0p80_lc0p70_sc0p70_lr_plain;strict=False;preserved=True;oos_pf=1.11125;oos_density=2.76336;oos_dd=13.3936,"argmax_only_no_threshold_no_wfo_no_mt5_no_authority(최대 확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",strict=0;preserved=18;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09B_drawdown_clean_path_label_proxy_scout_v1__tier_b_missing_required,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09B_drawdown_clean_path_label_proxy_scout_v1,frontier09B_drawdown_clean_path_label_proxy_scout_v1__tier_b_missing_required,frontier09A_stage_open_drawdown_clean_path_labeling_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),clean_path_label_model_scout(깨끗한 경로 라벨 모델 탐색),drawdown_clean_path_label_preserved_clue_no_authority,preserved_clue(보존 단서),stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09B_drawdown_clean_path_label_proxy_scout_v1_report.md,"missing_required_no_paired_source(필수 누락, 짝 원천 없음)","argmax_only_no_threshold_no_wfo_no_mt5_no_authority(최대 확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",Tier B paired materialization not available(티어 B 짝 물질화 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09B_drawdown_clean_path_label_proxy_scout_v1__tier_ab_combined_missing_required,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09B_drawdown_clean_path_label_proxy_scout_v1,frontier09B_drawdown_clean_path_label_proxy_scout_v1__tier_ab_combined_missing_required,frontier09A_stage_open_drawdown_clean_path_labeling_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),missing_required(필수 누락),clean_path_label_model_scout(깨끗한 경로 라벨 모델 탐색),drawdown_clean_path_label_preserved_clue_no_authority,preserved_clue(보존 단서),stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09B_drawdown_clean_path_label_proxy_scout_v1_report.md,"missing_required_no_combined_claim(필수 누락, 합산 주장 없음)","argmax_only_no_threshold_no_wfo_no_mt5_no_authority(최대 확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",combined record blocked by missing Tier B(티어 B 부재로 합산 기록 차단),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09C_clean_path_density_bridge_repair_v1__tier_a_clean_path_density_bridge_repair,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09C_clean_path_density_bridge_repair_v1,frontier09C_clean_path_density_bridge_repair_v1__tier_a_clean_path_density_bridge_repair,frontier09B_drawdown_clean_path_label_proxy_scout_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"clean_path_density_bridge_repair_not_runtime(깨끗한 경로 밀도 브리지 수리, 런타임 아님)",clean_path_density_bridge_repair(깨끗한 경로 밀도 브리지 수리),clean_path_density_bridge_preserved_clue_no_authority,preserved_clue(보존 단서),stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09C_clean_path_density_bridge_repair_v1_report.md,best=f09b_payoff_adverse_ratio_v2_lt1p00_st1p00_lc0p85_sc0p85__f09b_f09b_payoff_adverse_ratio_v2_lt1p00_st1p00_lc0p85_sc0p85_dirw1p90;strict=False;preserved=True;oos_pf=1.23306;oos_density=3.89313;oos_dd=14.6643,"argmax_only_no_threshold_no_wfo_no_mt5_no_authority(최대 확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",strict=0;preserved=16;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09C_clean_path_density_bridge_repair_v1__tier_b_missing_required,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09C_clean_path_density_bridge_repair_v1,frontier09C_clean_path_density_bridge_repair_v1__tier_b_missing_required,frontier09B_drawdown_clean_path_label_proxy_scout_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),clean_path_density_bridge_repair(깨끗한 경로 밀도 브리지 수리),clean_path_density_bridge_preserved_clue_no_authority,preserved_clue(보존 단서),stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09C_clean_path_density_bridge_repair_v1_report.md,"missing_required_no_paired_source(필수 누락, 짝 원천 없음)","argmax_only_no_threshold_no_wfo_no_mt5_no_authority(최대 확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",Tier B paired materialization not available(티어 B 짝 물질화 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09C_clean_path_density_bridge_repair_v1__tier_ab_combined_missing_required,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09C_clean_path_density_bridge_repair_v1,frontier09C_clean_path_density_bridge_repair_v1__tier_ab_combined_missing_required,frontier09B_drawdown_clean_path_label_proxy_scout_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),missing_required(필수 누락),clean_path_density_bridge_repair(깨끗한 경로 밀도 브리지 수리),clean_path_density_bridge_preserved_clue_no_authority,preserved_clue(보존 단서),stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09C_clean_path_density_bridge_repair_v1_report.md,"missing_required_no_combined_claim(필수 누락, 합산 주장 없음)","argmax_only_no_threshold_no_wfo_no_mt5_no_authority(최대 확률 전용, 임계값/WFO/MT5/권위 없음)","out_of_scope_by_claim_no_mt5(주장 범위 밖, MT5 없음)",combined record blocked by missing Tier B(티어 B 부재로 합산 기록 차단),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09D_stage_closeout_drawdown_clean_path_labeling_v1__tier_a_stage_closeout,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09D_stage_closeout_drawdown_clean_path_labeling_v1,frontier09D_stage_closeout_drawdown_clean_path_labeling_v1__tier_a_stage_closeout,frontier09C_clean_path_density_bridge_repair_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"stage_closeout_not_runtime(단계 마감, 런타임 아님)",stage_closeout(단계 마감),closed_preserved_clue_negative_memory_no_authority,preserved_clue_negative_memory_no_authority,stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09D_stage_closeout_drawdown_clean_path_labeling_v1_report.md,strict=0;preserved=16_after_repair;validation_dd_still_56_to_64;closed_no_authority,no_wfo_no_mt5_no_authority(WFO/MT5/권위 없음),not_run_validly_out_of_scope_no_strict_scout_clue(엄격 탐색 단서 없음으로 미실행 타당),preserved_clue_plus_negative_memory;reference_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09D_stage_closeout_drawdown_clean_path_labeling_v1__tier_b_missing_required,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09D_stage_closeout_drawdown_clean_path_labeling_v1,frontier09D_stage_closeout_drawdown_clean_path_labeling_v1__tier_b_missing_required,frontier09C_clean_path_density_bridge_repair_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_no_authority,preserved_clue_negative_memory_no_authority,stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09D_stage_closeout_drawdown_clean_path_labeling_v1_report.md,"missing_required_no_paired_source(필수 누락, 짝 원천 없음)",no_wfo_no_mt5_no_authority(WFO/MT5/권위 없음),not_run_validly_out_of_scope_no_strict_scout_clue(엄격 탐색 단서 없음으로 미실행 타당),Tier B paired materialization not available(티어 B 짝 물질화 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontier09D_stage_closeout_drawdown_clean_path_labeling_v1__tier_ab_combined_missing_required,stage_frontier_09__drawdown_normalized_clean_path_labeling,frontier09D_stage_closeout_drawdown_clean_path_labeling_v1,frontier09D_stage_closeout_drawdown_clean_path_labeling_v1__tier_ab_combined_missing_required,frontier09C_clean_path_density_bridge_repair_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_no_authority,preserved_clue_negative_memory_no_authority,stages/stage_frontier_09__drawdown_normalized_clean_path_labeling/03_reviews/frontier09D_stage_closeout_drawdown_clean_path_labeling_v1_report.md,"missing_required_no_combined_claim(필수 누락, 합산 주장 없음)",no_wfo_no_mt5_no_authority(WFO/MT5/권위 없음),not_run_validly_out_of_scope_no_strict_scout_clue(엄격 탐색 단서 없음으로 미실행 타당),combined record blocked by missing Tier B(티어 B 부재로 합산 기록 차단),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
