run_id,candidate_id,filter_step,filter_reason,removed_trade_count,removed_short_count,removed_net_profit,effect,claim_boundary,restored_trade_count,restored_short_count,source_variant_id,input_trade_count,selected_trade_count,no_trade_splitting
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj01_h17_focus_stress_delta_floor,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj01_h17_focus_stress_delta_floor,2,native_short_hour17_20_cost_soft_firewall(네이티브 숏 17/20시 비용 소프트 방화벽),19,19,-73.78,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj01_h17_focus_stress_delta_floor,3,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15,15,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj02_h17_focus_native_hour_cost_firewall_soft,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj02_h17_focus_native_hour_cost_firewall_soft,2,native_short_hour17_20_cost_soft_firewall(네이티브 숏 17/20시 비용 소프트 방화벽),19,19,-73.78,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj02_h17_focus_native_hour_cost_firewall_soft,3,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15,15,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj03_h17_focus_swap_negative_native_trim,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj03_h17_focus_swap_negative_native_trim,2,trim_weak_native_swap_hours(약한 네이티브 스왑 시간 제거),7,7,-49.58,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj03_h17_focus_swap_negative_native_trim,3,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3,3,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj04_h17_focus_cost_anchor_control,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1007,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj04_h17_focus_cost_anchor_control,2,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1007,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj05_month_of_year_08_overlay_soft_guard,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj05_month_of_year_08_overlay_soft_guard,2,native_short_hour17_20_cost_soft_firewall(네이티브 숏 17/20시 비용 소프트 방화벽),19,19,-73.78,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj05_month_of_year_08_overlay_soft_guard,3,month_of_year_08_overlay_guard(8월 오버레이 가드),4,4,-7.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj05_month_of_year_08_overlay_soft_guard,4,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,19,19,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,2,native_short_hour17_20_cost_soft_firewall(네이티브 숏 17/20시 비용 소프트 방화벽),19,19,-73.78,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,3,quarter_q3_weak_overlay_guard(Q3 약한 오버레이 가드),5,5,-13.96,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,4,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,20,20,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj07_month_of_year_12_overlay_soft_guard,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj07_month_of_year_12_overlay_soft_guard,2,native_short_hour17_20_cost_soft_firewall(네이티브 숏 17/20시 비용 소프트 방화벽),19,19,-73.78,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj07_month_of_year_12_overlay_soft_guard,3,month_of_year_12_overlay_guard(12월 오버레이 가드),4,4,3.28,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj07_month_of_year_12_overlay_soft_guard,4,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,19,19,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,2,native_short_hour17_20_cost_soft_firewall(네이티브 숏 17/20시 비용 소프트 방화벽),19,19,-73.78,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,3,quarter_q4_weak_overlay_guard(Q4 약한 오버레이 가드),7,7,-0.45,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,4,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,22,22,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,1,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,14,14,cd02_ca01_clone_current_session,989,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj10_cg12_trade_shape_quality_no_split_short_floor_rescue,1,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10,10,cd02_ca01_clone_current_session,993,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj11_cg08_bad_overlay_month_guard_scout_short_floor_rescue,1,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11,11,cd02_ca01_clone_current_session,992,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj12_cg05_overlay_off_native_short_control_short_floor_rescue,1,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd03_native_short_same_calendar_current_session,1002,1002,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,1,focus_h17_overlay_only(17시 오버레이 집중),0,0,0.0,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,2,native_short_hour17_20_cost_soft_firewall(네이티브 숏 17/20시 비용 소프트 방화벽),19,19,-73.78,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,3,month_or_quarter_weak_overlay_guard(월/분기 약한 오버레이 가드),12,12,-14.41,remove existing entries only(기존 진입만 제거),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,4,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,27,27,cd02_ca01_clone_current_session,1007,1003,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj14_package_precheck_gate_only,1,no_extra_filter_control(추가 필터 없음),0,0,0.0,control preserves seed surface(대조군은 씨앗 표면 보존),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1007,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj15_no_split_topn_forbidden_guardrail,1,no_extra_filter_control(추가 필터 없음),0,0,0.0,control preserves seed surface(대조군은 씨앗 표면 보존),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1007,1007,True
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj16_parent_cd02_anchor_replay,1,short_floor_restore(숏 하한 복원),0,0,0.0,restore from already-existing removed candidates only(이미 존재한 제거 후보에서만 복원),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0,0,cd02_ca01_clone_current_session,1008,1008,True
