run_id,input_path,exists,sha256,input_role,claim_boundary
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/final_decision.json,True,20d1eef06325fb9a1258b7c895fe321c0b216c300149a45a26b021b0f7815178,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/required_gate_coverage_audit.csv,True,3575b8a0a5f0be886e02040338062f3752580823f4ccd4cc72ed7581cbcdd36d,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/run364CJ_h17_focus_month_cost_stress_repair_scout_queue.csv,True,96443caf31c92b8b4095e1064d85a3b550f1b6e70d2b8cc654e672785142b0ac,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/ch_failure_memory_summary.csv,True,fbf0e3079b7717cb4585077610124fafa80c41cfa3ac61f9fc678f408965b8ee,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/h17_focus_repair_axis_map.csv,True,081660e4ea7d4bf8b46c03bdde3dbace59cd277f0085e205b627029e981ba0d8,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/cost_stress_guard_matrix.csv,True,bde39bb6cc3d143677b52517847731c7f1234dc67310f212ea839d966f3cb007,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/bad_month_guard_matrix.csv,True,a5185ca29bd40c7516af7aebd973ed035577ea90eb6166471f118c08a674321c,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/short_floor_rescue_matrix.csv,True,6ec9761b7c779665218082399351d1585f5a1e5e0eafbdf6111d5a87d56df8d7,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/data_integrity_audit.csv,True,257b1631ac3ac39b50b608c680e8d5385d6cfd7122f63fc6055deb799d4dd4fd,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CI/run_manifest.json,True,43cd6ccb7fc95b25034dd0bbc0f47ab48bc4c5baec75d599697fbb2999a97056,CJ proxy replay source(CJ 프록시 재생 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
