run_id,input_path,exists,sha256,source_run_id,availability,effect(효과),claim_boundary(주장 경계)
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/final_decision.json,True,aefdbe0fad1107aa6700e9ced731a29544700b471fab5f3295e6a8f785bfe8e9,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/required_gate_coverage_audit.csv,True,b32089993bb6e884ebe1f773d59b05802ada51072617b5f1860c03b2fa33a2a9,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/run364Q_training_queue.csv,True,4605bb44b672ed168214846c50111b742b92b974c9601ce8add451b56aaabbb1,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/risk_overlay_training_table.csv,True,354f741ce8d53b3bb2729379224dec44ffbb8308c2c1c865c059d669d022c5e4,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/calendar_hold_tail_labels.csv,True,8b35d5c9043ee9ea0864cd72230a877ebea7ab786c7c03caf581d3715a62c05c,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/short_side_probability_scout.csv,True,ab63526d22c699a6e30c8e59c306389e20cfb0f9ba8ab3d188e72296db1bb5b8,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/session_regime_slice_inputs.csv,True,cdffe7738a3dd71511553ea07707c57800d8ca7d2eb4c053ec88187fb9d50acd,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/trade_lifecycle_joined.csv,True,995c3c23fac7ca038548e3c3c104b2c793063dbaa8b1d730873810b5531dcca6,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/expected_tapes/density_lift_expected_probability_tape.csv,True,7d64cbf175f2bb35f440a57d872803479c90cee49a963b9a35024ca648eb6fe1,run364M_or_run364O_source,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364P_drawdown_side_balance_offensive_inputs.md,True,09747266b5da9ff2d0625f7be42a9c81201046ebde28a4270c4042b3134ba332,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,tracked_or_materialized_with_manifest,input identity(입력 정체성)를 고정해 overlay scout(오버레이 탐색)를 재현 가능하게 한다.,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
