run_id,input_path,exists,sha256,input_role,effect,claim_boundary
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/final_decision.json,True,085d8b47f24c1b276cd1b62940278e00dc0adc1190d972c62cb1a9acc61b0768,parent final decision(부모 최종 결정),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/required_gate_coverage_audit.csv,True,1fb9831816887293804abdc728a82ee7b87c3472b72dbd2a2dd5014993132b14,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/closed_trade_attribution.csv,True,6b4e278c2829c8381ee13db2492a8c0a602b331752d60a4e1de5b49bf07cd24b,deal-level MT5 closed trades(거래 단위 MT5 종료 거래),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/monthly_attribution.csv,True,c511e58379200f9d72b9796b81ecc093485a901f5ca5c5e961fa837270d6e259,parent performance attribution(부모 성과 귀속),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/entry_hour_attribution.csv,True,685728241b210cf66f4fd8018110facef9f98c0a4cdb05423e01e3c71c83339a,parent performance attribution(부모 성과 귀속),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/side_attribution.csv,True,e34ec093832d686110c5cb99c6b3ec829b0e644548a4c537eedcda64c3d75036,parent performance attribution(부모 성과 귀속),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/hold_bucket_attribution.csv,True,3bc1bdaee8370695088bb280b0e234f32315ec0eb3648b596762eb13410670bb,parent performance attribution(부모 성과 귀속),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/drawdown_event_review.csv,True,39771fb9c2db3878abb5222ff333eae448451fdb92ca55dd7c8c94eb267a7d1f,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/proxy_mt5_attribution.csv,True,7dc7846793a8a20a5bb2315405ed96eecea6e281354751af1f3cb58c4f9a8a05,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/runtime_quality_review.csv,True,34deea388fdea1c55d53655fa1e603d817c57ca91a1853a6c75961174cfecd18,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/density_guardrail_audit.csv,True,99d43245c1a1901447ae7ad15d42dc5ff8f30eea3ddc47a5b6517d27baafe152,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/cost_session_stress_review.csv,True,cf99b8432752a12b59807c664cb3d20ad13dcbf1a32d0862ca845dae8b1885d3,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/positive_clues.csv,True,20df6f033f3b991802222087866e780cfd075f8d8ee685f88975707555845b0a,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/failure_memory.csv,True,9a04f769d4b53905c5d77eb72442cc8a35ab38811a5a55d156713ff256e0b0a7,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/run364BG_forward_regime_stress_queue.csv,True,4781d4674e43f4c655e12498f1c94bd10a6712dde257c26e5eed99602adf7a0e,parent BG seed queue(부모 BG 씨앗 대기열),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364BF_density_restore_stress_candidate_mt5_runtime_probe_review.md,True,,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/artifact_lineage_receipt.json,True,06a47eca04bacdde63ec6aeafb4a503603c6e91b69f8b203c45346f984a05ef6,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BF/runtime_parity_receipt.json,True,a1d5a24470d70453963471b95fac0a9c0885d09eec96ba2ca7850aa30a99aad6,supporting evidence(보조 근거),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BG_materialize_density_restore_forward_regime_stress_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BD/runtime_policy_config.json,True,617c3ca89e4753a61deb73c5e7d0cea5b8cd921978f95919105a98aa53bc44b3,runtime policy config(런타임 정책 설정),BF MT5 review(BF MT5 검토) 근거를 BG materialization(BG 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
