run_id,input_path,exists,sha256,input_role,claim_boundary
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/final_decision.json,True,77bf01d590f8ae3dea8cb832a0cc4d9c3cf5d957864395d86067ab9ae6406ea4,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/required_gate_coverage_audit.csv,True,01155460f117a11b9d0d57ce018401fcc1e6788308c6d0cbe394622869cd67d2,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/run364CG_cost_stable_h17_source_guard_scout_queue.csv,True,a2eb120701a2dcf772b571b06bbdfc2cc876ccd034655fb59580b41107c761f0,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/cost_layered_scorecard.csv,True,6f0054bc7ec87371caf5fd2a4591102d030c1dc958cbd639708c655f8ac8438f,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/h17_overlay_quality_by_month.csv,True,ce88ba39f2e2dbfa5929a425af482b8dff2c4e9d05e611193bef8c9617ae5438,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/h17_overlay_quality_by_open_hour.csv,True,a947f14fce42ba3f56ba499e8c740f41df6095e1264845943ffc7580c944d223,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/data_integrity_audit.csv,True,77a9542a16cb18ab662a88db52a4daa573fa58212d5294ba6c5ca6fa2f3448c0,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CF/run_manifest.json,True,e618bcb42fa0c8efafa2d36ec43de1c0c2009c973940b0e0609dec331f3786ed,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CE/final_decision.json,True,7ae207fbe354e1f9033551842efeb17ee77ab3cb33134cc68de30e71b2e91878,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CE/cd_trade_attribution_by_variant.csv,True,2828524f5a7710af2135a803ed89b6974ae528acf4fb46d4991fd1723e05c80c,CG proxy scout source(CG 프록시 정찰 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
