stage_id,run_id,parent_run_id,run_date,date,status,judgment,decision,next_run_id,primary_artifact,path,report_path,primary_report,gate_passes,gate_total,claim_boundary,scoreboard_lane,lane,family,run_number,notes,source_package_run_id,rows,attempt_count,feature_count,candidate_model_id,ledger_row_id,subrun_id,view,record_view,tier,tier_scope,metric_scope,kpi_scope,primary_kpi,guardrail_kpi,external_verification_status,result_status,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,matched_rows,sample_rows,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,long_trade_count,short_trade_count,final_decision_path,created_at
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350A_branch_stage349_to_onnx_runtime_interop_repair_without_db_v1,run349E_repair_treeensemble_onnx_operator_or_pivot_model_family_without_db_v1,2026-06-01,2026-06-01,completed_stage350A_branch_from_stage349_runtime_probe_weight_split_no_selection,stage_branch_completed_stage349_heavy_runtime_probe_handoff_to_stage350_onnx_runtime_interop_repair_no_operating_claim,stage350A_open_run350B_probe_softmax_output_shape_and_conversion_semantics,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350A/final_decision.json,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,11,11,state_sync_stage_branch_onnx_runtime_interop_repair_handoff_only_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,state_sync_stage_branch(상태 동기화 단계 분기),state_sync_stage_branch(상태 동기화 단계 분기),state_sync(상태 동기화),run350A,Stage349 Tier A runtime evidence handed off(349단계 Tier A 런타임 근거 인계).,run349E_repair_treeensemble_onnx_operator_or_pivot_model_family_without_db_v1,,2,,none(없음),run350A_branch_stage349_to_onnx_runtime_interop_repair_without_db_v1__Tier A,Tier A,Tier A used(Tier A 사용),Tier A used(Tier A 사용),Tier A,Tier A,stage_branch_handoff_run349E_onnx_runtime_interop_failure_memory,stage_branch_handoff_run349E_onnx_runtime_interop_failure_memory,stage_branch_handoff_no_new_mt5_execution,trade_per_day_min_3_to_10_plus_no_trade_splitting;runtime_parity_not_claimed,out_of_scope_by_claim(주장 범위 밖),"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,,,,,,,,"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350A/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350A_branch_stage349_to_onnx_runtime_interop_repair_without_db_v1,run349E_repair_treeensemble_onnx_operator_or_pivot_model_family_without_db_v1,2026-06-01,2026-06-01,completed_stage350A_branch_from_stage349_runtime_probe_weight_split_no_selection,stage_branch_completed_stage349_heavy_runtime_probe_handoff_to_stage350_onnx_runtime_interop_repair_no_operating_claim,stage350A_open_run350B_probe_softmax_output_shape_and_conversion_semantics,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350A/final_decision.json,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,11,11,state_sync_stage_branch_onnx_runtime_interop_repair_handoff_only_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,state_sync_stage_branch(상태 동기화 단계 분기),state_sync_stage_branch(상태 동기화 단계 분기),state_sync(상태 동기화),run350A,Tier B(티어 B)는 이번 분기에서 새 실행이 없어 missing_required(필수 누락)로 남긴다.,run349E_repair_treeensemble_onnx_operator_or_pivot_model_family_without_db_v1,,2,,none(없음),run350A_branch_stage349_to_onnx_runtime_interop_repair_without_db_v1__Tier B,Tier B,Tier B fallback used(Tier B 대체 사용),Tier B fallback used(Tier B 대체 사용),Tier B,Tier B,missing_required,missing_required,stage_branch_handoff_no_new_mt5_execution,trade_per_day_min_3_to_10_plus_no_trade_splitting;runtime_parity_not_claimed,out_of_scope_by_claim(주장 범위 밖),"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,,,,,,,,"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350A/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350A_branch_stage349_to_onnx_runtime_interop_repair_without_db_v1,run349E_repair_treeensemble_onnx_operator_or_pivot_model_family_without_db_v1,2026-06-01,2026-06-01,completed_stage350A_branch_from_stage349_runtime_probe_weight_split_no_selection,stage_branch_completed_stage349_heavy_runtime_probe_handoff_to_stage350_onnx_runtime_interop_repair_no_operating_claim,stage350A_open_run350B_probe_softmax_output_shape_and_conversion_semantics,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350A/final_decision.json,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350A_stage_branch.md,11,11,state_sync_stage_branch_onnx_runtime_interop_repair_handoff_only_no_new_mt5_execution_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,state_sync_stage_branch(상태 동기화 단계 분기),state_sync_stage_branch(상태 동기화 단계 분기),state_sync(상태 동기화),run350A,Tier B(티어 B)가 없으므로 combined(합산)은 Tier A와 같은 인계 경계다.,run349E_repair_treeensemble_onnx_operator_or_pivot_model_family_without_db_v1,,2,,none(없음),run350A_branch_stage349_to_onnx_runtime_interop_repair_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B combined(Tier A+B 합산),Tier A+B,Tier A+B,same_as_tier_a_until_tier_b_available,same_as_tier_a_until_tier_b_available,stage_branch_handoff_no_new_mt5_execution,trade_per_day_min_3_to_10_plus_no_trade_splitting;runtime_parity_not_claimed,out_of_scope_by_claim(주장 범위 밖),"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,,,,,,,,"stage_branch_opened_no_selection(단계 분기 완료, 선정 없음)",,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350A/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1,,,,completed_stage350B_output_buffer_canary_passed_model_variants_failed_no_selection,negative_canary_passed_model_graph_or_numeric_saturation_still_blocks_runtime_parity,,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350B_softmax_output_shape_conversion_probe.md,,11,11,research_development_onnx_runtime_interop_probe_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run350B,,,,,,,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1__Tier A,Tier A,Tier A used(Tier A 사용),Tier A used(Tier A 사용),Tier A,Tier A,runtime_interop_probe,MT5 Strategy Tester report(MT5 전략 테스터 보고서),net_profit=-250.9;pf=0.86;trades=466,trade_per_day_min_3_to_10_plus_no_trade_splitting,,,-250.9,0.86,-0.54,,,466,,,4.39622641509,,negative_runtime_parity(부정 런타임 동등성),,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350B/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1,,,,completed_stage350B_output_buffer_canary_passed_model_variants_failed_no_selection,negative_canary_passed_model_graph_or_numeric_saturation_still_blocks_runtime_parity,,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350B_softmax_output_shape_conversion_probe.md,,11,11,research_development_onnx_runtime_interop_probe_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run350B,,,,,,,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1__Tier B,Tier B,Tier B fallback used(Tier B 대체 사용),Tier B fallback used(Tier B 대체 사용),Tier B,Tier B,missing_required,missing_required,,,,missing_required(필수 누락),,,,,,,,,,,negative_runtime_parity(부정 런타임 동등성),,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350B/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1,,,,completed_stage350B_output_buffer_canary_passed_model_variants_failed_no_selection,negative_canary_passed_model_graph_or_numeric_saturation_still_blocks_runtime_parity,,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350B_softmax_output_shape_conversion_probe.md,,11,11,research_development_onnx_runtime_interop_probe_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run350B,,,,,,,run350B_probe_softmax_output_shape_and_conversion_semantics_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B combined(Tier A+B 합산),Tier A+B,Tier A+B,same_as_tier_a_until_tier_b_available,same_as_tier_a_until_tier_b_available,,,,,-250.9,0.86,-0.54,,,466,,,4.39622641509,,negative_runtime_parity(부정 런타임 동등성),,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350B/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1,,,,completed_stage350C_operator_ladder_found_runtime_contract_break_no_selection,negative_runtime_contract_first_failing_operator_variable_matmul_add_repair_required,,run350D_build_gemm_safe_or_table_runtime_model_family_pivot_without_db_v1,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350C_onnx_operator_ladder_runtime_contract_probe.md,,10,10,research_development_onnx_operator_ladder_runtime_contract_probe_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run350C,,,,,,,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1__Tier A,Tier A,Tier A used(Tier A 사용),Tier A used(Tier A 사용),Tier A,Tier A,operator_ladder_runtime_probe,MT5 runtime telemetry(MT5 런타임 텔레메트리),first_failing_operator=variable_matmul_add,no_trading_diagnostic_run(거래 없음 진단 실행),,,,,,,,,,,,,negative_runtime_contract(부정 런타임 계약),,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350C/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1,,,,completed_stage350C_operator_ladder_found_runtime_contract_break_no_selection,negative_runtime_contract_first_failing_operator_variable_matmul_add_repair_required,,run350D_build_gemm_safe_or_table_runtime_model_family_pivot_without_db_v1,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350C_onnx_operator_ladder_runtime_contract_probe.md,,10,10,research_development_onnx_operator_ladder_runtime_contract_probe_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run350C,,,,,,,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1__Tier B,Tier B,Tier B fallback used(Tier B 대체 사용),Tier B fallback used(Tier B 대체 사용),Tier B,Tier B,missing_required,missing_required,first_failing_operator=variable_matmul_add,no_trading_diagnostic_run(거래 없음 진단 실행),,missing_required(필수 누락),,,,,,,,,,,negative_runtime_contract(부정 런타임 계약),,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350C/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1,,,,completed_stage350C_operator_ladder_found_runtime_contract_break_no_selection,negative_runtime_contract_first_failing_operator_variable_matmul_add_repair_required,,run350D_build_gemm_safe_or_table_runtime_model_family_pivot_without_db_v1,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350C_onnx_operator_ladder_runtime_contract_probe.md,,10,10,research_development_onnx_operator_ladder_runtime_contract_probe_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run350C,,,,,,,run350C_open_runtime_output_contract_or_new_model_family_pivot_without_db_v1__Tier A+B,Tier A+B,Tier A+B combined(Tier A+B 합산),Tier A+B combined(Tier A+B 합산),Tier A+B,Tier A+B,same_as_tier_a_until_tier_b_available,same_as_tier_a_until_tier_b_available,first_failing_operator=variable_matmul_add,no_trading_diagnostic_run(거래 없음 진단 실행),,,,,,,,,,,,,negative_runtime_contract(부정 런타임 계약),,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350C/final_decision.json,2026-06-01
350_onnx_runtime_interop__softmax_output_shape_repair_probe,run350D_build_gemm_safe_or_table_runtime_model_family_pivot_without_db_v1,,,,completed_stage350D_matrix_tensor_and_gemm_paths_failed_no_selection,negative_runtime_contract_matrix_tensor_and_gemm_repair_failed_table_runtime_or_handoff_probe_required,,run350E_table_runtime_or_feature_tensor_handoff_probe_without_db_v1,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/03_reviews/run350D_matrix_tensor_gemm_runtime_repair_probe.md,,9,9,research_development_matrix_tensor_gemm_runtime_repair_probe_only_no_candidate_selection_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,run350D,,,,,,,run350D_build_gemm_safe_or_table_runtime_model_family_pivot_without_db_v1__Tier A,Tier A,Tier A used(Tier A 사용),Tier A used(Tier A 사용),Tier A,Tier A,matrix_tensor_gemm_runtime_probe,MT5 runtime telemetry(MT5 런타임 텔레메트리),matrix_matmul_passed=False;matrix_gemm_passed=False,no_trading_diagnostic_run(거래 없음 진단 실행),,,,,,,,,,,,,negative_runtime_contract(부정 런타임 계약),,,,stages/350_onnx_runtime_interop__softmax_output_shape_repair_probe/02_runs/run350D/final_decision.json,2026-06-01
