run_id,input_path,exists,sha256,availability,effect,claim_boundary
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364I/final_decision.json,True,9bade17b5cde4c9cf640ee3b0b877c7a5fab6bb024a32b2b83caac5901959efd,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364I/required_gate_coverage_audit.csv,True,a72a11afe1c88de5ff9455fa944575a3378e6e0c2b9e3fbe8b890eca96c051d1,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364I/run364J_offensive_next_queue.csv,True,248ddc581dc60ce2afea69d4bd2610baab05a41bc3134dfeddef24b0a47f7793,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364I_dense_m5_runtime_repair_proxy.md,True,e59aaa11481cb31875db4b0feb3daa327ebfd4b95d105c97332598d1985603df,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/model_input_dataset.parquet,True,c30eb033f104f0b1682964b546593e8b18125760c37ce2b945f7ab0f447ae38f,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/model_input_summary.json,True,af3745cbf1f6d62dc85a489bcda55899d882c910d62021b935e1cea8ab4d4a40,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/feature_set_manifest.json,True,c3cc6f73a6e32af389d483ff5627be65eb8003318996d5dd1fec5e9d4dd31750,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/model_input_feature_order.txt,True,18c83876fe3c3a9f74d2a207cd236b1d746447af43108a5b554f2d54eea264cb,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,data/raw/mt5_bars/m5/US100/bars_us100_m5_mt5api_raw.csv,True,2ab1cb8214182ff9063a64c10ce4ac6a142a8bf660e2476a60842d3452c6d784,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,stage_pipelines/stage364/train_direct_dense_m5_return_onnx_scout_without_db.py,True,ccc6eb3c55606092692821756aa65f97ea09d96062341528209465500b8c14be,tracked_or_materialized_with_manifest,input identity(입력 정체성)을 고정해 direct dense M5 scout(직접 고밀도 5분봉 탐색)를 재현 가능하게 한다.,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
