run_id,input_path,exists,sha256,source_run_id,effect(효과),claim_boundary(주장 경계)
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364X/final_decision.json,True,b45795db7884dfb8848b17e4b7c53d565816b6e1e7d4da7bc1fa0944fc5de6a8,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364X/required_gate_coverage_audit.csv,True,79be95a922ec88c0151bb9c13bc716455f6f78e1efd584b9d1c8e930bf65cda5,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364X/density_side_balance_repair_mt5_probe_summary.csv,True,26d5d23d6a50911c3bb822da775bf1460130423b53cb527c668718853d6dc966,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364X/proxy_mt5_runtime_difference.csv,True,168d2a7ea06e251025f1d5e7c18edb5dead51d21ac5fa265e4e2bf9795e04d46,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364X/probability_runtime_difference.csv,True,df5963d4d1235e3952cfc052e7de3cfffcf18fbb3c1f2af6edff6012b955e63c,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364X/strategy_tester_report_records.json,True,682599885ad563c43a55d52aeab95f549068c94e18e93c0a1018e6a7950a66d1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364X_density_side_balance_repair_mt5_runtime_probe.md,True,8a6c70f0be834c98febe1142bf7acbdf043eb42d11775767bddd82335bbbe3c7,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364W/final_decision.json,True,1a47acb4f9182fa1d4adc7020450e9fc3e8c1f26a182e83c5926830d936d1247,run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364W/expected_kpi_summary.csv,True,3f07040e0896c2feb922b134b52d2f97ad0291c3c6c16d848450d59b9cb8ff61,run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364T/final_decision.json,True,d341dfa388d5b1795b71466fe61ea5dd4fcdef7ae512cce3f98c7afc87fa855d,run364T_review_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,stage_pipelines/stage364/review_density_side_balance_repair_mt5_runtime_probe_without_db.py,True,f0e2f8fc573901720dedb8cfeb00217eb839000dc4cdb16a9b557346a655915c,,review input identity(검토 입력 정체성)를 고정한다.,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
