ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes,hcardrail_kpi,run_number,date,decision,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,view,tier,metric_scope,net_profit,profit_factor,expectancy,drawdown,recovery_factor,trade_count,candidate_model_id,result_status,expected_probability_rows,long_trade_count,short_trade_count,feature_count,task_seed_rows,eligible_task_rows,trained_model_rows,best_inner_holdout_proxy_net,best_inner_holdout_profit_factor,candidate_model_ids,probe_priority_model,raw_top_model,lane,family,primary_report,balance_control_model,cost_control_model,primary_proxy_net,primary_profit_factor,primary_recovery_factor,sample_rows,attempt_count,source_package_run_id,row_id,scoreboard,evidence_boundary,work_family,evidence_scope,run_key,question,next_action,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,max_drawdown_amount,final_decision_path,created_at,gate_audit_path,expected_estimated_mt5_density,usable_report_rows,artifact_count,created_at_utc,required_gate_audit,kpi_summary,runtime_authority,operating_promotion,trade_density,source_authority,goal_achieve,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,route_attribution_boundary,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
frontier24A_stage_open_density_bridge_payoff_pockets_hypothesis_design_v1__stage_open,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24A_stage_open_density_bridge_payoff_pockets_hypothesis_design_v1,frontier24A_stage_open_density_bridge_payoff_pockets_hypothesis_design_v1__stage_open,frontier23D_stage_closeout_payoff_asymmetry_pf_source_v1,stage_open(단계 개방),not_applicable_stage_open(단계 개방에는 해당 없음),"planning_only_no_trading_kpi(계획 전용, 거래 KPI 없음)",stage_open(단계 개방),opened_frontier24_density_bridge_payoff_pockets_no_authority,stage_opened_after_grok_adjusted_density_bridge_contract,stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24A_stage_open_density_bridge_payoff_pockets_hypothesis_design_v1_report.md,grok=accepted_with_adjustments(조정 수용);feature_hash=fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,"density_bridge_lock_no_model_training_no_wfo_no_mt5_no_authority(빈도 연결 잠금, 모델학습/WFO/MT5/권위 없음)","grok_stage_open_review_completed_runtime_probe_requires_handoff_candidate(그록 단계 개방 검토 완료, 런타임 탐침은 인계 후보 필요)",next=frontier24B_density_bridge_payoff_pockets_proxy_scout_v1;or_union_semantics_locked=true;no_authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can same-side OR-union micro-pockets bridge PF-positive low-density payoff pockets?(같은 방향 OR 합집합 미세 구간이 PF 양수 저빈도 보상 구간을 연결할 수 있는가?),,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_open(단계 개방),,,,,,,,,,,,,,,
frontier24B_density_bridge_payoff_pockets_proxy_scout_v1__tier_a_density_bridge_proxy,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1__tier_a_density_bridge_proxy,frontier24A_stage_open_density_bridge_payoff_pockets_hypothesis_design_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"density_bridge_proxy_not_runtime(빈도 연결 프록시, 런타임 아님)",trade_shape_proxy(거래 형태 프록시),density_bridge_frequency_only_proxy_no_authority,density_clue_pf_or_dd_shortfall_requires_repair_or_closeout_no_authority,stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24B_density_bridge_payoff_pockets_proxy_scout_v1_report.md,best=f24b_0174;oos_pf=1.14229;oos_density=9.54962;oos_dd=21.154,"proxy_only_no_wfo_no_mt5_no_authority(프록시 전용, WFO/MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate(인계 후보 없어 주장 범위 밖),density=105;scout=0;seed=0;handoff=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier24B_density_bridge_payoff_pockets_proxy_scout_v1__tier_b_missing_required,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1__tier_b_missing_required,frontier24A_stage_open_density_bridge_payoff_pockets_hypothesis_design_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),trade_shape_proxy(거래 형태 프록시),density_bridge_frequency_only_proxy_no_authority,density_clue_pf_or_dd_shortfall_requires_repair_or_closeout_no_authority,stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24B_density_bridge_payoff_pockets_proxy_scout_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Tier B source absent(Tier B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier24B_density_bridge_payoff_pockets_proxy_scout_v1__tier_ab_combined_out_of_scope,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1__tier_ab_combined_out_of_scope,frontier24A_stage_open_density_bridge_payoff_pockets_hypothesis_design_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),trade_shape_proxy(거래 형태 프록시),density_bridge_frequency_only_proxy_no_authority,density_clue_pf_or_dd_shortfall_requires_repair_or_closeout_no_authority,stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24B_density_bridge_payoff_pockets_proxy_scout_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),"not_applicable_proxy_no_mt5(프록시, MT5 없음)",Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier24C_density_bridge_repair_or_closeout_decision_v1__tier_a_dd_repair_proxy,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24C_density_bridge_repair_or_closeout_decision_v1,frontier24C_density_bridge_repair_or_closeout_decision_v1__tier_a_dd_repair_proxy,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"density_bridge_dd_repair_not_runtime(빈도 연결 손실폭 수리, 런타임 아님)",trade_shape_proxy(거래 형태 프록시),density_bridge_dd_repair_scout_clue_proxy_no_authority,scout_clue_preserved_clue_requires_closeout_no_authority,stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24C_density_bridge_repair_or_closeout_decision_v1_report.md,best=f24c_0105;oos_pf=1.21164;oos_density=7.29008;oos_dd=15.5702,"proxy_only_no_wfo_no_mt5_no_authority(프록시 전용, WFO/MT5/권위 없음)",out_of_scope_by_claim_no_handoff_candidate(인계 후보 없어 주장 범위 밖),density=173;scout=3;seed=0;handoff=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier24C_density_bridge_repair_or_closeout_decision_v1__tier_b_missing_required,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24C_density_bridge_repair_or_closeout_decision_v1,frontier24C_density_bridge_repair_or_closeout_decision_v1__tier_b_missing_required,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),trade_shape_proxy(거래 형태 프록시),density_bridge_dd_repair_scout_clue_proxy_no_authority,scout_clue_preserved_clue_requires_closeout_no_authority,stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24C_density_bridge_repair_or_closeout_decision_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),not_applicable_proxy_no_mt5(프록시라 MT5 없음),Tier B source absent(Tier B 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier24C_density_bridge_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24C_density_bridge_repair_or_closeout_decision_v1,frontier24C_density_bridge_repair_or_closeout_decision_v1__tier_ab_combined_out_of_scope,frontier24B_density_bridge_payoff_pockets_proxy_scout_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),trade_shape_proxy(거래 형태 프록시),density_bridge_dd_repair_scout_clue_proxy_no_authority,scout_clue_preserved_clue_requires_closeout_no_authority,stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24C_density_bridge_repair_or_closeout_decision_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),not_applicable_proxy_no_mt5(프록시라 MT5 없음),Combined source absent(합산 원천 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,experiment_execution(실험 실행),,,,,,,,,,,,,,,
frontier24D_stage_closeout_density_bridge_payoff_pockets_v1__tier_a_stage_closeout,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24D_stage_closeout_density_bridge_payoff_pockets_v1,frontier24D_stage_closeout_density_bridge_payoff_pockets_v1__tier_a_stage_closeout,frontier24C_density_bridge_repair_or_closeout_decision_v1,Tier A separate(티어 A 분리),Tier A(티어 A),"stage_closeout_preserved_clue_negative_memory_not_runtime(단계 마감 보존 단서+부정 기억, 런타임 아님)",stage_closeout(단계 마감),closed_preserved_clue_negative_memory_density_bridge_dd_repair_scout_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24D_stage_closeout_density_bridge_payoff_pockets_v1_report.md,f24c_scout=3;seed=0;handoff=0;oos_pf=1.21164;oos_density=7.29008;oos_dd=15.5702,no_wfo_no_mt5_no_onnx_no_authority(WFO/MT5/ONNX/권위 없음),runtime_probe_ineligible_no_handoff_candidate_after_f24_capped_repair(전선24 상한 수리 뒤 인계 후보가 없어 런타임 탐침 부적격),f24_density_bridge_dd_repaired_scout_pockets_reference_only(전선24 빈도 연결 손실폭 수리 탐색 구간 참조 전용);under_f24_locked_proxy_density_bridge_dd_repair_did_not_jointly_satisfy_seed_or_handoff(전선24 잠금 프록시 계약 하에서 빈도 연결 손실폭 수리가 씨앗/인계 게이트를 동시에 충족하지 못함);onnx_branch_unattempted_no_handoff_candidate_after_f24_capped_repair(전선24 상한 수리 뒤 인계 후보가 없어 ONNX 분기 미개시),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier24D_stage_closeout_density_bridge_payoff_pockets_v1__tier_b_missing_required,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24D_stage_closeout_density_bridge_payoff_pockets_v1,frontier24D_stage_closeout_density_bridge_payoff_pockets_v1__tier_b_missing_required,frontier24C_density_bridge_repair_or_closeout_decision_v1,Tier B separate(티어 B 분리),Tier B(티어 B),missing_required(필수 누락),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_density_bridge_dd_repair_scout_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24D_stage_closeout_density_bridge_payoff_pockets_v1_report.md,"missing_required_no_tier_b_model_input(필수 누락, Tier B 모델 입력 없음)",no_tier_b_claim(티어 B 주장 없음),runtime_probe_ineligible_no_handoff_candidate_after_f24_capped_repair(전선24 상한 수리 뒤 인계 후보가 없어 런타임 탐침 부적격),Tier B paired materialization not available(티어 B 쌍 물질화 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
frontier24D_stage_closeout_density_bridge_payoff_pockets_v1__tier_ab_combined_out_of_scope,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,frontier24D_stage_closeout_density_bridge_payoff_pockets_v1,frontier24D_stage_closeout_density_bridge_payoff_pockets_v1__tier_ab_combined_out_of_scope,frontier24C_density_bridge_repair_or_closeout_decision_v1,Tier A+B combined(티어 A+B 합산),Tier A+B(티어 A+B),out_of_scope_by_claim(주장 범위 밖),stage_closeout(단계 마감),closed_preserved_clue_negative_memory_density_bridge_dd_repair_scout_no_handoff,preserved_clue_negative_memory(보존 단서+부정 기억),stages/stage_frontier_24__density_bridge_payoff_pockets_onnx_scout/03_reviews/frontier24D_stage_closeout_density_bridge_payoff_pockets_v1_report.md,"out_of_scope_by_claim_no_combined_source(주장 범위 밖, 합산 원천 없음)",no_synthetic_combined_claim(합성 합산 주장 없음),runtime_probe_ineligible_no_handoff_candidate_after_f24_capped_repair(전선24 상한 수리 뒤 인계 후보가 없어 런타임 탐침 부적격),Combined record blocked by missing Tier B source(Tier B 원천 누락으로 합산 기록 차단),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_claimed,not_claimed,,,not_claimed,stage_closeout(단계 마감),,,,,,,,,,,,,,,
