run_id,source_run_id,queue_id,candidate_id,candidate_alias,candidate_role,source_test_id,source_queue_id,followup_profile,repair_profile,model_materialization_type,materialization_boundary,record_view,attempt_name,tier_scope,route_role,split,fallback_enabled,trade_index,direction,open_time,close_time,holding_minutes,month,weekday,close_hour_report,session_report,chron_segment,volume,gross_profit,net_profit,commission,swap,source_report_path
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,1,sell,2024-01-02 16:40:00,2024-01-02 16:55:00,15.0,2024-01,Tuesday,16,session_13_20_report_time,chron_early,0.4,26.44,26.44,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,2,buy,2024-01-04 17:25:00,2024-01-04 17:40:00,15.0,2024-01,Thursday,17,session_13_20_report_time,chron_early,0.27,-0.15,-0.15,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,3,buy,2024-01-05 17:25:00,2024-01-05 17:40:00,15.0,2024-01,Friday,17,session_13_20_report_time,chron_early,0.28,4.93,4.93,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,4,sell,2024-01-05 19:10:00,2024-01-05 19:25:00,15.0,2024-01,Friday,19,session_13_20_report_time,chron_early,0.19,-0.73,-0.73,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,5,buy,2024-01-08 17:20:00,2024-01-08 17:35:00,15.0,2024-01,Monday,17,session_13_20_report_time,chron_early,0.29,3.23,3.23,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,6,buy,2024-01-09 17:10:00,2024-01-09 17:30:00,20.0,2024-01,Tuesday,17,session_13_20_report_time,chron_early,0.31,1.22,1.22,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,7,sell,2024-01-12 17:00:00,2024-01-12 17:10:00,10.0,2024-01,Friday,17,session_13_20_report_time,chron_early,0.35,-2.98,-2.98,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,8,buy,2024-01-12 17:10:00,2024-01-12 17:19:17,9.283333,2024-01,Friday,17,session_13_20_report_time,chron_early,0.25,-13.81,-13.81,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,9,buy,2024-01-12 18:40:00,2024-01-12 18:55:00,15.0,2024-01,Friday,18,session_13_20_report_time,chron_early,0.2,-1.64,-1.64,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,10,buy,2024-01-16 17:10:00,2024-01-16 17:25:00,15.0,2024-01,Tuesday,17,session_13_20_report_time,chron_early,0.21,15.44,15.44,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,11,sell,2024-01-17 16:40:00,2024-01-17 16:55:00,15.0,2024-01,Wednesday,16,session_13_20_report_time,chron_early,0.35,17.94,17.94,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
run267AM_stage267_noncalendar_state_guard_repair_balance_timeslice_trade_quality_review_v1,run267AL_stage267_noncalendar_state_guard_repair_mt5_execution_v1,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,aia_dual_replacement_state_guard_repair_v3,research_score_table_noncalendar_state_guard_repair_from_run267AJ_v1,noncalendar_state_guard_repair_score_table_terms_only_not_retrained,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,Tier A,tier_only_total,historical_2024_tier_a_train_era_stress,false,12,buy,2024-01-18 17:10:00,2024-01-18 17:25:00,15.0,2024-01,Thursday,17,session_13_20_report_time,chron_early,0.32,8.05,8.05,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AK_stage267_noncalendar_state_guard_repair_queue_materialization_v1_run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.htm
