run_id,input_path,exists,sha256,source_run_id,effect(효과),claim_boundary(주장 경계)
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/final_decision.json,True,673ed27a2d91a04ef7cc5490cb1a07bc9ca1bbc180ae07badd3cf91cf4331b53,run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/required_gate_coverage_audit.csv,True,4caf39291bc70e94eaecfdc20df1c174876ed89fe95c83fa9e20a6c977042bd3,run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/run364W_package_queue.csv,True,bf518d681101db78c581159567045ca3f783af22e21daf05ddc8976a1c5ba378,run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/selected_runtime_candidate.json,True,9a215ecf4c6a0e32b264027951139895d669cef3f8385a04a86b10402aba869c,run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/expected_tapes/dual_side_selected_expected_probability_tape.csv,True,,run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/expected_tapes/dual_side_selected_expected_trade_tape.csv,True,45d1b81f8b5ef0571a994fd2dfda3f95c092b966c45eeb1c76ac566877e1238d,run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364V_density_side_balance_repair_onnx_scout.md,True,c958bb8b3b057ca8c0f6ac6e93ac4aeda5525f6c9f5e580e6d0b5cdd9c4e3bc4,run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_matrices/density_lift_trade_shape_features.csv,True,b30205801b5d8c3615d886adafd7053e225179a31aaac01d4782d36c391990ca,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_order.json,True,d7a1067f22872488e8ef8c2fa66dbc644b3845662164dd6d9584c0a6d5a883cc,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364W_package_density_side_balance_repair_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/onnx/h12_move5__rf5_l80_n64.onnx,True,d30c9e623c7219ded72b3129b954b3efcb07e2f1ac8ba5fb9e22b070abef7667,run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정해 runtime handoff(런타임 인계)를 재현 가능하게 한다.,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
