run_id,source_run_id,queue_id,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,record_view,attempt_name,tier_scope,route_role,split,trade_index,direction,open_time,close_time,holding_minutes,month,weekday,close_hour_report,session_report,chron_segment,volume,gross_profit,net_profit,commission,swap,source_report_path
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,1,buy,2023-07-05 17:25:00,2023-07-05 18:05:00,40.0,2023-07,Wednesday,18,session_13_20_report_time,chron_early,0.24,-4.65,-4.65,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,2,sell,2023-07-06 16:40:00,2023-07-06 16:55:00,15.0,2023-07,Thursday,16,session_13_20_report_time,chron_early,0.31,12.79,12.79,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,3,buy,2023-07-06 18:30:00,2023-07-06 18:45:00,15.0,2023-07,Thursday,18,session_13_20_report_time,chron_early,0.24,5.88,5.88,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,4,sell,2023-07-07 16:40:00,2023-07-07 16:55:00,15.0,2023-07,Friday,16,session_13_20_report_time,chron_early,0.15,-7.5,-7.5,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,5,buy,2023-07-07 17:40:00,2023-07-07 17:55:00,15.0,2023-07,Friday,17,session_13_20_report_time,chron_early,0.18,7.74,7.74,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,6,sell,2023-07-10 16:45:00,2023-07-10 16:56:01,11.016667,2023-07,Monday,16,session_13_20_report_time,chron_early,0.4,30.35,30.35,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,7,sell,2023-07-10 17:50:00,2023-07-10 18:05:00,15.0,2023-07,Monday,18,session_13_20_report_time,chron_early,0.17,3.02,3.02,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,8,buy,2023-07-10 18:45:00,2023-07-10 19:00:00,15.0,2023-07,Monday,19,session_13_20_report_time,chron_early,0.23,-5.38,-5.38,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,9,sell,2023-07-11 16:40:00,2023-07-11 16:41:59,1.983333,2023-07,Tuesday,16,session_13_20_report_time,chron_early,0.57,33.11,33.11,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
run267EA_stage267_runtime_gap_aware_sixth_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DZ_stage267_runtime_gap_aware_sixth_followup_or_prune_mt5_execution_v1,q01_s258_stc_structural_dd_shape_split,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,Tier A rows are materialized for the sixth follow-up; true Tier B fallback and actual routed total remain unclaimed.,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,Tier A,tier_a_only,adjacent_2023_h2_train_pre_2024,10,buy,2023-07-12 17:10:00,2023-07-12 17:25:00,15.0,2023-07,Wednesday,17,session_13_20_report_time,chron_early,0.29,1.92,1.92,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DZ/runtime_gap_aware_sixth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DZ_run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2.htm
