run_id,input_path,exists,sha256,input_role,claim_boundary
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/final_decision.json,True,28ce929741868e2c70510cc5bc57af9e773ab69dfeec3a1a939e269ae4b458fe,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/required_gate_coverage_audit.csv,True,dcf14538929136bc13d036432ae1c86d8c5107f6e3b44989a08efa1ca5f81981,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/cg_proxy_scout_surface.csv,True,ec2096c9467ea396e8710d9908861b517565fa461384bc2fc17767e9f86d939e,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/selected_cg_candidate.json,True,5a59523be3bbe8f31a14e266e948cfa0a349eeff7f564105e623eef9d472cb2d,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/selected_cg_trade_tape.csv,True,b65c44ae68bf876a92061f2add7a9f9d0bf2b5b35fe5ac39e503c3ebbf8da678,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/candidate_filter_audit.csv,True,eed1f0bad826a4587077fb0e6495bc1f81167c12b39a04b6a8348b521ab85cba,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/candidate_source_attribution.csv,True,64eaf010b7fb743149660ca3c0353ff89857bee05d71ca1a5543c2227f8c71b5,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/candidate_month_stability.csv,True,5e217e2bea49ef93c0e39b5044f0cf821c3f208d6fd94d0f014122d76a2413b1,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/cost_stress_diagnostic.csv,True,ffc3b475495123e441884855cce6fd8422bbf2d609885e6cd8c7db0505b0edbc,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/proxy_mt5_diff_plan.csv,True,db39763bea4df0ad5b06251d20b87010fa672eebc3b0f83d5a0aa91404aa728c,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/run364CH_review_queue.csv,True,a25d333ea7cbde11b480ceefeee1a877e5ae551ee8881e29fad406c1721c2915,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CH_review_cost_stable_h17_source_guard_offensive_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CG/run_manifest.json,True,0ced6b291e4921f1b2a3e1bb334093948a19218324ce05c1725bba8b58126a09,CH review source(CH 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
