queue_id,candidate_alias,source_profile_label,source_variant_id,source_attempt_name,tier,source_set_path,source_ini_path,source_feature_file,source_model_file,reproduction_status,effect,claim_boundary
run267cr_q01_pool_monday_state_phase_replacement,s264_aih,shared_weakness_state_interaction,run267cn_01_s264_aih_shared_state_breakout,run267cn_01_s264_aih_shared_state_breakout_ta_2024,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_01_s264_aih_shared_state_breakout_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_01_s264_aih_shared_state_breakout_ta_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s264_aih/run267cn_01_s264_aih_shared_state_breakout/run267cn_01_s264_aih_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_aih/run267cn_01_s264_aih_shared_state_breakout/models/run267cn_01_s264_aih_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s264_aih,shared_weakness_state_interaction,run267cn_01_s264_aih_shared_state_breakout,run267cn_01_s264_aih_shared_state_breakout_rt_2024,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_01_s264_aih_shared_state_breakout_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_01_s264_aih_shared_state_breakout_rt_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s264_aih/run267cn_01_s264_aih_shared_state_breakout/run267cn_01_s264_aih_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_aih/run267cn_01_s264_aih_shared_state_breakout/models/run267cn_01_s264_aih_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s264_lc,shared_weakness_state_interaction,run267cn_02_s264_lc_shared_state_breakout,run267cn_02_s264_lc_shared_state_breakout_ta_2024,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_02_s264_lc_shared_state_breakout_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_02_s264_lc_shared_state_breakout_ta_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s264_lc/run267cn_02_s264_lc_shared_state_breakout/run267cn_02_s264_lc_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_lc/run267cn_02_s264_lc_shared_state_breakout/models/run267cn_02_s264_lc_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s264_lc,shared_weakness_state_interaction,run267cn_02_s264_lc_shared_state_breakout,run267cn_02_s264_lc_shared_state_breakout_rt_2024,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_02_s264_lc_shared_state_breakout_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_02_s264_lc_shared_state_breakout_rt_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s264_lc/run267cn_02_s264_lc_shared_state_breakout/run267cn_02_s264_lc_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_lc/run267cn_02_s264_lc_shared_state_breakout/models/run267cn_02_s264_lc_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s262_lih,shared_weakness_state_interaction,run267cn_03_s262_lih_shared_state_breakout,run267cn_03_s262_lih_shared_state_breakout_ta_2024,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_03_s262_lih_shared_state_breakout_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_03_s262_lih_shared_state_breakout_ta_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s262_lih/run267cn_03_s262_lih_shared_state_breakout/run267cn_03_s262_lih_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s262_lih/run267cn_03_s262_lih_shared_state_breakout/models/run267cn_03_s262_lih_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s262_lih,shared_weakness_state_interaction,run267cn_03_s262_lih_shared_state_breakout,run267cn_03_s262_lih_shared_state_breakout_rt_2024,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_03_s262_lih_shared_state_breakout_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_03_s262_lih_shared_state_breakout_rt_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s262_lih/run267cn_03_s262_lih_shared_state_breakout/run267cn_03_s262_lih_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s262_lih/run267cn_03_s262_lih_shared_state_breakout/models/run267cn_03_s262_lih_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s264_aia,shared_weakness_state_interaction,run267cn_04_s264_aia_shared_state_breakout,run267cn_04_s264_aia_shared_state_breakout_ta_2024,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_04_s264_aia_shared_state_breakout_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_04_s264_aia_shared_state_breakout_ta_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s264_aia/run267cn_04_s264_aia_shared_state_breakout/run267cn_04_s264_aia_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_aia/run267cn_04_s264_aia_shared_state_breakout/models/run267cn_04_s264_aia_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s264_aia,shared_weakness_state_interaction,run267cn_04_s264_aia_shared_state_breakout,run267cn_04_s264_aia_shared_state_breakout_rt_2024,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_04_s264_aia_shared_state_breakout_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_04_s264_aia_shared_state_breakout_rt_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s264_aia/run267cn_04_s264_aia_shared_state_breakout/run267cn_04_s264_aia_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_aia/run267cn_04_s264_aia_shared_state_breakout/models/run267cn_04_s264_aia_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s258_stc,shared_weakness_state_interaction,run267cn_05_s258_stc_shared_state_breakout,run267cn_05_s258_stc_shared_state_breakout_ta_2024,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_05_s258_stc_shared_state_breakout_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_05_s258_stc_shared_state_breakout_ta_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s258_stc/run267cn_05_s258_stc_shared_state_breakout/run267cn_05_s258_stc_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s258_stc/run267cn_05_s258_stc_shared_state_breakout/models/run267cn_05_s258_stc_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_q01_pool_monday_state_phase_replacement,s258_stc,shared_weakness_state_interaction,run267cn_05_s258_stc_shared_state_breakout,run267cn_05_s258_stc_shared_state_breakout_rt_2024,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_05_s258_stc_shared_state_breakout_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/mt5/run267cn_05_s258_stc_shared_state_breakout_rt_2024.ini,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/features/s258_stc/run267cn_05_s258_stc_shared_state_breakout/run267cn_05_s258_stc_shared_state_breakout_features.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s258_stc/run267cn_05_s258_stc_shared_state_breakout/models/run267cn_05_s258_stc_shared_state_breakout_model.csv,source_profile_reused_with_one_added_feature,source run267CN profile remains a comparison anchor while run267CR adds one explicit follow-up feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
