run_id,attempt_name,candidate_id,axis_id,split,gap_type,metric,proxy_value,runtime_value,delta,classification,evidence,claim_boundary
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_validation,f69b_9dd9ed423f5f,pf_sparse_export_axis,validation,signal_count_parity(신호 수 동등성),signal_count,32,32,0,signal_count_exact(신호 수 정확),runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_validation,f69b_9dd9ed423f5f,pf_sparse_export_axis,validation,feature_readiness(피처 준비),feature_ready_count,9844,9844,0,feature_ready_exact(피처 준비 정확),runtime_summary_feature_ready_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_validation,f69b_9dd9ed423f5f,pf_sparse_export_axis,validation,trade_density(거래 밀도),trades_per_day,0.0626784274064496,0.0625,-0.00017842740644960497,trade_density_small_gap(trade_density 작은 간극),proxy_kpi_vs_strategy_tester_trade_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_validation,f69b_9dd9ed423f5f,pf_sparse_export_axis,validation,profit_factor(수익 팩터),profit_factor,2.393652904354145,1.54,-0.8536529043541448,profit_factor_gap(profit_factor 간극),proxy_kpi_vs_strategy_tester_report,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_validation,f69b_9dd9ed423f5f,pf_sparse_export_axis,validation,drawdown_percent(손실폭 퍼센트),drawdown_percent,0.5308726043701172,2.19,1.6591273956298829,drawdown_percent_gap(drawdown_percent 간극),proxy_dd_percent_vs_strategy_tester_dd,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_validation,f69b_9dd9ed423f5f,pf_sparse_export_axis,validation,order_fill_vs_deal_count(주문 체결 대 거래내역 수),order_fill_vs_deal_count,28,34,6,deal_count_shape_gap(거래내역 형태 간극),runtime_order_fill_count_vs_strategy_report_deal_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_validation,f69b_9dd9ed423f5f,pf_sparse_export_axis,validation,commission_swap(수수료/스왑),commission_swap,proxy_cost_terms,commission=0.0;swap=0.0,0.0,cost_terms_recorded(비용 항목 기록),strategy_report_deal_table,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_oos,f69b_9dd9ed423f5f,pf_sparse_export_axis,oos,signal_count_parity(신호 수 동등성),signal_count,9,9,0,signal_count_exact(신호 수 정확),runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_oos,f69b_9dd9ed423f5f,pf_sparse_export_axis,oos,feature_readiness(피처 준비),feature_ready_count,7584,7584,0,feature_ready_exact(피처 준비 정확),runtime_summary_feature_ready_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_oos,f69b_9dd9ed423f5f,pf_sparse_export_axis,oos,trade_density(거래 밀도),trades_per_day,0.0360405456138155,0.035897435897435895,-0.00014310971637960385,trade_density_small_gap(trade_density 작은 간극),proxy_kpi_vs_strategy_tester_trade_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_oos,f69b_9dd9ed423f5f,pf_sparse_export_axis,oos,profit_factor(수익 팩터),profit_factor,2.964008299766948,2.94,-0.02400829976694796,profit_factor_small_gap(profit_factor 작은 간극),proxy_kpi_vs_strategy_tester_report,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_oos,f69b_9dd9ed423f5f,pf_sparse_export_axis,oos,drawdown_percent(손실폭 퍼센트),drawdown_percent,0.5135646667480468,1.52,1.0064353332519533,drawdown_percent_gap(drawdown_percent 간극),proxy_dd_percent_vs_strategy_tester_dd,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_oos,f69b_9dd9ed423f5f,pf_sparse_export_axis,oos,order_fill_vs_deal_count(주문 체결 대 거래내역 수),order_fill_vs_deal_count,12,14,2,deal_count_shape_gap(거래내역 형태 간극),runtime_order_fill_count_vs_strategy_report_deal_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_pf_sparse_export_axis_423f5f_oos,f69b_9dd9ed423f5f,pf_sparse_export_axis,oos,commission_swap(수수료/스왑),commission_swap,proxy_cost_terms,commission=0.0;swap=0.0,0.0,cost_terms_recorded(비용 항목 기록),strategy_report_deal_table,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_validation,f69b_968cfd55b728,density_weak_export_axis,validation,signal_count_parity(신호 수 동등성),signal_count,792,792,0,signal_count_exact(신호 수 정확),runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_validation,f69b_968cfd55b728,density_weak_export_axis,validation,feature_readiness(피처 준비),feature_ready_count,9844,9844,0,feature_ready_exact(피처 준비 정확),runtime_summary_feature_ready_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_validation,f69b_968cfd55b728,density_weak_export_axis,validation,trade_density(거래 밀도),trades_per_day,1.0212896700933265,1.3272058823529411,0.30591621225961463,trade_density_gap(trade_density 간극),proxy_kpi_vs_strategy_tester_trade_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_validation,f69b_968cfd55b728,density_weak_export_axis,validation,profit_factor(수익 팩터),profit_factor,1.1849868512671786,1.07,-0.11498685126717856,profit_factor_gap(profit_factor 간극),proxy_kpi_vs_strategy_tester_report,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_validation,f69b_968cfd55b728,density_weak_export_axis,validation,drawdown_percent(손실폭 퍼센트),drawdown_percent,2.9907934989929235,6.45,3.4592065010070767,drawdown_percent_gap(drawdown_percent 간극),proxy_dd_percent_vs_strategy_tester_dd,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_validation,f69b_968cfd55b728,density_weak_export_axis,validation,order_fill_vs_deal_count(주문 체결 대 거래내역 수),order_fill_vs_deal_count,505,722,217,deal_count_shape_gap(거래내역 형태 간극),runtime_order_fill_count_vs_strategy_report_deal_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_validation,f69b_968cfd55b728,density_weak_export_axis,validation,commission_swap(수수료/스왑),commission_swap,proxy_cost_terms,commission=0.0;swap=0.0,0.0,cost_terms_recorded(비용 항목 기록),strategy_report_deal_table,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69D_event_first_onnx_runtime_probe_v1,f69d_density_weak_export_axis_55b728_oos,f69b_968cfd55b728,density_weak_export_axis,oos,signal_count_parity(신호 수 동등성),signal_count,641,641,0,signal_count_exact(신호 수 정확),runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
