candidate_id,candidate_alias,candidate_role,followup_variant_id,source_p0_axis,design_links,weakness_axis,priority,intent,source_feature_file,feature_file,feature_sha256,common_feature_path,common_feature_sha256,model_file,model_sha256,common_model_path,common_model_sha256,feature_order,feature_order_hash,rows,matched_rows,total_signal_rows,long_signal_rows,short_signal_rows,blocked_signal_rows,blocked_long_signal_rows,blocked_short_signal_rows,kept_signal_rows,signal_retention,context_missing_rows,feature_encoding
s264_allow_inner_high_quarter,s264_aih,challenger_core,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,late_session_plus_adx_20_25,P1,late-session hard block(후반 세션 강제 차단)을 더 좁은 trend-strength feature(추세 강도 피처) 조건으로 바꾼다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s264_aih/features/s264_aih_lateadx.csv,52c08b4ff92a808e7e281d103377f87902497761717d1ee434cf5454af82e448,OPV2/s267c/run267C_p1/lateadx/s264_aih/features/s264_aih_lateadx.csv,52c08b4ff92a808e7e281d103377f87902497761717d1ee434cf5454af82e448,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s264_aih/models/s264_aih_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/lateadx/s264_aih/models/s264_aih_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,11651,778,540,173,367,16,3,13,524,0.97037037037,0,utf-8_no_bom_runtime_header_safe
s264_lowrank_control,s264_lc,defensive_control,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,late_session_plus_adx_20_25,P1,late-session hard block(후반 세션 강제 차단)을 더 좁은 trend-strength feature(추세 강도 피처) 조건으로 바꾼다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s264_lc/features/s264_lc_lateadx.csv,93b2baf2a7aafa31cd76769692a76102d3cb5cc0bbc11e818e911cdab392b807,OPV2/s267c/run267C_p1/lateadx/s264_lc/features/s264_lc_lateadx.csv,93b2baf2a7aafa31cd76769692a76102d3cb5cc0bbc11e818e911cdab392b807,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s264_lc/models/s264_lc_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/lateadx/s264_lc/models/s264_lc_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,11651,778,540,173,367,16,3,13,524,0.97037037037,0,utf-8_no_bom_runtime_header_safe
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,late_session_plus_adx_20_25,P1,late-session hard block(후반 세션 강제 차단)을 더 좁은 trend-strength feature(추세 강도 피처) 조건으로 바꾼다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s262_lih/features/s262_lih_lateadx.csv,56dbd373621da24ee78e6295b3e29a9efe7ca3d62ba3c3a6d5b98587de9ce030,OPV2/s267c/run267C_p1/lateadx/s262_lih/features/s262_lih_lateadx.csv,56dbd373621da24ee78e6295b3e29a9efe7ca3d62ba3c3a6d5b98587de9ce030,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s262_lih/models/s262_lih_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/lateadx/s262_lih/models/s262_lih_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,4f64f17683b280455b32178290469759d37c1ac5c966d9c556def888cbfd04de,11651,778,540,173,367,16,3,13,524,0.97037037037,0,utf-8_no_bom_runtime_header_safe
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,late_session_plus_adx_20_25,P1,late-session hard block(후반 세션 강제 차단)을 더 좁은 trend-strength feature(추세 강도 피처) 조건으로 바꾼다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s264_aia/features/s264_aia_lateadx.csv,09fd626bf45057b8bd7e3b3a39e5c253d66a632da8af576bfdb28717bcf25b41,OPV2/s267c/run267C_p1/lateadx/s264_aia/features/s264_aia_lateadx.csv,09fd626bf45057b8bd7e3b3a39e5c253d66a632da8af576bfdb28717bcf25b41,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s264_aia/models/s264_aia_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/lateadx/s264_aia/models/s264_aia_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,11651,778,540,173,367,16,3,13,524,0.97037037037,0,utf-8_no_bom_runtime_header_safe
s258_short_tight_control,s258_stc,stress_challenger,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,late_session_plus_adx_20_25,P1,late-session hard block(후반 세션 강제 차단)을 더 좁은 trend-strength feature(추세 강도 피처) 조건으로 바꾼다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s258_stc/features/s258_stc_lateadx.csv,f637dd556b99fbc7a9cfd9a8e0ce5a0ca46e78cee38bd09fab3bfcc0ba2bbb23,OPV2/s267c/run267C_p1/lateadx/s258_stc/features/s258_stc_lateadx.csv,f637dd556b99fbc7a9cfd9a8e0ce5a0ca46e78cee38bd09fab3bfcc0ba2bbb23,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/lateadx/s258_stc/models/s258_stc_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/lateadx/s258_stc/models/s258_stc_lateadx_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,11651,778,540,173,367,16,3,13,524,0.97037037037,0,utf-8_no_bom_runtime_header_safe
s264_allow_inner_high_quarter,s264_aih,challenger_core,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,late_session_plus_hour_21,P1,late-session block(후반 세션 차단)을 전체 세션 규칙이 아니라 실제 진입 신호가 있는 후반 시간대 단서로 줄인다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s264_aih/features/s264_aih_late21.csv,1037fa3664a4589de1a90bffe250ed13796fafd546dce97c051cf6c3c0c1c10d,OPV2/s267c/run267C_p1/late21/s264_aih/features/s264_aih_late21.csv,1037fa3664a4589de1a90bffe250ed13796fafd546dce97c051cf6c3c0c1c10d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s264_aih/models/s264_aih_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/late21/s264_aih/models/s264_aih_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter,2ab2c67dfb3005122906ff74808ec5571664937452c2a529c153bba5c78f7e24,11651,1825,540,173,367,55,15,40,485,0.898148148148,0,utf-8_no_bom_runtime_header_safe
s264_lowrank_control,s264_lc,defensive_control,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,late_session_plus_hour_21,P1,late-session block(후반 세션 차단)을 전체 세션 규칙이 아니라 실제 진입 신호가 있는 후반 시간대 단서로 줄인다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s264_lc/features/s264_lc_late21.csv,85005fb3bb3cc7fcea17aff7fd51ac3d77412764da137fabe66c942ff62ce785,OPV2/s267c/run267C_p1/late21/s264_lc/features/s264_lc_late21.csv,85005fb3bb3cc7fcea17aff7fd51ac3d77412764da137fabe66c942ff62ce785,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s264_lc/models/s264_lc_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/late21/s264_lc/models/s264_lc_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control,57802ff8452e88002fcc25324198176680451bd754d1ed7eac425aba5090a0d8,11651,1825,540,173,367,55,15,40,485,0.898148148148,0,utf-8_no_bom_runtime_header_safe
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,late_session_plus_hour_21,P1,late-session block(후반 세션 차단)을 전체 세션 규칙이 아니라 실제 진입 신호가 있는 후반 시간대 단서로 줄인다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s262_lih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s262_lih/features/s262_lih_late21.csv,202d3d14d70923015186c27f75c1e11bd2c0b3733f7c7adc093776024be83d64,OPV2/s267c/run267C_p1/late21/s262_lih/features/s262_lih_late21.csv,202d3d14d70923015186c27f75c1e11bd2c0b3733f7c7adc093776024be83d64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s262_lih/models/s262_lih_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/late21/s262_lih/models/s262_lih_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter,4f64f17683b280455b32178290469759d37c1ac5c966d9c556def888cbfd04de,11651,1825,540,173,367,55,15,40,485,0.898148148148,0,utf-8_no_bom_runtime_header_safe
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,late_session_plus_hour_21,P1,late-session block(후반 세션 차단)을 전체 세션 규칙이 아니라 실제 진입 신호가 있는 후반 시간대 단서로 줄인다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aia.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s264_aia/features/s264_aia_late21.csv,7055bf4b57d73f8d1a7ca872801f446c97324fb4403440dd16224fe7aa81fdb7,OPV2/s267c/run267C_p1/late21/s264_aia/features/s264_aia_late21.csv,7055bf4b57d73f8d1a7ca872801f446c97324fb4403440dd16224fe7aa81fdb7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s264_aia/models/s264_aia_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/late21/s264_aia/models/s264_aia_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_all_oos_anchor,7647698b6fb69ce378e689021a9ffa86d076e6083ed493d66159b75799582469,11651,1825,540,173,367,55,15,40,485,0.898148148148,0,utf-8_no_bom_runtime_header_safe
s258_short_tight_control,s258_stc,stress_challenger,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,late_session_plus_hour_21,P1,late-session block(후반 세션 차단)을 전체 세션 규칙이 아니라 실제 진입 신호가 있는 후반 시간대 단서로 줄인다.,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s258_stc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s258_stc/features/s258_stc_late21.csv,b15950424920cf9d281ef9b36fc6e551325b1f0fe7e0c9ae851d06fb505666aa,OPV2/s267c/run267C_p1/late21/s258_stc/features/s258_stc_late21.csv,b15950424920cf9d281ef9b36fc6e551325b1f0fe7e0c9ae851d06fb505666aa,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/late21/s258_stc/models/s258_stc_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,OPV2/s267c/run267C_p1/late21/s258_stc/models/s258_stc_late21_model.csv,5df52c60031e899e5df948eadad98ea84fe7a5a9c4ed0129c20e026e01f59482,stage56_context_et_event_signal;stage258_source_feature_rank_bucket;stage258_source_feature_gate_short_tight_control,d236bdaee097504348693024cb9d469fa84f770a110e737e9670568b296d9c37,11651,1825,540,173,367,55,15,40,485,0.898148148148,0,utf-8_no_bom_runtime_header_safe
