stage_id,run_id,artifact_type,path,sha256,created_at,claim_boundary,artifact_id,created_at_utc,notes,artifact_path
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269B_materialized_candidate_package_blueprints_v1,run_manifest,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/02_runs/run269B/run_manifest.json,c74cde2e61ae5b00cfa1dc7a1b4c12e9f70161163fee3ceab0a0c2056c492f38,,,run269B_manifest,2026-05-23T00:00:00Z,Run269B manifest for materialized candidate package blueprints.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269B_materialized_candidate_package_blueprints_v1,package_blueprints,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/02_runs/run269B/package_blueprints.json,330a9053417197018170573c5fc93e51102fff7e5773be385e3d8abf19554889,,,run269B_package_blueprints,2026-05-23T00:00:00Z,Machine-readable candidate package blueprint bundle.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269B_materialized_candidate_package_blueprints_v1,blueprint_matrix,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/03_reviews/run269B_blueprints.csv,2aeea67d8a6406b4dd026d2a76ada5249c26a82543e5661c22e45ff4deaf76d9,,,run269B_blueprint_matrix,2026-05-23T00:00:00Z,CSV matrix for run269B package blueprint fields.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269B_materialized_candidate_package_blueprints_v1,review_report,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/03_reviews/run269B_report.md,e43038581365d723c48267dcce0bc58295bde3e73f51171a1f1f3413d798f468,,,run269B_report,2026-05-23T00:00:00Z,Human-readable run269B blueprint materialization report.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269B_materialized_candidate_package_blueprints_v1,artifact_lineage,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/03_reviews/run269B_lineage.csv,fc06b8fe7fedff5e92af821b028b0ef9937c5c686078687a9755960532c13a04,,,run269B_lineage,2026-05-23T00:00:00Z,Artifact lineage receipt for run269B blueprint materialization.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269C_materialized_scoring_handoff_inputs_v1,stage_pipeline_script,stage_pipelines/stage269/materialize_scoring_handoff_inputs.py,d12a4664b7e4970e3b69a4912e0522161447a5d350f8681fc029cd7a42233e2d,,,stage269_run269C_materializer,2026-05-23T00:00:00Z,Stage269 script that materializes scoring and handoff inputs from run269B blueprints.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269C_materialized_scoring_handoff_inputs_v1,run_manifest,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/02_runs/run269C/run_manifest.json,6a2b0d87a5460b524f67a543f4a79cfcb0fcc67fc7e03df63658a627e432a2c6,,,run269C_manifest,2026-05-23T00:00:00Z,Run269C manifest for scoring and handoff input materialization.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269C_materialized_scoring_handoff_inputs_v1,scoring_input_specs,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/02_runs/run269C/scoring_input_specs.json,59e9a13e4e7d5031d3cfaa4898b46fb8c1ebddf431c153dc3eedd90a16e44be1,,,run269C_scoring_input_specs,2026-05-23T00:00:00Z,Scoring input specifications for four Stage269 package surfaces.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269C_materialized_scoring_handoff_inputs_v1,handoff_input_plan,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/02_runs/run269C/handoff_input_plan.csv,633207fd77aca16e00238c9c3198a808a94d7fe3a25c927a002305b222da1baa,,,run269C_handoff_input_plan,2026-05-23T00:00:00Z,Handoff input plan for future runtime payload files.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269C_materialized_scoring_handoff_inputs_v1,package_identity_receipts,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/02_runs/run269C/package_identity_receipts.csv,cac0bb9f1b1c4396be43becd1d6054c326cc51d6d4efbb72b16ba4f4f364c947,,,run269C_package_identity_receipts,2026-05-23T00:00:00Z,Package identity receipts for feature order blueprint decision and adapter hashes.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269C_materialized_scoring_handoff_inputs_v1,artifact_lineage,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/02_runs/run269C/lineage.json,068218d94783130f1b9eb102d1caa80508946dcc8d557232a94f7b49258c7832,,,run269C_lineage,2026-05-23T00:00:00Z,Artifact lineage receipt for run269C scoring and handoff materialization.,
269_onnx_candidate_campaign__fresh_thesis_candidate_construction,run269C_materialized_scoring_handoff_inputs_v1,review_report,stages/269_onnx_candidate_campaign__fresh_thesis_candidate_construction/03_reviews/run269C_report.md,1d0c5aaa7971aa9d2e195743cf0877eaf2fd5272ef4e736dc3fad297cabd8147,,,run269C_report,2026-05-23T00:00:00Z,Human-readable run269C scoring and handoff input materialization report.,
,,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/03_reviews/stage11_closeout_packet.md,,,,stage11_alpha_robustness_closeout_packet,,Stage 11 closeout; reviewed_closed_no_next_stage_opened; no promotion or operating reference,
,,,docs/decisions/2026-04-27_stage11_alpha_robustness_closeout.md,,,,stage11_alpha_robustness_closeout_decision,,Decision closing Stage 11 as runtime_probe/stress_read evidence only,
,,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50B_tier_a_dense_engine_grid.md,,,,stage56_run50B_dense_grid_report,,Run50B Tier A dense engine grid report; runtime_probe only; no selected research baseline,
,,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50B_tier_a_dense_engine_grid_summary.csv,,,,stage56_run50B_dense_grid_summary,,Run50B four-variant MT5 closed-trade density and quality summary,
,,,docs/agent_control/packets/stage56_run50B_tier_a_dense_engine_grid_v1/aggregate_summary.json,,,,stage56_run50B_dense_grid_packet_summary,,Run50B aggregate packet summary with density and quality frontiers,
,,,foundation/mt5/include/ObsidianPrime/ModelRuntime.mqh,,,,stage56_run50B_model_runtime_label_shape_patch,,Runtime parity repair: ONNX label output shape uses rank-1 label output for sklearn ONNX models,
,,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/00_spec/run02AA_run02AK_fwd18_rank_stress_plan.md,,,,run02AA_run02AK_fwd18_rank_stress_plan,,Stage 11 fwd18 inverse rank ADX/routing/session stress plan; runtime_probe boundary,
,,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/03_reviews/run02AA_run02AK_fwd18_rank_stress_packet.md,,,,run02AA_run02AK_fwd18_rank_stress_packet,,Stage 11 RUN02AA-RUN02AK stress packet; RUN02Z center survived but remains tiny-sample runtime_probe,
,,,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_raw_m5_inventory/raw_m5_inventory.json,,,,raw_m5_inventory_20260424,,Stage 01 raw M5 inventory; 12/12 expected symbols usable; small reviewed 02_runs evidence intentionally tracked,
,,,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_time_semantics_probe/time_semantics_probe.json,,,,time_semantics_probe_20260424,,Stage 01 time semantics probe; direct UTC assumption rejected for equity cash-session timestamps; large daily detail stays local unless explicitly promoted,
,,,docs/contracts/time_axis_policy_fpmarkets_v2.md,,,,time_axis_policy_fpmarkets_v2,,"Stage 01 dual time-axis policy; raw broker-clock key for alignment, event UTC or broker session calendar required for session features",
,,,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_broker_session_calendar_mapper/broker_session_calendar_audit.json,,,,broker_session_calendar_mapper_20260424,,Stage 01 broker session calendar mapper audit; Europe/Athens broker clock to America/New_York session time,
,,,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_feature_frame_target_probe/feature_frame_target_probe.json,,,,feature_frame_target_probe_20260424,,Stage 01 feature-frame target probe; selected practical-start full-cash valid-row scope for the first shared freeze,
,,,data/processed/datasets/dataset_fpmarkets_v2_us100_m5_20220901_20260413_cashopen_fullcash_valid_freeze01/dataset_summary.json,,,,dataset_fpmarkets_v2_us100_m5_20220901_20260413_cashopen_fullcash_valid_freeze01,,Stage 02 first shared feature-frame freeze; 54439 selected rows on 890 full cash-session days; feature_order_hash fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2; summary_sha256 cfbe306248a029537c4030c742dcf3ffcacc7d58997b81552502f3b76be87dc1; features_sha256 0b3feec1f01f0436c908abb7b5b02d740b259c70a1639438de2b2f172a1121d0,
,,,docs/contracts/training_label_split_contract_fpmarkets_v2.md,,,,training_label_split_contract_fpmarkets_v2,,Stage 03 first default 60-minute 3-class label and calendar split contract,
,,,data/processed/training_datasets/label_v1_fwd12_split_v1/training_dataset_summary.json,,,,training_fpmarkets_v2_us100_m5_label_v1_fwd12_m5_logret_train_q33_3class_split_v1,,Stage 03 first default training label/split dataset; 46650 rows; feature_order_hash fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2; training_dataset_sha256 32e4d2cc8231995941d2ef32bd1ff0f980048d8b7b4d5c7daf0978e833129735; summary_sha256 1c1b0caf54e6130c6d8ac31877e6b3cdda0f40c6aa87f4c0da0def2cf4638d4c,
,,,docs/contracts/top3_price_proxy_weight_contract_fpmarkets_v2.md,,,,top3_price_proxy_weight_contract_fpmarkets_v2,,Stage 04 MT5 price-proxy monthly top3 weight contract; local reproducible close-share proxy only; not actual NDX/QQQ weights,
,,,foundation/config/top3_monthly_price_proxy_weights_fpmarkets_v2.csv,,,,top3_monthly_price_proxy_weights_fpmarkets_v2_v1,,Stage 04 MT5 price-proxy monthly top3 weights; MSFT/NVDA/AAPL; 45 months 2022-08 through 2026-04; bootstrap month 2022-08; weights_sha256 08531dbf5235a166e5b2e9dc675ec3d41a0cc84066d00592c37f500aa8f89981,
