variant_order,variant_id,source_run_id,source_queue_id,run267S_queue_id,axis_id,axis_class,priority,candidate_id,candidate_alias,candidate_role,test_id,test_type,feature_family,materialization_boundary,source_feature_file,feature_file,feature_sha256,source_model_file,model_file,model_sha256,common_feature_path,common_feature_sha256,common_model_path,common_model_sha256,feature_count,feature_order_hash,feature_order,rows,claim_boundary
1,run267t_01_s264_aih_abl_volatility_bandwidth,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_01_s264_aih_abl_volatility_bandwidth,run267T_s264_aih_axis01_pool_wide_variant_distinguishability,run267S_axis01_pool_wide_variant_distinguishability,variant_distinguishability(변형 구분성),P0,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),volatility_bandwidth,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_01_s264_aih_abl_volatility_bandwidth/features/s264_aih_abl_volatility_bandwidth.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/features/s264_aih_abl_volatility_bandwidth.csv,e73a3ecbf94a379e2dec33679b2cdb0a4c28f1af73027e97bda978883762502d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_01_s264_aih_abl_volatility_bandwidth/models/s264_aih_abl_volatility_bandwidth_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/models/s264_aih_abl_volatility_bandwidth_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/features/s264_aih_abl_volatility_bandwidth.csv,e73a3ecbf94a379e2dec33679b2cdb0a4c28f1af73027e97bda978883762502d,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_01_s264_aih_abl_volatility_bandwidth/models/s264_aih_abl_volatility_bandwidth_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,bc91bdf1a10eeeaf3d799304aed032755ce564ba16c372edfbbbdb2127b93751,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_abl_volatility_bandwidth_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
2,run267t_02_s264_aih_rep_volatility_atr,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_04_s264_aih_rep_volatility_atr,run267T_s264_aih_axis01_pool_wide_variant_distinguishability,run267S_axis01_pool_wide_variant_distinguishability,variant_distinguishability(변형 구분성),P0,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),volatility_risk(변동성 위험),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_04_s264_aih_rep_volatility_atr/features/s264_aih_rep_volatility_atr.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_02_s264_aih_rep_volatility_atr/features/s264_aih_rep_volatility_atr.csv,f614ae2326c51a8b84c702a01a2287529f8069bc181bea033cb6236f5021220f,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_04_s264_aih_rep_volatility_atr/models/s264_aih_rep_volatility_atr_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_02_s264_aih_rep_volatility_atr/models/s264_aih_rep_volatility_atr_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_02_s264_aih_rep_volatility_atr/features/s264_aih_rep_volatility_atr.csv,f614ae2326c51a8b84c702a01a2287529f8069bc181bea033cb6236f5021220f,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_02_s264_aih_rep_volatility_atr/models/s264_aih_rep_volatility_atr_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,ef54790c4852477bab905cef024ec8db5a29cb1c40583d090814f84f5428428b,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_rep_volatility_atr_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
3,run267t_03_s264_aih_abl_trend_strength_direction,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_02_s264_aih_abl_trend_strength_direction,run267T_s264_aih_axis02_non_calendar_weak_slice_resilience,run267S_axis02_non_calendar_weak_slice_resilience,non_calendar_weak_slice_resilience(비달력 약점 구간 견고성),P0,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),trend_strength_direction,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_02_s264_aih_abl_trend_strength_direction/features/s264_aih_abl_trend_strength_direction.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/features/s264_aih_abl_trend_strength_direction.csv,b5b2185c10206e94d6103b1fb912c1e0ffc77bf358b1007ef0e771d8d7e1a34c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_02_s264_aih_abl_trend_strength_direction/models/s264_aih_abl_trend_strength_direction_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/models/s264_aih_abl_trend_strength_direction_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/features/s264_aih_abl_trend_strength_direction.csv,b5b2185c10206e94d6103b1fb912c1e0ffc77bf358b1007ef0e771d8d7e1a34c,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_03_s264_aih_abl_trend_strength_direction/models/s264_aih_abl_trend_strength_direction_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,333af9f9e8d6630863ae3b077f9bbc44b3a93a20f8fbdc8924e58a1c7797b5ac,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_abl_trend_strength_direction_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
4,run267t_04_s264_aih_rep_trend_strength_adx,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_03_s264_aih_rep_trend_strength_adx,run267T_s264_aih_axis02_non_calendar_weak_slice_resilience,run267S_axis02_non_calendar_weak_slice_resilience,non_calendar_weak_slice_resilience(비달력 약점 구간 견고성),P0,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),trend_strength(추세 강도),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_03_s264_aih_rep_trend_strength_adx/features/s264_aih_rep_trend_strength_adx.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/features/s264_aih_rep_trend_strength_adx.csv,5c0381f04626c4a6a1b03eaa15be6202ca2ab964fddd05b9788959043ac2ba51,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_aih/run267n_03_s264_aih_rep_trend_strength_adx/models/s264_aih_rep_trend_strength_adx_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/models/s264_aih_rep_trend_strength_adx_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/features/s264_aih_rep_trend_strength_adx.csv,5c0381f04626c4a6a1b03eaa15be6202ca2ab964fddd05b9788959043ac2ba51,OPV2/s267t/run267T_orthogonal_stability/s264_aih/run267t_04_s264_aih_rep_trend_strength_adx/models/s264_aih_rep_trend_strength_adx_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,87c4f67bf20f9731ec15ce00994066e569c3b5e9255b1907d56598336949db88,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267n_rep_trend_strength_adx_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
5,run267t_05_s264_lc_rep_volatility_atr,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_09_s264_lc_rep_volatility_atr,run267T_s264_lc_axis01_pool_wide_variant_distinguishability,run267S_axis01_pool_wide_variant_distinguishability,variant_distinguishability(변형 구분성),P0,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),volatility_risk(변동성 위험),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_09_s264_lc_rep_volatility_atr/features/s264_lc_rep_volatility_atr.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_lc/run267t_05_s264_lc_rep_volatility_atr/features/s264_lc_rep_volatility_atr.csv,832fb735d315c8fe6111a64714cb93365b94634ca1c1af00f76a0351dafcd58a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_09_s264_lc_rep_volatility_atr/models/s264_lc_rep_volatility_atr_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_lc/run267t_05_s264_lc_rep_volatility_atr/models/s264_lc_rep_volatility_atr_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_05_s264_lc_rep_volatility_atr/features/s264_lc_rep_volatility_atr.csv,832fb735d315c8fe6111a64714cb93365b94634ca1c1af00f76a0351dafcd58a,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_05_s264_lc_rep_volatility_atr/models/s264_lc_rep_volatility_atr_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,98f9c96ec080b3e4d49354efab8a100eba81774e723da69c73809ce2a919cfc3,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267n_rep_volatility_atr_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
6,run267t_06_s264_lc_abl_trend_strength_direction,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_07_s264_lc_abl_trend_strength_direction,run267T_s264_lc_axis02_non_calendar_weak_slice_resilience,run267S_axis02_non_calendar_weak_slice_resilience,non_calendar_weak_slice_resilience(비달력 약점 구간 견고성),P0,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),trend_strength_direction,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_07_s264_lc_abl_trend_strength_direction/features/s264_lc_abl_trend_strength_direction.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/features/s264_lc_abl_trend_strength_direction.csv,0901f29c0e39504b32e786735553211fc431719f4e773f42a0d0ceb9f5d969a8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_07_s264_lc_abl_trend_strength_direction/models/s264_lc_abl_trend_strength_direction_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/models/s264_lc_abl_trend_strength_direction_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/features/s264_lc_abl_trend_strength_direction.csv,0901f29c0e39504b32e786735553211fc431719f4e773f42a0d0ceb9f5d969a8,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_06_s264_lc_abl_trend_strength_direction/models/s264_lc_abl_trend_strength_direction_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,dfbe203aa16d6e4f2b162bf48dedb8a6e355fe688c4c5df40533f56f86006da0,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267n_abl_trend_strength_direction_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
7,run267t_07_s264_lc_rep_trend_strength_adx,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_08_s264_lc_rep_trend_strength_adx,run267T_s264_lc_axis02_non_calendar_weak_slice_resilience,run267S_axis02_non_calendar_weak_slice_resilience,non_calendar_weak_slice_resilience(비달력 약점 구간 견고성),P0,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),trend_strength(추세 강도),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_08_s264_lc_rep_trend_strength_adx/features/s264_lc_rep_trend_strength_adx.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/features/s264_lc_rep_trend_strength_adx.csv,0e21fd64227d903870a6b0abe78041fd611ffcf25c7ddb50dcfb97315f678dc6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s264_lc/run267n_08_s264_lc_rep_trend_strength_adx/models/s264_lc_rep_trend_strength_adx_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/models/s264_lc_rep_trend_strength_adx_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/features/s264_lc_rep_trend_strength_adx.csv,0e21fd64227d903870a6b0abe78041fd611ffcf25c7ddb50dcfb97315f678dc6,OPV2/s267t/run267T_orthogonal_stability/s264_lc/run267t_07_s264_lc_rep_trend_strength_adx/models/s264_lc_rep_trend_strength_adx_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,44ef5295218d0a3aa9a9d4864b8584fb36c52f7f7f14ec6425cc196ee653fbb1,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267n_rep_trend_strength_adx_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
8,run267t_08_s262_lih_rep_volatility_atr,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_14_s262_lih_rep_volatility_atr,run267T_s262_lih_axis01_pool_wide_variant_distinguishability,run267S_axis01_pool_wide_variant_distinguishability,variant_distinguishability(변형 구분성),P0,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),volatility_risk(변동성 위험),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_14_s262_lih_rep_volatility_atr/features/s262_lih_rep_volatility_atr.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s262_lih/run267t_08_s262_lih_rep_volatility_atr/features/s262_lih_rep_volatility_atr.csv,e6b55db87ddc7d6fe8322dc3b1146b295c0e699be04b49585df3744f11d890f0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_14_s262_lih_rep_volatility_atr/models/s262_lih_rep_volatility_atr_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s262_lih/run267t_08_s262_lih_rep_volatility_atr/models/s262_lih_rep_volatility_atr_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_08_s262_lih_rep_volatility_atr/features/s262_lih_rep_volatility_atr.csv,e6b55db87ddc7d6fe8322dc3b1146b295c0e699be04b49585df3744f11d890f0,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_08_s262_lih_rep_volatility_atr/models/s262_lih_rep_volatility_atr_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,f01012d2b2134139e80d0f648af5095e22b9a7280f85715249d0117a00d8eb3a,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267n_rep_volatility_atr_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
9,run267t_09_s262_lih_abl_trend_strength_direction,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_12_s262_lih_abl_trend_strength_direction,run267T_s262_lih_axis02_non_calendar_weak_slice_resilience,run267S_axis02_non_calendar_weak_slice_resilience,non_calendar_weak_slice_resilience(비달력 약점 구간 견고성),P0,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),trend_strength_direction,"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/features/s262_lih_abl_trend_strength_direction.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/features/s262_lih_abl_trend_strength_direction.csv,909ee5bc045dd1136d7519bf4185b02128b909f0726420bde7424ed0cb771eae,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/models/s262_lih_abl_trend_strength_direction_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/models/s262_lih_abl_trend_strength_direction_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/features/s262_lih_abl_trend_strength_direction.csv,909ee5bc045dd1136d7519bf4185b02128b909f0726420bde7424ed0cb771eae,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_09_s262_lih_abl_trend_strength_direction/models/s262_lih_abl_trend_strength_direction_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,4ac2d42a4e5704b6a11e909e70dcbc9fdecba0e7cc03c6ff1f1bc4fdbbdcd8b1,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267n_abl_trend_strength_direction_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
10,run267t_10_s262_lih_rep_trend_strength_adx,run267N_stage267_pool_wide_ablation_replacement_materialization_v1,run267N_13_s262_lih_rep_trend_strength_adx,run267T_s262_lih_axis02_non_calendar_weak_slice_resilience,run267S_axis02_non_calendar_weak_slice_resilience,non_calendar_weak_slice_resilience(비달력 약점 구간 견고성),P0,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),trend_strength(추세 강도),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/features/s262_lih_rep_trend_strength_adx.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/features/s262_lih_rep_trend_strength_adx.csv,4a1346c534dfeea32974a8f12e62cbfb8a3e402290b33f601e5cc53144e86ee4,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/variants/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/models/s262_lih_rep_trend_strength_adx_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267T/pool_wide_orthogonal_stability_mt5_attempts/variants/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/models/s262_lih_rep_trend_strength_adx_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/features/s262_lih_rep_trend_strength_adx.csv,4a1346c534dfeea32974a8f12e62cbfb8a3e402290b33f601e5cc53144e86ee4,OPV2/s267t/run267T_orthogonal_stability/s262_lih/run267t_10_s262_lih_rep_trend_strength_adx/models/s262_lih_rep_trend_strength_adx_model.csv,8ccd93e40603631f49390554d32005821aec9b160212bcd3173fbde4dd8649fe,4,caa17801b03611d106d3368b17e56ce7ac564966a6111392d678ac7baf24fb87,stage56_context_et_event_signal;stage262_source_feature_rank_bucket;stage262_source_feature_gate_lowrank_inner_half_filter;stage267n_rep_trend_strength_adx_score,11651,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
