run_id,input_path,exists,sha256,availability,effect,claim_boundary
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364H/final_decision.json,True,6d7b5bcf6f25ce953b48e469101a1c8dfffd8e65fac12dc2b33ec2130f970ed4,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364H/required_gate_coverage_audit.csv,True,61044915633d4aa8605f1d80e15bf57232afca792286f14211fbcf3294425f24,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364H/run364I_offensive_repair_design_queue.csv,True,d97978f84117d1dc7445d310fdc2da2ca21db1fdf6604698f4eb0cd11e2dac19,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364H_timestamp_context_onnx_mt5_runtime_probe_review.md,True,6d283ecdbc3bfdcadbe0ca7578cb6793b60b495aa6c77d30c7b42173464d61b8,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364E/selected_model_summary.json,True,74a0732a86ed0479f5ff0a21b8acbb5487f3b8897eab7c566f36dcb62e492229,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364D/timestamp_context_feature_schema.json,True,97bb52c6439d120014a21588bde91030c8eca8c0d3d52ce5804642f417c0a31a,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364E/onnx/rf_depth3_balanced.onnx,True,2cfdd69160064f61df66f5e5a87a5db02707e8eb44810ac99cfcacae229e7191,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/359_runtime_probe_execution__high_density_label_pivot_mt5_check/02_runs/run359B/high_density_label_pivot_mt5_probe_summary.csv,True,454f286b4c7f0112099e1a314ef21ae9487afb958fed37d9726c8b069bfb6801,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/359_runtime_probe_execution__high_density_label_pivot_mt5_check/02_runs/run359B/runtime_telemetry/q05_pside_all_validation_telemetry.csv,True,,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,stages/359_runtime_probe_execution__high_density_label_pivot_mt5_check/02_runs/run359B/runtime_telemetry/q05_pside_all_oos_telemetry.csv,True,536ca4f2e82d3f9b6c3e943801ba5ed2e3ba6d386f8c545f3c46b8459359108d,tracked_or_ignored_with_manifest,input identity(입력 정체성)를 고정해 dense proxy(고밀도 프록시)를 재현 가능하게 한다.,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
