run_id,source_run_id,queue_id,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,record_view,attempt_name,tier_scope,route_role,split,trade_index,direction,open_time,close_time,holding_minutes,month,weekday,close_hour_report,session_report,chron_segment,volume,gross_profit,net_profit,commission,swap,source_report_path
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,1,sell,2024-01-02 16:40:00,2024-01-02 16:55:00,15.0,2024-01,Tuesday,16,session_13_20_report_time,chron_early,0.4,26.44,26.44,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,2,buy,2024-01-02 17:30:00,2024-01-02 17:50:00,20.0,2024-01,Tuesday,17,session_13_20_report_time,chron_early,0.08,-2.74,-2.74,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,3,sell,2024-01-02 20:20:00,2024-01-02 20:35:00,15.0,2024-01,Tuesday,20,session_13_20_report_time,chron_early,0.36,-4.77,-4.77,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,4,buy,2024-01-04 17:25:00,2024-01-04 17:40:00,15.0,2024-01,Thursday,17,session_13_20_report_time,chron_early,0.28,-0.15,-0.15,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,5,buy,2024-01-05 16:45:00,2024-01-05 17:00:00,15.0,2024-01,Friday,17,session_13_20_report_time,chron_early,0.11,2.11,2.11,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,6,sell,2024-01-05 19:10:00,2024-01-05 19:25:00,15.0,2024-01,Friday,19,session_13_20_report_time,chron_early,0.36,-1.39,-1.39,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,7,buy,2024-01-08 16:55:00,2024-01-08 17:10:00,15.0,2024-01,Monday,17,session_13_20_report_time,chron_early,0.19,8.34,8.34,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,8,buy,2024-01-09 17:10:00,2024-01-09 17:30:00,20.0,2024-01,Tuesday,17,session_13_20_report_time,chron_early,0.34,1.34,1.34,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,9,buy,2024-01-11 16:40:00,2024-01-11 16:50:29,10.483333,2024-01,Thursday,16,session_13_20_report_time,chron_early,0.13,-9.76,-9.76,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
run267DB_stage267_shared_weakness_breakout_second_followup_or_prune_balance_timeslice_trade_quality_review_v1,run267DA_stage267_shared_weakness_breakout_second_followup_or_prune_mt5_execution_v1,cy_q02_explosive_combo_cross_period_prune_gate,s258_short_tight_control,s258_stc,stress_challenger,explosive_second_survival,explosive_second_survival,Tier A and duplicate-boundary Tier A+B inputs are materialized; true Tier B fallback and actual routed total remain outside this run,mt5_ta_s258_stc_explosive_second_historical_2024,run267cz_01_s258_stc_explosive_second_ta_2024,Tier A,tier_a_only,historical_2024,10,sell,2024-01-11 17:15:00,2024-01-11 17:30:00,15.0,2024-01,Thursday,17,session_13_20_report_time,chron_early,0.12,-6.86,-6.86,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DA/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DA_run267cz_01_s258_stc_explosive_second_ta_2024.htm
