run_id,input_path,exists,sha256,source_run_id,effect(효과),claim_boundary(주장 경계)
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/final_decision.json,True,d1fb641c9f526895e26693cfdd1a3f70d43361e43fbde1532b446c6ef7154be4,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/required_gate_coverage_audit.csv,True,fa807a38dc29f87d5be7b92836ee457174a3060a2acea92d1503a50cdfa9ba0f,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/run364R_next_queue.csv,True,6375ed24714205b1ae63b83c7dc05e6697a4ba489a1b9262c39d1db9754feeac,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/overlay_policy_surface.csv,True,3444fe71c112f1ac992d73db60c81b8b2168d8645b87ecfec540094cd0b126e9,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/hold_cap_proxy_surface.csv,True,a687160d68ff6e1f0640fbfc5a65ef44315697356f2cc1dfe6a3d5a8958df0e0,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/short_router_proxy_surface.csv,True,87c3f5b0acf38184ac18395f11083366188781473a24b40dcafdddcfacbcbd79,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/selected_overlay_summary.json,True,8634f505ee67b4c5c93fb9315933a1eb923fe568e667d9a3add14b69d8711db1,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/final_decision.json,True,29ec4a898ff73ff30c487dce3a185be2bb8d308f340740da0f265de3825b0c71,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/required_gate_coverage_audit.csv,True,454e5fd701966b535f4810b43f8e39367d2c365f4a40cc24113a3a853ab261c8,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/feature_order.json,True,d7a1067f22872488e8ef8c2fa66dbc644b3845662164dd6d9584c0a6d5a883cc,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,package input identity(패키지 입력 정체성)를 고정한다.,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
