run_id,input_path,exists,sha256,input_role,effect,claim_boundary
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/final_decision.json,True,a7a25dc4713c9cf00fdd433ec51cbfa7508798c0813219dd8deda83129681831,parent final decision(부모 최종 결정),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/required_gate_coverage_audit.csv,True,af2b60c584bd03d503e5e3aaf4ac7842e61aa04c36c938dcc0283b295e536777,supporting evidence(보조 근거),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/density_restore_cost_session_proxy_scout_surface.csv,True,4849f448f927bc9f77b2b77ade90ddbd7075c3328a568632f4435b19c0db628b,AY proxy surface(AY 프록시 표면),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/strict_proxy_candidates.csv,True,4cd6338d0280db7271d98004dec907e359a78906a987790000a79f690fd4b156,strict proxy candidates(엄격 프록시 후보),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/package_eligible_candidates.csv,True,b8a276ae2bc96dd8a8acd2798037e1d28eb7c095cbdab0b7d78723211213b081,package eligibility evidence(패키지 가능 근거),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/queue_replay_audit.csv,True,0b69f9619524d43718617b32c1b0f6e718a4a3c3e28e5f090222455ae54d2c65,supporting evidence(보조 근거),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/density_survival_comparison.csv,True,d249dc01d05991136bd19988b695d0d5ed82f366f1b53abe8061b92d674077a1,supporting evidence(보조 근거),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/selected_session_summary.csv,True,940aba15d2a34ea39dadddd99ab153ba03919d43bb742917820e5ddfc676c0a8,performance attribution(성과 귀속),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/selected_month_side_summary.csv,True,0adac8b7bebe1725f82e425d93a096d50576d72e806bfac6a2ff9ecfc49a08f8,performance attribution(성과 귀속),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/run364AZ_review_queue.csv,True,43260241d5a48ddde666579d4f27594c40f9560e15b406d2dc5d00af9c12c72d,parent review queue(부모 검토 대기열),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364AY_density_restore_scout.md,True,70a4fd0657e0427b459ae08bafe7a3ee74a1c1b484d35474fd5f3f4f24809393,supporting evidence(보조 근거),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AZ_review_threshold_edge_density_restore_cost_session_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AY/artifact_lineage_receipt.json,True,01f3b828cda28e597875ee7b6b109cb6311c1978116046eebd519f3234167b4c,supporting evidence(보조 근거),AY review(AY 검토) 입력 정체성을 고정해 package decision(패키지 결정)과 다음 queue(대기열)를 추적 가능하게 한다.,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
