artifact_id,artifact_type,path,file_exists_review,hash_review,registry_run_binding_review,review_decision,claim_boundary
run336H_materialize_constraint_bound_runner_scaffolds_v1__current_working_state,stage336H_runner_scaffold_materialization,docs/context/current_working_state.md,passed,passed_mutable_state_doc_successor_update,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__2026-05-27_stage336H_runner_scaffolds,stage336H_runner_scaffold_materialization,docs/decisions/2026-05-27_stage336H_runner_scaffolds.md,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__changelog,stage336H_runner_scaffold_materialization,docs/workspace/changelog.md,passed,passed_mutable_state_doc_successor_update,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__workspace_state,stage336H_runner_scaffold_materialization,docs/workspace/workspace_state.yaml,passed,passed_mutable_state_doc_successor_update,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__stage_brief,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/00_spec/stage_brief.md,passed,passed_mutable_state_doc_successor_update,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__input_refs,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/01_inputs/input_refs.md,passed,passed_mutable_state_doc_successor_update,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__artifact_hash_receipt_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/artifact_hash_receipt_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__artifact_lineage_receipt,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/artifact_lineage_receipt.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__canary_expected_failure_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/canary_expected_failure_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cost_stress_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cost_stress_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_data_integrity__future_shift_join_canary_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_data_integrity__future_shift_join_canary_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_data_integrity__threshold_lot_freeze_manifest_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_data_integrity__threshold_lot_freeze_manifest_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_data_integrity__tier_pair_record_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_data_integrity__tier_pair_record_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_negative_control_repair__branch_specific_canary_runner_matrix,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__branch_specific_canary_runner_matrix.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_negative_control_repair__negative_control_binding_audit,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_negative_control_repair__negative_control_binding_audit.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_runtime_usability__difference_table_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__difference_table_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_runtime_usability__fresh_mt5_runtime_probe_result_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__fresh_mt5_runtime_probe_result_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_runtime_usability__proxy_expected_table_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__proxy_expected_table_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__cross_branch_runtime_usability__usability_decision_template,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/cross_branch_runtime_usability__usability_decision_template.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__curve_pocket_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/curve_pocket_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__data_integrity_receipt,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/data_integrity_receipt.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__defense_cost_curve_underwater_gate__cost_stress_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/defense_cost_curve_underwater_gate__cost_stress_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__defense_cost_curve_underwater_gate__lot_normalized_view_builder,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/defense_cost_curve_underwater_gate__lot_normalized_view_builder.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__defense_cost_curve_underwater_gate__rolling_curve_pocket_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/defense_cost_curve_underwater_gate__rolling_curve_pocket_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__defense_cost_curve_underwater_gate__underwater_stretch_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/defense_cost_curve_underwater_gate__underwater_stretch_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__defense_direction_symmetry_negative_control__direction_label_flip_canary_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/defense_direction_symmetry_negative_control__direction_label_flip_canary_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__defense_direction_symmetry_negative_control__long_short_attribution_runner,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/defense_direction_symmetry_negative_control__long_short_attribution_runner.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__defense_direction_symmetry_negative_control__side_drop_rejection_validator,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/defense_direction_symmetry_negative_control__side_drop_rejection_validator.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__direction_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/direction_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__external_verification_log_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/external_verification_log_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__feature_family_seed_card_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/feature_family_seed_card_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__final_runner_scaffold_materialization_decision,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/final_runner_scaffold_materialization_decision.json,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run336H_materialize_constraint_bound_runner_scaffolds_v1__fresh_mt5_result_schema,stage336H_runner_scaffold_materialization,stages/336_onnx_research_packet__constraint_bound_repair_defense_offense_rebuild/02_runs/run336H/fresh_mt5_result_schema.csv,passed,passed,passed,accepted_registry_hash_binding,research_development_only_stage336I_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
