run_id,gate,status,evidence,effect,claim_boundary
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,scope_completion_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/bs_rule_surface.csv,BR repair queue(BR 수리 대기열)를 BS rule surface(BS 규칙 표면)로 실행했다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,kpi_contract_audit,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/selected_bs_candidate.json,net/PF/expectancy/DD/recovery/trades/short share를 함께 확인했다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,late_year_stress_repair_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/stress_slice_review.csv,BR의 2025-12 bad month(불량 월)을 month-of-year repair(월중 수리) 조건으로 변환했다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,no_lookahead_boundary_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/overfit_guardrail_audit.csv,"정확 연월, 실현손익 우선순위, top_n(상위 N개)을 배제했다.",research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,synthetic_overlap_guard,passed,synthetic_overlap_count=0,trade splitting(거래 쪼개기) 없이 단일 포지션 의미를 보존했다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,skill_receipt_lint,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/run_evidence_receipt.json;stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/data_integrity_receipt.json;stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/experiment_design_receipt.json;stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/model_validation_receipt.json;stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/performance_attribution_receipt.json;stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/result_judgment_receipt.json;stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/artifact_lineage_receipt.json;stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/claim_boundary_receipt.json,experiment/data/model/lineage/judgment receipt(영수증)를 closeout(종료 기록)에 연결했다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,proxy_mt5_diff_recorded,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/proxy_mt5_diff_plan.csv,proxy expected value(프록시 예상값)를 MT5 runtime probe(MT5 런타임 탐침)와 분리해 기록했다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,package_boundary_gate,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/proxy_mt5_diff_plan.csv,stress clear(압박 해소)가 있어도 새 MT5 실행 전에는 package(패키지)와 authority(권위)를 주장하지 않는다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,required_gate_coverage_audit,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/required_gate_coverage_audit.csv,필수 gate(게이트)와 산출물 연결을 확인했다.,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,final_claim_guard,passed,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/claim_boundary_receipt.json,"runtime authority(런타임 권위), operating promotion(운영 승격), Goal Achieve(목표 달성)를 차단했다.",research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
