run_id,input_path,exists,sha256,input_role,claim_boundary
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/final_decision.json,True,53d934c63d4f489b79445f31ec52be78793c4c14b252366babc042ffce40be86,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/required_gate_coverage_audit.csv,True,908b40c72e4f4e18306db9f5b9141573200052126a5e79697dc2748690784b24,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/package_gate_decision.csv,True,a11a8215387c0ceee3e5692d72aa231e8942db0d8f10e2dda15294e3808aaa53,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/stress_failure_attribution.csv,True,a1d81af268c4171217f0ab8d6bf99038d7671c87e7aa000f9c9462191eae2795,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/positive_clue_register.csv,True,d900a692fc5c48547d200f805bee2e522cb2fe35d130e99c5f6d0fdd6d4c7092,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/proxy_mt5_diff_review.csv,True,fd94af3731ec7b6423af1251f731afda04f27e813371187d413ddd4a5d04f8f6,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/run364BS_late_year_short_share_stress_repair_queue.csv,True,f4d2f59e62cfc1fc7afa5e35c3d1d611d359c19720679cf705ca413f1d10bb49,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BR/run_manifest.json,True,d7e6232759d85653291c592df96455ebd832a1fde5c5e56af22b94dcf3b900d2,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BQ/final_decision.json,True,c4cf8fa4eadd10378295c64788353c363417ef4beb4f20acf864793a16c1cc66,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BS_train_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BQ/bq_rule_surface.csv,True,4fd7b4350cc7dced87a5e001acd9958bfd0ff03e42f60677a650d3141842b407,BS repair scout source(BS 수리 탐색 원천),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
