run_id,input_path,exists,sha256,input_role,claim_boundary
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/final_decision.json,True,86ffd32440caea3ad9bb4fcfad9abda232014eb482d31d52be5e7d6ac150a460,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/required_gate_coverage_audit.csv,True,71d35605d5d7e8e8bff51769904e22325e242234f6f69bac2e995d1520fe147a,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/bs_rule_surface.csv,True,709e49a2b6ca6301aec5577e654c897c09f013881767858397428c09de823289,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/selected_bs_candidate.json,True,adcec77bbf211d758e9466a994376d25a32cac06cb3e9321530a035ea4f00c39,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/selected_bs_trade_tape.csv,True,dea014579553a2733d4c28a21d848cfb3297b4b0618507886be0c3969b4d6baa,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/selected_bs_synthetic_short_tape.csv,True,e32518896e515a1aa2c6a98b2a7daac730f2b16c898ee5f53b6176f21b7b6d4b,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/selected_bs_displaced_parent_trades.csv,True,b00ee78f22406ca5327b54f0fbe036918aecb5ea5e00ce256d13a984df993fbd,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/selected_bs_parent_suppressed_trades.csv,True,e61531badc8587ea3687a4ba4db3bbc3230b9e924dc75f829f16b7822df0a229,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/late_year_stress_repair_attribution.csv,True,bb255e6b08f9d923f62cfc1cb9ee189273fed0ab8c260ac69588a03b5189c0fd,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/stress_slice_review.csv,True,d855afcbbc4e9ca79f8d55b1b7d30818b36c2bca1627aed96ad2135755543d3a,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BT_review_late_year_short_share_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BS/overfit_guardrail_audit.csv,True,6364464f2051c922ba8e936bf91f9f2cc50a9f984753262739099d01ba796ecc,BT review source(BT 검토 원천),research_development_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
