record_type,written_at,run_id,active_tier,model_id,feature_order_hash,bar_time,source_time,symbol,timeframe,feature_ready,model_ok,skip_reason,input_hash,p_short,p_flat,p_long,decision,decision_reason,position_before,position_after,exec_action,order_attempted,order_filled,trade_retcode,trade_comment,model_risk_pct,clipped_risk_pct,computed_lot,executed_lot,min_lot_floor_applied,actual_risk_pct_after_floor,atr_points,open_sl_points,open_tp_points,lifecycle_decision,tier_b_enabled,event,detail
lifecycle,2025.01.02 00:00:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,init_start,stage364_BX3GuardStack__RuntimeProbe
lifecycle,2025.01.02 00:00:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,init_ok,runtime_ready
cycle,2025.01.02 16:40:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 16:35:00,2025.01.02 16:35:00,US100,PERIOD_M5,true,true,,6C8442B51F00113A,0.4614504576,0.1708108783,0.3677386940,flat,premarket_short_block:hour=16|short_threshold_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2025.01.02 16:45:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 16:40:00,2025.01.02 16:40:00,US100,PERIOD_M5,true,true,,536151E523D5CF42,0.4915848076,0.1383558065,0.3700594008,flat,premarket_short_block:hour=16|short_threshold_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2025.01.02 16:50:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 16:45:00,2025.01.02 16:45:00,US100,PERIOD_M5,true,true,,9FCEA6FF97420B74,0.4347485006,0.2118202150,0.3534312844,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2025.01.02 16:55:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 16:50:00,2025.01.02 16:50:00,US100,PERIOD_M5,true,true,,389B51410069BAAB,0.4000951052,0.2215638310,0.3783410788,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2025.01.02 17:00:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 16:55:00,2025.01.02 16:55:00,US100,PERIOD_M5,true,true,,92427AAE610CCAA3,0.3827101886,0.2041354328,0.4131543338,long,long_threshold_met,none,long:ticket=2:volume=0.10000000,open_long,true,true,10009,Request executed,0.0000000000,0.0000000000,0.1000000000,0.1000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,open_long,false,,
cycle,2025.01.02 17:05:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 17:00:00,2025.01.02 17:00:00,US100,PERIOD_M5,true,true,,C8DF7AAC667D29DB,0.3588704467,0.2386248559,0.4025046527,long,long_threshold_met,long:ticket=2:volume=0.10000000,long:ticket=2:volume=0.10000000,hold_same_direction,false,false,0,,0.0000000000,0.0000000000,0.1000000000,0.1000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,hold_same_direction,false,,
cycle,2025.01.02 17:10:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 17:05:00,2025.01.02 17:05:00,US100,PERIOD_M5,true,true,,23C76B29D6A60ABE,0.3552083969,0.2298573107,0.4149341583,long,long_threshold_met,long:ticket=2:volume=0.10000000,long:ticket=2:volume=0.10000000,hold_same_direction,false,false,0,,0.0000000000,0.0000000000,0.1000000000,0.1000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,hold_same_direction,false,,
cycle,2025.01.02 17:15:00,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca03_december_h21_h23_long_block_stress,tier_a,h12_move5__rf5_l80_n64,fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2,2025.01.02 17:10:00,2025.01.02 17:10:00,US100,PERIOD_M5,true,true,,ED0108D3CAA15F90,0.3751591742,0.2199046910,0.4049360752,long,long_threshold_met,long:ticket=2:volume=0.10000000,long:ticket=2:volume=0.10000000,hold_same_direction,false,false,0,,0.0000000000,0.0000000000,0.1000000000,0.1000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,hold_same_direction,false,,
