gate_id,status,evidence,finding,claim_boundary
source_lineage_connected,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/protocol_input_lineage_review.csv,lineage_rows=13;all_connected=True,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
no_lookahead_review_accepts_bad_controls,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/no_lookahead_protocol_review.csv,"future, forward-pocket, threshold, lot, and timestamp bad controls accepted for blueprinting",research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
proxy_mt5_review_requires_fresh_runtime,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/proxy_mt5_fresh_probe_protocol_review.csv,all proxy subjects require fresh proxy expected and fresh MT5 runtime probe,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
core56_full_family_claim_blocked,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/core56_refresh_protocol_review.csv,core56 repair protocol blocks full-family claims until source repair and MT5 probe,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
cost_direction_curve_review_complete,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/cost_direction_curve_protocol_review.csv,"cost, direction/source, curve, lot-normalized, and regime gate families covered",research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
offense_and_regime_protocols_predeclared,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/offense_rebuild_protocol_review.csv;stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/economic_regime_asof_protocol_review.csv,offense theses and economic regime joins are predeclared with as-of controls,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
runtime_package_review_complete,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/runtime_probe_requirements_review.csv,"runtime package requirements include tester output, logs, trade ledger, parity, cost, and attribution outputs",research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
training_boundary_still_closed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/model_training_boundary_review.csv,run337E review does not train or select; run337F may materialize blueprints only,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
no_repair_protocol_gaps,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/repair_protocol_gap_queue.csv,repair_gap_rows=0,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337f_blueprint_queue_ready,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/run337F_blueprint_materialization_queue.csv,run337F_queue_rows=7,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
claim_guard_no_selection_no_goal,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/final_review_research_execution_protocols_decision.json,"no selected candidate, Forward Passed, Forward Failed, runtime authority, live readiness, deployment, or Goal Achieve claimed",research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
accepted_protocol_queue_ready,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337E/accepted_protocols_for_blueprint_queue.csv,accepted_protocol_families=8,research_development_only_stage337E_protocol_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
