stage_id,run_id,variant_id,idea_id,hypothesis_ko,model_key,feature_selector,feature_count,threshold_quantile,threshold,min_margin,direction_mode,model_params_json,model_classes,train_accuracy,train_balanced_accuracy,train_macro_f1,train_log_loss,train_rows,train_signal_count,train_coverage,train_hit_rate,train_short_count,train_long_count,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_log_loss,validation_rows,validation_signal_count,validation_coverage,validation_hit_rate,validation_short_count,validation_long_count,oos_accuracy,oos_balanced_accuracy,oos_macro_f1,oos_log_loss,oos_rows,oos_signal_count,oos_coverage,oos_hit_rate,oos_short_count,oos_long_count,package_score,candidate_for_mt5_probe,judgment
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v11_base_leaf20_q85,IDEA-ST12-ET-BATCH20-V11,더 낮은 임계값이 신호 밀도를 회복한다.,base_leaf20,all58,58,0.85,0.4205732909508156,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,5170,0.17692149750188213,0.8690522243713733,3238,1932,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,1477,0.15004063388866315,0.3926878808395396,694,783,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,1148,0.15137130801687765,0.4573170731707317,586,562,2.588295416567628,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v19_context16_features_q90,IDEA-ST12-ET-BATCH20-V19,보조 문맥 16개 피처만으로 독립 신호가 있는지 본다.,context16_features,context16,16,0.9,0.3751479684167261,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 17630}","short,flat,long",0.5341181301758948,0.5374495781307284,0.5314318983208529,1.0566427274355046,29222,3319,0.11357881048525084,0.6827357637842724,2198,1121,0.41405932547744817,0.40439810314112506,0.39390569510135204,1.0827091962393434,9844,985,0.10006095083299472,0.39390862944162436,666,319,0.42892932489451474,0.4081660187243777,0.39762494246408125,1.0822690278068938,7584,627,0.08267405063291139,0.430622009569378,454,173,2.4446019728478703,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v04_log2_features_leaf20_q90,IDEA-ST12-ET-BATCH20-V04,분기마다 더 적은 피처를 보면 과적합이 줄어든다.,log2_leaf20,all58,58,0.9,0.42374200370058285,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 15762}","short,flat,long",0.6399972623365957,0.6427202771289057,0.6416442278010219,0.9909494249230859,29222,2893,0.09900075285743618,0.8306256481161424,1885,1008,0.4328524989841528,0.42562777061501067,0.42314446367266173,1.0568003025306851,9844,985,0.10006095083299472,0.38578680203045684,528,457,0.4542457805907173,0.4475266346365853,0.448515286076449,1.0528574948249323,7584,739,0.09744198312236287,0.44113667117726657,497,242,2.407685000913189,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v10_bootstrap70_leaf20_q90,IDEA-ST12-ET-BATCH20-V10,70% 부트스트랩 표본이 모델 분산을 낮춘다.,bootstrap70_leaf20,all58,58,0.9,0.4248788878646972,0.0,both,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 14950}","short,flat,long",0.5778180822667853,0.5810291825240335,0.5783809991695704,1.0119687957981354,29222,2507,0.08579152693176374,0.7495013960909453,1654,853,0.43478260869565216,0.427526281649623,0.42518044583954784,1.0549300736650893,9844,985,0.10006095083299472,0.38274111675126904,578,407,0.45595991561181437,0.4494862715967578,0.45040402511229133,1.0511468161694568,7584,750,0.09889240506329114,0.44266666666666665,484,266,2.3824158196748284,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v08_depth12_leaf20_q90,IDEA-ST12-ET-BATCH20-V08,깊이 12 제한이 표본외 흔들림을 줄인다.,depth12_leaf20,all58,58,0.9,0.4285066741802041,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 18650}","short,flat,long",0.5420915748408733,0.5464530444245459,0.5413118779524657,1.0284397001177823,29222,2301,0.0787420436657313,0.8061712299000434,1433,868,0.4385412433969931,0.430585253393132,0.42715523094833685,1.0591321649193866,9844,985,0.10006095083299472,0.38578680203045684,502,483,0.45820147679324896,0.44979237042443304,0.4507164082385457,1.0557427337735033,7584,745,0.0982331223628692,0.45234899328859063,452,293,2.382015521298996,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v09_depth8_leaf10_q90,IDEA-ST12-ET-BATCH20-V09,얕은 깊이와 촘촘한 잎 조합이 안정 신호를 만든다.,depth8_leaf10,all58,58,0.9,0.4144064027407754,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 18262}","short,flat,long",0.4644103757443022,0.47029264905408713,0.45574561567948574,1.0570688880594863,29222,1924,0.06584080487304086,0.7515592515592515,1192,732,0.4361032100772044,0.427039092439562,0.42214596308531566,1.064917175582606,9844,985,0.10006095083299472,0.3928934010152284,473,512,0.47191455696202533,0.463366805999262,0.46349308602237077,1.0599016234957608,7584,721,0.09506856540084388,0.4826629680998613,424,297,2.353887067982186,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v17_top30_features_q90,IDEA-ST12-ET-BATCH20-V17,훈련 중요도 상위 30개 피처가 약한 피처 잡음을 줄인다.,top30_features,top30_from_train_importance,30,0.9,0.44823309648508614,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 19910}","short,flat,long",0.6984805968106221,0.6997173388728012,0.6998128488411126,0.9381895679638764,29222,3844,0.1315447265758675,0.9040062434963579,2317,1527,0.4328524989841528,0.42537432372443296,0.42506075203379273,1.0554107283620355,9844,985,0.10006095083299472,0.3817258883248731,433,552,0.44646624472573837,0.4405104136482694,0.4416178001274673,1.0510603551741489,7584,792,0.10443037974683544,0.46085858585858586,426,366,2.3466779624518823,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v13_base_margin002_q90,IDEA-ST12-ET-BATCH20-V13,0.02 마진 요구가 애매한 예측을 걸러낸다.,base_leaf20,all58,58,0.9,0.43488737776742775,0.02,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,3547,0.1213811511874615,0.8858190019734987,2247,1300,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,977,0.09924827305973181,0.3858751279426817,460,517,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,768,0.10126582278481013,0.47265625,435,333,2.3416533159289865,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v02_dense_leaf10_q90,IDEA-ST12-ET-BATCH20-V02,잎 10의 촘촘한 구조가 약한 방향 신호를 더 잘 잡는다.,dense_leaf10,all58,58,0.9,0.44820506408322053,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20410}","short,flat,long",0.8509684484292657,0.8510476317652337,0.851028250509945,0.8439497712368014,29222,7428,0.25419204708781057,0.979536887452881,4127,3301,0.4351889475822836,0.42612594212213817,0.4250201675595274,1.0547291891682204,9844,985,0.10006095083299472,0.37766497461928933,430,555,0.44883966244725737,0.44213810452559404,0.44297208799110005,1.049546477754644,7584,778,0.102584388185654,0.448586118251928,384,394,2.336166529139628,False,inconclusive_standalone_structural_scout
12_model_family_challenge__extratrees_training_effect,run03D_et_standalone_batch20_v1,v01_base_leaf20_q90,IDEA-ST12-ET-BATCH20-V01,기본 잎 20 구조가 단독 Stage12 신호를 만든다.,base_leaf20,all58,58,0.9,0.43488737776742775,0.0,both,"{""bootstrap"": false, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""min_samples_split"": 2, ""n_estimators"": 360, ""n_jobs"": -1, ""random_state"": 20545}","short,flat,long",0.6905755937307508,0.69229366590856,0.6921451677442977,0.956593190210919,29222,3555,0.12165491752788994,0.8849507735583685,2252,1303,0.44057293783015034,0.43237934288540897,0.4312936887230401,1.0540879340724139,9844,985,0.10006095083299472,0.3847715736040609,464,521,0.45516877637130804,0.44873365025824885,0.44979259473987493,1.0496504595265106,7584,770,0.1015295358649789,0.4727272727272727,436,334,2.3328647775106073,False,inconclusive_standalone_structural_scout
