gate_id,status,evidence,finding,claim_boundary
source_lineage_connected,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/runner_scaffold_review_source_lineage.csv,source_rows=21,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337J_parent_completed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337J/final_runner_scaffold_materialization_decision.json,parent_status=completed_runner_scaffolds_materialized_no_training_no_mt5;next_action=run337K_review_runner_scaffolds_v1,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
family_scaffold_reviews_passed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/family_scaffold_review.csv,family_reviews=9,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
scaffold_index_reviews_passed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/scaffold_index_review.csv,"scaffold_rows=47;family_counts={'claim_boundary': 11, 'core56': 5, 'cost_curve': 5, 'no_lookahead': 5, 'offense': 4, 'package_index': 1, 'proxy_mt5': 5, 'regime': 6, 'runtime': 5}",research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
preflight_reviews_passed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/preflight_checklist_review.csv,preflight_rows=54,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
blocked_command_reviews_passed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/blocked_execution_command_review.csv,blocked_command_rows=9,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
claim_boundary_review_passed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/claim_boundary_receipt_review.csv,Forward/runtime/Goal claims remain closed,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
review_queue_reviews_passed,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/run337K_review_queue_review.csv,queue_reviews=9,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
accepted_scaffolds_ready,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/accepted_scaffolds_for_run337L_materialization.csv,accepted_scaffold_families=9,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
repair_gap_queue_empty,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/repair_scaffold_gap_queue.csv,repair_gap_rows=0,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run337L_materialization_queue_ready,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/run337L_proxy_mt5_input_materialization_queue.csv,run337L_queue_rows=9,research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
final_claim_guard,pass,stages/337_onnx_research_packet__cost_buffer_direction_curve_rebuild/02_runs/run337K/final_runner_scaffold_review_decision.json,"run337K opens input materialization only; no model training, MT5 execution, Forward decision, runtime authority, or Goal Achieve",research_development_only_stage337K_runner_scaffold_review_no_model_training_no_mt5_execution_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
