record_type,written_at,run_id,active_tier,model_id,feature_order_hash,bar_time,source_time,symbol,timeframe,feature_ready,model_ok,skip_reason,input_hash,p_short,p_flat,p_long,decision,decision_reason,position_before,position_after,exec_action,order_attempted,order_filled,trade_retcode,trade_comment,model_risk_pct,clipped_risk_pct,computed_lot,executed_lot,min_lot_floor_applied,actual_risk_pct_after_floor,atr_points,open_sl_points,open_tp_points,lifecycle_decision,tier_b_enabled,event,detail
lifecycle,2026.04.14 00:00:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,init_start,stage335_OverfitGuard__IndependentProxyMt5RuntimeProbe
lifecycle,2026.04.14 00:00:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,init_ok,runtime_ready
cycle,2026.04.14 03:05:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 03:05:00,2026.04.14 03:05:00,US100,PERIOD_M5,true,true,,54932BCC04AFF3F1,0.1160624921,0.6867984533,0.1971390396,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2026.04.14 03:10:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 03:10:00,2026.04.14 03:10:00,US100,PERIOD_M5,true,true,,CA6A741E7142862,0.1146559864,0.7159039378,0.1694401205,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2026.04.14 03:15:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 03:15:00,2026.04.14 03:15:00,US100,PERIOD_M5,true,true,,B7CF1750DE8288D7,0.1091024652,0.7153813243,0.1755162179,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2026.04.14 03:25:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 03:25:00,2026.04.14 03:25:00,US100,PERIOD_M5,true,true,,530AC8568F1A018A,0.1100721732,0.6838775277,0.2060502917,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2026.04.14 03:35:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 03:35:00,2026.04.14 03:35:00,US100,PERIOD_M5,true,true,,82C77D028583AA57,0.1005851775,0.7300922871,0.1693225354,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2026.04.14 03:45:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 03:45:00,2026.04.14 03:45:00,US100,PERIOD_M5,true,true,,F1BFB5ADEA70433,0.0981107578,0.7191669941,0.1827222556,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2026.04.14 03:50:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 03:50:00,2026.04.14 03:50:00,US100,PERIOD_M5,true,true,,78D4FE582DAFAB,0.1066073999,0.7260494232,0.1673431844,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
cycle,2026.04.14 04:15:00,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1,tier_a,run336K_attempt_fresh_mt5_runtime_probe_or_block_v1_m48_plain_onnx,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,2026.04.14 04:15:00,2026.04.14 04:15:00,US100,PERIOD_M5,true,true,,6696BA4CBCD5B0E5,0.0920601115,0.7745845914,0.1333552897,flat,threshold_or_margin_not_met,none,none,flat_no_position,false,false,0,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,false,0.0000000000,0.0000000000,0.0000000000,0.0000000000,flat_no_position,false,,
